Anhang; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
Wir haben ausschließlich zugunsten unserer Tochtergesellschaften Garantien und Patronatserklärungen abgegeben. Nach unseren Erkenntnissen können die zugrunde liegenden Verpflichtungen von den betreffenden Gesellschaften in allen Fällen erfüllt werden. Mit einer Inanspruchnahme ist nicht zu rechnen.; 47 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Sonstige finanzielle Verpflichtungen;;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Unsere Gesellschaft hat einen Besserungsschein über eine erlassene Forderung in Höhe von € 100.000 unterschrieben, nach dem die erlassene Forderung aus künftigen Gewinnen oder einem evtl. Liquidationserlös zu bezahlen ist; 66 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Unsere Gesellschaft hat zum 31.12.2015 einen Teil ihrer Forderungen aus Lieferungen und Leistungen im Rahmen eines Factoring-Vertrages an eine Zweckgesellschaft abgetreten; 66 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Diese Maßnahme diente der kurzfristigen Verbesserung der Liquidität. Vor dem 31.12.2015 flossen unserer Gesellschaft dadurch € 1,1 Mio. an Liquidität zu.; 66 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Wir haften nur für den Bestand, nicht für die Bonität der Kunden. Dem Liquiditätsvorteil stehen die Finanzierungskosten gegenüber. Wir haben der Zweckgesellschaft eine Kreditzusage für den Fall einer Finanzierungslücke in Höhe von € 2 Mio. gegeben. Wir rechnen nicht mit einer Inanspruchnahme. Wird die Kreditzusage wider Erwarten fällig, rechnen wir nicht mit einem Ausfall der Kredite. Unsere Liquidität wäre aber eingeschränkt.; 66 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Unsere Gesellschaft hat das Bürogebäude in Köln im Rahmen eines Sale-andlease-back-Vertrags
verkauft und wieder angemietet. "; 66 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Diese Gestaltung verschaffte uns einen Liquiditätszufluss vor dem 31.12.2015 von € 2,3 Mio. sowie die Verbesserung unserer Eigenkapitalquote. Dem steht ein Liquiditätsnachteil bzgl. der Mietaufwendungen über eine 15-jährige Vertragslaufzeit von jährlich € 200.000 gegenüber.; 66 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Wir haben eine Konsignationslager-Vereinbarung über 5 Jahre mit einem unserer Lieferanten abgeschlossen, nach der wir uns verpflichten, monatlich Waren in Höhe von T€ 25.000 abzunehmen. Die Vereinbarung sichert uns die zeitlich optimale Rohstoffversorgung ohne eigene Lagerhaltung.; 66 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Dieser Vorteil ist mit dem Liquiditäts-Risiko verbunden, auch bei schlechter Auftragslage Rohstoffe abnehmen zu müssen.; 66 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Sonstige finanzielle Verpflichtungen < 1 Jahr 1 – 5 Jahre >5 Jahre
T€ T€ T€
aus Miet- und Leasingverträgen 150 600 250
aus begonnenen Investitionsvorhaben 1.500
aus Altersversorgung 72 290 750
davon
gegenüber verbundenen Unternehmen 50 200 250
gegenüber assoziierten Unternehmen 10 40 50
Summe 1.722 890 1.000"; 67 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Erläuterungen zur Gewinn- und Verlustrechnung;;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Der in der GuV zusammengefasste Posten „Materialaufwand“ gliedert sich wie folgt :
€ T€
a) Aufwendungen für Roh-, Hilfs- und Betriebsstoffe
und für bezogene Waren 5.827.432 5.621,1
b) Aufwendungen für bezogene Leistungen 75.321 68,0"; 4.70, 7 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Im abgelaufenen Geschäftsjahr sind außergewöhnliche Erträge in Höhe von € 250.000 angefallen,
die ausschließlich Buchgewinne aus der Veräußerung einer Beteiligung betreffen. Außergewöhnliche
Aufwendungen sind in Höhe von € 210.000 entstanden, die sämtlich in Zusammenhang
mit unserm Restrukturierungsprogramm stehen."; 60 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Darstellung von außergewöhnlichen Erträgen und Aufwendungen:
außergewöhnliche Erträge €
• aus einmaligen Absatzgeschäften 300.000
• aus Beteiligungsveräußerung 250.000
außergewöhnliche Aufwendungen
• aus Rechtsstreitigkeiten 210.000"; 60 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Der Materialaufwand des Geschäftsjahrs gliedert sich wie folgt (§ 275 II Nr. 5 HGB):
T€
a) Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und
für bezogene Waren 4.854,2
b) Aufwendungen für bezogene Leistungen 657,6"; 4.70, 52 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Der Personalaufwand des Geschäftsjahrs gliedert sich wie folgt (§ 275 II Nr. 6 HGB):
T€
a) Löhne und Gehälter 3.851,0
b) soziale Abgaben und Aufwendungen für Altersversorgung
und Unterstützung 785,6
davon für Altersversorgung 134,3"; 4.73, 53 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Der GuV-Posten „Abschreibungen auf immaterielle Vermögensgegenstände des Anlagevermögens und Sachanlagen“ enthält außerplanmäßige Abschreibungen nach § 253 III 3 HGB in Höhe von € 485.000 (Vj. T€ 0,0); 4.78, 55 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Der GuV-Posten „Abschreibungen auf Finanzanlagen und auf Wertpapiere des Umlaufvermögens“ enthält außerplanmäßige Abschreibungen nach § 253 III 4 HGB in Höhe von € 254.500 (Vj. T€ 75,8).; 4.87, 55 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Der GuV-Posten „sonstige Zinsen und ähnliche Erträge“ enthält Erträge aus der Abzinsung
von Rückstellungen in Höhe von € 76.500 (Vj. T€ 81,5)."; 4.85 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Der GuV-Posten „sonstige betriebliche Aufwendungen“ enthält Aufwendungen aus der
Währungsumrechnung in Höhe von € 129.300 (Vj. T€ 98,7)."; 4.80, 59 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Sonstige Pflichtangaben;;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Angabe der beschäftigten Arbeitnehmer im Jahresdurchschnitt
Gewerbliche Arbeitnehmer Vollzeit 30
Gewerbliche Arbeitnehmer Teilzeit 7
Angestellt Vollzeit 5
Angestellte Teilzeit 2
Summe 44"; 64 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Mitglieder der Geschäftsführung
• Dipl.-Kfm. Wilhelm Brause, kaufmännischer Geschäftsführer
• RA Guiseppe Kaiser, kaufmännischer Geschäftsführer (ausgeschieden
am 01.10. des Geschäftsjahrs)
• Dipl.-Ing. Rudi Meister, technischer Geschäftsführer
"; 83 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Mitglieder des Beirats
• Elke Bäcker-Bachmann, Vorsitzende, chemisch technische Assistentin
• Martin Mezger, stellvertretender Vorsitzende, Vertriebsleiter
• Dipl.-Ing. Mario Müller, Projektingenieur im Bereich Forschung und
Entwicklung, ausgeschieden am 15.02. des Folgejahres"; 83 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Die Gesamtbezüge der Geschäftsführung betrugen im Geschäftsjahr € 897.564.
"; 84 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Bzgl. der Angabe der Gesamtbezüge der Geschäftsführung wurde die Schutzklausel des § 286 IV HGB in Anspruch genommen.; 84 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Bzgl. der Angabe der Gesamtbezüge der Geschäftsführung wurde die Schutzklausel des § 286 IV HGB in Anspruch genommen, da die Bezüge der Mitglieder der Geschäftsführung nicht wesentlich von dem durch Rechenvorgang feststellbaren Durchschnittsbetrag abweichen.; 84 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
An ehemalige Geschäftsführer und deren Hinterbliebene wurden im Geschäftsjahr Gesamtbezüge in Höhe von € 210.944 geleistet. Die Pensionsrückstellungen für ehemalige Geschäftsführer und deren Hinterbliebene betragen € 3,2 Mio.; 88 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Bzgl. der Angabe der Gesamtbezüge der ehemaligen Geschäftsführung und deren Hinterbliebene wurde die Schutzklausel des § 286 IV HGB in Anspruch genommen.; 88 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Bzgl. der Angabe der Gesamtbezüge der ehemaligen Geschäftsführung und deren Hinterbliebene wurde die Schutzklausel des § 286 IV HGB in Anspruch genommen, da die Bezüge nicht wesentlich von dem durch Rechenvorgang feststellbaren Durchschnittsbetrag abweichen; 88 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
An Mitglieder der Geschäftsführung wurden unverzinsliche Vorschüsse in Höhe von € 100.000 gezahlt, die mit der erfolgsabhängigen Vergütung verrechnet werden.; 89 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"An Mitglieder des Aufsichtsrats sind Darlehen in Höhe von insgesamt € 50.000 gewährt worden. Im Geschäftsjahr wurden € 5.000 getilgt. Zum 31.12. des Geschäftsjahres haben die Darlehen einen Stand von € 25.000. Die Darlehen sind mit 4 % zu verzinsen; die vereinbarte Laufzeit beträgt bis zu 15 Jahre."; 89 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Unsere Gesellschaft hat zugunsten von Mitgliedern des Aufsichtsrats Bürgschaften übernommen.; 89 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Der Restbetrag eines Darlehens in Höhe von € 20.000 wurde im Geschäftsjahr erlassen.; 89 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Unsere Gesellschaft ist ein Konzernunternehmen der Medical Care Group
GmbH, Stuttgart und der Health Care Holding AG, München, das gleichzeitig
oberstes Mutterunternehmen ist.
Unsere Gesellschaft wird in den Konzernabschluss
• der Medical Care Group GmbH als kleinster Konsolidierungskreis und
• der Health Care Holding AG als größter Konsolidierungskreis einbezogen.
Die Konzernabschlüsse werden im elektronischen Bundesanzeiger veröffentlicht."; 75, 76 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Unsere Gesellschaft ist persönlich haftende Gesellschafterin der Wilhelm Brause GmbH & Co.KG.; 78 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Unsere Gesellschaft verbürgt sich unentgeltlich für Bankkredite unserer Tochtergesellschaft.; 81 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
"Verbundspiegel Gesellschafter
Beteiligungsunternehmen
Organmitglieder
(für zusammengefasste Werte) T€ T€ T€
Waren- und Dienstleistungsverkehr 50 120 --
Ausstehende Forderungen 240 80 100
- Zinssatz p.a.
- erhaltene Garantien
- Laufzeiten
0,0 – 2,0
--
1 – 5 Jahre
0,0 – 2,0
--
1 – 5 Jahre
0,0 – 2,0
--
1 – 5 Jahre
gegebene Garantien -- 500 --
erhaltene Garantien für Kreditlinien 250 -- --
Forderungsabschreibungen -- -- --"; 81 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Unsere Gesellschaft hat den Aktionären der Technology-Innovation AG ein formelles Übernahmeangebot zu € 100 pro Aktie in bar unterbreitet. Das Angebot entspricht einem Eigenkapitalwert in Höhe von € 1,5 Mrd. Es steht unter dem Vorbehalt einer Mindestannahmequote von 90 Prozent der ausstehenden Aktien der Technology-Innovation AG zum Ende der Annahmefrist. Die Frist zur Annahme dieses Angebots endet am 15.03. des Folgejahres. Die Zahlung an die Aktionäre der Technology-Innovation AG soll bei erfolgreicher Annahme Anfang April des Folgejahres erfolgen.; 69 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Die Technology-Innovation AG entwickelt neue Technologien im Bereich Health Care, die das Angebot unserer Gesellschaft ergänzen würde.; 69 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Aufgrund eines angekündigten Streiks verschiedener Sicherheitsunternehmen am Frankfurter Flughafen ist es im Folgejahr ganztägig zu Verspätungen und Flugausfällen im Flugplan unserer Gesellschaft gekommen. Quantitative Angaben zur finanziellen Auswirkung dieses Streiks sind derzeit nicht möglich.; 69 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
Die Geschäftsführung schlägt der Gesellschafterversammlung vor, vom Jahresüberschuss in Höhe von T€ 520 einen Betrag von T€ 52 in die gesellschaftsvertragliche Rücklage und den verbleibenden Betrag von T€ 468 in die anderen Gewinnrücklagen einzustellen.; 68 ;2016;Primus GmbH (Musteranhang);Jahresabschluss;N/A
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
