Anhang für das Geschäftsjahr 2016; Annotierung (Angabe Nummer in Anhangscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
"2016.
TEUR
2015.
TEUR
Periodenfremde Erträge
Erträge aus der Auflösung der Patronatserklärung Schuler Cartec Engineering (im Vj. Schuler Guß GmbH & Co. KG) im Zuge
der Anwachsung
213 1.103
Andere periodenfremde Erträge (im wesentlichen Umsatzsteuererstattungen und Gutschriften für Vorjahre) 422 0
Erträge aus dem Abgang von Anlagevermögen 0 6
Periodenfremde Aufwendungen
BilMoG-Anpassungen 0 2.981
Steuern vom Einkommen und vom Ertrag Betriebsprüfung 0 200
Sonstige Steuern Betriebsprüfung 0 100
635 -2.172"; 4.90, 4.92, 66 ;2016;Schuler AG;Jahresabschluss;KPMG
Sonstige Angaben;;2016;Schuler AG;Jahresabschluss;KPMG
Arbeitnehmer;;2016;Schuler AG;Jahresabschluss;KPMG
"Jahresdurchschnitt 2016 Stichtag 31.12.2016 Jahresdurchschnitt 2015 Stichtag 31.12.2015
Leitende Angestellte 12 13 14 13
Angestellte 37 35 45 39
49 48 59 52"; 77 ;2016;Schuler AG;Jahresabschluss;KPMG
Organe der Gesellschaft;;2016;Schuler AG;Jahresabschluss;KPMG
Vorstand;;2016;Schuler AG;Jahresabschluss;KPMG
"Stefan Klebert (Vorsitzender) Chief Executive Officer
Dr. Stephan Arnold (ab 01.04.2016) Chief Technology Office
Joachim Beyer (bis 07.04.2016) Chief Technology Officer
Norbert Broger Chief Financial Officer
Dr. Peter Jost Chief Operating Officer"; 97 ;2016;Schuler AG;Jahresabschluss;KPMG
"Die im Geschäftsjahr 2016 gewährten Gesamtbezüge des Vorstands betragen TEUR 5.122 (i. Vj. TEUR 3.532). Hierin sind Komponenten mit langfristiger Anreizwirkung in Höhe von TEUR 1.784 (i. Vj. TEUR
1.413) enthalten, die bereits in früheren Geschäftsjahren zugesagt worden waren."; 98 ;2016;Schuler AG;Jahresabschluss;KPMG
"Im abgelaufenen Geschäftsjahr wurden Vergütungskomponenten mit langfristiger Anreizwirkung zugesagt, deren spätere Gewährung von bestimmten Konzernergebnisgrößen 2016 und 2017 sowie der Erfüllung
des Dienstvertrags des jeweiligen Vorstandsmitglieds abhängt."; 98 ;2016;Schuler AG;Jahresabschluss;KPMG
"Die Gesamtbezüge der früheren Mitglieder des Vorstands beziehungsweise der Geschäftsführung und ihrer Hinterbliebenen betrugen für das Berichtsjahr TEUR 1.072 (i. Vj. TEUR 1.135). Die Rückstellungen
für Pensionen der ehemaligen Vorstände betragen insgesamt TEUR 15.290 (i. Vj. TEUR 15.684). Die nach Art. 67 Abs. 2 EGHGB nicht gebildeten Rückstellungen betragen TEUR 0 (i. Vj. TEUR 0)."; 102 ;2016;Schuler AG;Jahresabschluss;KPMG
Aufsichtsrat;;2016;Schuler AG;Jahresabschluss;KPMG
"Dr. Wolfgang Leitner Aufsichtsratsvorsitzender; Vorstandsvorsitzender Andritz AG, Graz, Österreich
Thomas Bohlender*) bis 31.08.2016 Stellvertretender Aufsichtsratsvorsitzender; Energieanlagenelektroniker, Schuler Pressen
GmbH, Waghäusel; Betriebsratsvorsitzender Schuler Pressen GmbH, Waghäusel
Prof. Dr. h.c. Roland Berger Founder & Honorary Chairman der Roland Berger GmbH, München
Elke Böpple*) bis 31.10.2016 Softwareingenieurin, Schuler Pressen GmbH, Weingarten; Betriebsratsvorsitzende Schuler
Pressen GmbH, Weingarten
Ralf Dieter Vorstandsvorsitzender Dürr AG, Stuttgart
Renate Gmoser*) Gewerkschaftssekretärin IG Metall, Geschäftsstelle Göppingen-Geislingen.
Lothar Gräbener * ) Vertriebsdirektor Schuler Pressen GmbH, Waghäusel
Karin Haider*) seit 01.12.2016 Systemanalytikerin IT, Schuler Pressen GmbH, Weingarten Betriebsrätin Schuler Pressen
GmbH, Weingarten
Prof. Dr. Christian Nowotny Professor an der Wirtschaftsuniversität Wien;
Marco Oestringer*) seit 01.12.2016 Energieanlagenelektroniker, Schuler Pressen GmbH, Waghäusel; Betriebsratsvorsitzender
der Schuler Pressen GmbH, Waghäusel
Friedrich Papst Ehemaliges Mitglied des Vorstands der Andritz AG, Graz, Österreich
Martin Sambeth*) bis 30.09.2016 Gewerkschaftssekretär IG Metall, Bezirksleitung Baden-Württemberg
Christian Steffen* seit 24.10.2016 Gewerkschaftssekretär der IG Metall - Bezirksleitung Baden-Württemberg, Stuttgart
Hans-Jürgen Thaus Ehem. stv. Vorstandsvorsitzender KRONES AG, Neutraubling
Ingrid Wolfframm*) Stellvertretende Aufsichtsratsvorsitzende; Referentin Facility Management, Schuler Pressen
GmbH, Göppingen; Vorsitzende des Konzernbetriebsrats Schuler AG, Göppingen; Betriebsrätin
Schuler Pressen GmbH, Göppingen
*) Vertreter der Arbeitnehmer"; 97 ;2016;Schuler AG;Jahresabschluss;KPMG
Ausschüsse des Aufsichtsrats;;2016;Schuler AG;Jahresabschluss;KPMG
Ständiger Ausschuss gemäß § 27 Abs. 3 Mitbestimmungsgesetz;;2016;Schuler AG;Jahresabschluss;KPMG
"Dr. Wolfgang Leitner (Vorsitzender)
Thomas Bohlender bis 31.08.2016
Renate Gmoser
Prof. Dr. Christian Nowotny
Ingrid Wolfframm seit 01.12.2016";;2016;Schuler AG;Jahresabschluss;KPMG
Personalausschuss;;2016;Schuler AG;Jahresabschluss;KPMG
"Dr. Wolfgang Leitner (Vorsitzender)
Elke Böpple bis 31.10.2016
Renate Gmoser
Hans-Jürgen Thaus
Karin Haider seit 01.12.2016";;2016;Schuler AG;Jahresabschluss;KPMG
Prüfungsausschuss (Audit Committee);;2016;Schuler AG;Jahresabschluss;KPMG
"Prof. Dr. Christian Nowotny (Vorsitzender)
Thomas Bohlender bis 31.08.2016
Hans-Jürgen Thaus
Ingrid Wolfframm
Marco Oestringer seit 01.12.2016";;2016;Schuler AG;Jahresabschluss;KPMG
Nominierungsausschuss;;2016;Schuler AG;Jahresabschluss;KPMG
"Dr. Wolfgang Leitner (Vorsitzender)
Prof. Dr. h.c. Roland Berger
Prof. Dr. Christian Nowotny
Die Vergütung des Aufsichtsrats betrug im Berichtsjahr TEUR 396 (i. Vj. TEUR 368)."; 98 ;2016;Schuler AG;Jahresabschluss;KPMG
Stimmrechtsmitteilungen;;2016;Schuler AG;Jahresabschluss;KPMG
1. Die ANDRITZ Beteiligungsgesellschaft IV GmbH, Krefeld, und die ANDRITZ AG, Graz, haben uns am 05.02.2015 gemeinsam folgendes mitgeteilt:;;2016;Schuler AG;Jahresabschluss;KPMG
"a) gemäß § 20 Abs. 1, 3 AktG, dass der ANDRITZ Beteiligungsgesellschaft IV GmbH mehr als der vierte Teil der Aktien der Schuler Aktiengesellschaft unmittelbar gehört, ohne dass es hierfür einer Zurechnung
nach § 20 Abs. 2 AktG bedarf;";;2016;Schuler AG;Jahresabschluss;KPMG
"b) gemäß § 20 Abs. 4 AktG, dass der ANDRITZ Beteiligungsgesellschaft IV GmbH unmittelbar eine Mehrheitsbeteiligung an der Schuler Aktiengesellschaft gehört;";;2016;Schuler AG;Jahresabschluss;KPMG
"c) gemäß § 20 Abs. 1, 3 AktG, dass der ANDRITZ AG kraft Zurechnung der von der ANDRITZ Beteiligungsgesellschaft IV GmbH gehaltenen Aktien (§§ 20 Abs. 1 S. 2, 16 Abs. 4 AktG) mittelbar mehr als der
vierte Teil der Aktien der Schuler Aktiengesellschaft gehört, ohne dass es hierfür einer Zurechnung nach § 20 Abs. 2 AktG bedarf;";;2016;Schuler AG;Jahresabschluss;KPMG
"d) gemäß § 20 Abs. 4 AktG, dass der ANDRITZ AG kraft Zurechnung der von der ANDRITZ Beteiligungsgesellschaft IV GmbH gehaltenen Aktien (§ 16 Abs. 4 AktG) mittelbar eine Mehrheitsbeteiligung
an der Schuler Aktiengesellschaft gehört.";;2016;Schuler AG;Jahresabschluss;KPMG
"2. Die ANDRITZ Beteiligungsgesellschaft IV GmbH, Berlin, Deutschland, hat uns gemäß § 21 Abs. 1 WpHG am 15.02.2013 mitgeteilt, dass ihr Stimmrechtsanteil an der SCHULER AG, Göppingen, Deutschland,
am 14.02.2013 die Schwelle von 30 %, 50 % und 75 % der Stimmrechte überschritten hat und an diesem Tag 92,80 % (das entspricht 27.757.864 Stimmrechten) betragen hat.";;2016;Schuler AG;Jahresabschluss;KPMG
"3. Die ANDRITZ AG, Graz, Österreich, hat uns gemäß § 21 Abs. 1 WpHG am 15.02.2013 mitgeteilt, dass ihr Stimmrechtsanteil an der SCHULER AG, Göppingen, Deutschland, am 14.02.2013 die Schwelle von
30 %, 50 % und 75 % der Stimmrechte überschritten hat und an diesem Tag 92,80 % (das entspricht 27.757.864 Stimmrechten) betragen hat. 92,80 % der Stimmrechte (das entspricht 27.757.864 Stimmrechten)
sind der Gesellschaft gemäß § 22 Abs. 1, Satz 1, Nr. 1 WpHG über die ANDRITZ Beteiligungsgesellschaft IV GmbH, Berlin, Deutschland, zuzurechnen.";;2016;Schuler AG;Jahresabschluss;KPMG
Im Geschäftsjahr sind keine Stimmrechtsmitteilungen eingegangen.;;2016;Schuler AG;Jahresabschluss;KPMG
Derivative Finanzinstrumente;;2016;Schuler AG;Jahresabschluss;KPMG
"Als derivative Finanzinstrumente werden Währungsswaps sowie Devisentermingeschäfte zur Steuerung des Währungsrisikos --im Wesentlichen im Zusammenhang mit dem Liefer- und Leistungsverkehr mit
ausländischen Kunden und Lieferanten--eingesetzt. Die Kontrakte werden über Banken abgewickelt, die über gute Bonität verfügen.";;2016;Schuler AG;Jahresabschluss;KPMG
Zum Bilanzstichtag bestanden folgende derivative Finanzpositionen:;;2016;Schuler AG;Jahresabschluss;KPMG
"Nominalbetrag*31.12.2016.
TEUR
Beizulegender Zeitwert
31.12.2016.
TEUR
Buchwert 31.12.2016.
TEUR
Bilanzposten 31.12.2016.
TEUR
Mit fremden Dritten
Devisentermin-Geschäfte +38.5241 + 2.312 n.a. n.a.
+ 100.7642 - 4.994 n.a. n.a.
Devisenswaps +19.5801 + 110 n.a. n.a.
+ 13.7972 - 216 n.a. n.a.
Mit Tochterunternehmen
Devisentermin-Geschäfte + 100.2911 +5.025 n.a. n.a.
+ 37.0232 - 2.285 n.a. n.a.
Devisenswaps + 10.2671 + 190 n.a. n.a.
+ 6892 - 10 n.a. n.a.
Gesamt + 320.935 132 n.a n.a.
* der Nominalbetrag entspricht den TEUR-Beträgen der abgesicherten Grundgeschäfte"; 56 ;2016;Schuler AG;Jahresabschluss;KPMG
"Der Einsatz von Finanzderivaten erfolgt bei der Schuler-Gruppe zur Steuerung von Risiken aus Zins- und Währungsschwankungen und dient grundsätzlich Sicherungszwecken. Reine Handelspositionen mit
dem Ziel der Ertragsoptimierung werden nicht eingegangen. Der Umfang der Sicherung durch Finanzderivate erstreckt sich auf gebuchte, schwebende und antizipierte Grundgeschäfte sowie damit verbundene
Finanzanlagen und Finanzierungsgeschäfte.";;2016;Schuler AG;Jahresabschluss;KPMG
"Das angegebene Nominalvolumen stellt die unsaldierte Summe aus Kauf- und Verkaufsbeträgen derivativer Finanzgeschäfte dar. Die beizulegenden Zeitwerte ergeben sich aus der Bewertung der ausstehenden
Positionen zu Marktpreisen ohne Berücksichtigung gegenläufiger Wertentwicklungen aus den Grundgeschäften. Sie geben an, wie sich eine Glattstellung am Bilanzstichtag auf das Ergebnis ausgewirkt hätte.
Positive Zeitwerte stehen für potenzielle Gewinne am Bilanzstichtag, negative für potenzielle Verluste. Auf Grund des Sicherungszusammenhangs bleiben diese Marktwertschwankungen der derivativen Finanzinstrumente
bilanziell grundsätzlich außer Ansatz. Die zu Grunde liegenden Grundgeschäfte werden entsprechend mit ihrem Sicherungskurs bilanziert."; 56 ;2016;Schuler AG;Jahresabschluss;KPMG
Die Umkehrung gegenläufiger Entwicklungen aus den abgesicherten Grundgeschäften und den Sicherungsgeschäften wird sich in einem Zeitraum von voraussichtlich 1 bis 2 Jahren ergeben.; 56 ;2016;Schuler AG;Jahresabschluss;KPMG
"Die Bewertung der eingesetzten derivativen Finanzinstrumente erfolgt nach anerkannten finanzmathematischen Berechnungsmodellen und -methoden. Eingesetzt wird dabei die Bewertung nach dem Barwert-Verfahren
oder nach dem Optionspreismodell (Black-Scholes). Die wesentlichen Berechnungsparameter basieren auf am Bilanzstichtag gültigen Marktpreisen und -zinsen sowie auf vereinbarten Sicherungs- und
Ausübungskursen."; 56 ;2016;Schuler AG;Jahresabschluss;KPMG
"1 Finanzinstrumente mit positivem Zeitwert
2 Finanzinstrumente mit negativem Zeitwert"; 56 ;2016;Schuler AG;Jahresabschluss;KPMG
"Bis zum Abschlussstichtag haben sich die gegenläufigen Wertänderungen/Zahlungsströme aus Grund- und Sicherungsgeschäft vollständig ausgeglichen. Zur Messung der Effektivität wird die ""Critical-Term-
Match-Methode"" verwendet."; 56 ;2016;Schuler AG;Jahresabschluss;KPMG
Honorare des Abschlussprüfers;;2016;Schuler AG;Jahresabschluss;KPMG
Das für das Geschäftsjahr berechnete Honorar braucht nach § 288 Abs. 2 S. 3 HGB in Verbindung mit § 285 Nr. 17 HGB nicht angegeben zu werden.;;2016;Schuler AG;Jahresabschluss;KPMG
Aufstellung des Anteilsbesitzes der Schuler AG zum 31. Dezember 2016;;2016;Schuler AG;Jahresabschluss;KPMG
"Firma und Sitz
Anteil am Kapital.
%
Eigenkapital.
TEUR
Ergebnis.
TEUR
Vollkonsolidierte verbundene Unternehmen
Schuler Pressen GmbH, Göppingen 100,0 168.236 99.698
Gräbener Pressensysteme GmbH & Co. KG, Netphen2) 100,0 12.447 7.193
NORA Grundstücks-Vermietungsgesellschaft mbH & Co. Objekt Weingarten KG, Grünwald2) 100,0 37 25
Rena Grundstücksverwaltungsgesellschaft mbH & Co. Vermietungs-KG, Pullach i. Isartal2)4) 100,0 137 53
Schuler Automation GmbH & Co. KG, Heßdorf2) 100,0 20.550 4.250
Vögtle Service GmbH, Eislingen1) 100,0 1.839 0
BCN Technical Services Inc., Hastings/Michigan, USA4) 100,0 7.908 211
Beutler Nova AG, Gettnau, Schweiz 99,7 4.403 124
Schuler (Dalian) Forming Technologies Co. Ltd., Dalian, VR China4) 100,0 15.815 1.068
Pressensysteme Schuler-Mexico S.A. de C.V., Puebla, Mexiko4) 100,0 4.113 -44
Prensas Schuler S.A., São Paulo, Brasilien4) 100,0 17.639 4.419
Schuler France S.A., Strasbourg, Frankreich4) 100,0 3.968 837
Schuler Incorporated, Canton/Michigan, USA4) 100,0 37.498 3.134
Schuler Presses UK Limited, Walsall, Großbritannien4) 100,0 3.179 414
Shanghai Schuler Presses Co. Ltd., Shanghai, VR China4) 79,38 24.170 1.916
Schuler Sales & Service Co. Ltd., Shanghai, VR China4)6) 100,0 6.024 999
Schuler (Tianjin) Metal Forming Technology Center. Co. Ltd., Tianjin, VR China4) 100,0 10.331 -1.137
Yangzhou Metal Forming Machine Tool Co., Ltd., Yangzhou City, VR China7) 50,57 83.124 9.731
AWEBA Werkzeugbau GmbH Aue, Aue8) 100,0 20.767 1.309
ATF Auer Teilefertigung GmbH, Aue8) 100,0 350 -795
WVL Werkzeug- und Vorrichtungsbau Lichtenstein GmbH, St. Egidien8) 100,0 1.942 -155
Molwarga Vermietungsgesellschaft mbH & Co. Objekt Aue KG, Düsseldorf8) 94,9 11 3
Dabaki Grundstücksverwaltungsges. mbH & Co Vermietungs KG, Mainz8) 94,0 -20 -1
Nicht in den Konzernabschluss einbezogene verbundene Unternehmen
Gräbener Pressensysteme-Verwaltungs GmbH, Netphen4) 100,0 51 6
Schuler Automation Geschäftsführungs GmbH, Heßdorf4) 100,0 114 6
Graebener Press Systems Inc., Warwick/Rhode Island, USA4) 100,0 1.393 511
Schuler Ibérica S.A.U., Sant Cugat del Vallès, Spanien4) 100,0 747 372
Schuler India Private Limited, Mumbai, Indien3) 99,9 597 88
Schuler Italia S.r.l., Turin, Italien4) 90,0 196 87
Schuler Poland Service Sp. Z o.o., K?dzierzyn-Ko?le, Polen4) 100,0 336 213
Schuler Slovakia Services s.r.o., Dubnica nad Váhom, Slowakische Republik4) 100,0 486 194
Schuler Thailand Co. Ltd., Bangkok, Thailand4) 0,01 609 169
Tianjin SMG Presses Co. Ltd., Tianjin, VR China4)5) 100,0 -1562 401
Binake (Yangzhou) Machinery Co., Ltd., Yangzhou City, VR China7) 20,2 901 2
AWEBA Tool & Die Corp, Dublin, USA8) 100,0 256 -724
WM-Werkzeugmanagement GmbH, St. Egidien8) 100,0 295 -20
Schuler Service Rus ooo, Toljatti, Russland9) 100,0 163 0"; 89 ;2016;Schuler AG;Jahresabschluss;KPMG
"Anteil am Kapital.
%
Eigenkapital.
TEUR
Ergebnis.
TEUR
Sonstige Beteiligungen
Tianjin GMTSC Machine Tool Service Co. Ltd., Tianjin, VR China4) 50,0 1.967 1.057"; 89 ;2016;Schuler AG;Jahresabschluss;KPMG
"1) Ergebnisabführungsvertrag mit der Schuler AG
2) Inanspruchnahme der Befreiungsvorschrift nach § 264b HGB
3) Abschluss 31.03.2016
4) Abschluss 31.12.2015
6) Seit 08.01.2017 Schuler (China) Forming Technologies Co., Ltd.
7) Zugang zum Konsolidierungskreis am 01.04.2016
8) Zugang zum Konsolidierungskreis am 30.06.2016
9) Neugegründet am 16.12.2016";;2016;Schuler AG;Jahresabschluss;KPMG
Konzernverhältnisse;;2016;Schuler AG;Jahresabschluss;KPMG
"Die Gesellschaft ist Tochtergesellschaft der ANDRITZ AG, Graz, Österreich, und wird in deren Konzernabschluss einbezogen. Die Schuler AG ist daher von der Verpflichtung, einen Konzernabschluss zu erstellen,
nach § 291 HGB befreit. Die ANDRITZ AG, Graz, Österreich, als oberstes Mutterunternehmen veröffentlicht den nach den International Financial Reporting Standards (IFRS), wie sie in der Europäischen Union
anzuwenden sind, erstellten Konzernabschluss beim Firmenbuchgericht Graz und beim Bundesanzeiger, Berlin. Der Konzernabschluss ist auch über die Homepage der ANDRITZ AG verfügbar (www.andritz.com)."; 83, 87 ;2016;Schuler AG;Jahresabschluss;KPMG
Vorschlag zur Beschlussfassung über die Verwendung des Bilanzgewinns für das Geschäftsjahr 2016;;2016;Schuler AG;Jahresabschluss;KPMG
Vorstand und Aufsichtsrat schlagen vor, den im Jahresabschluss der Schuler Aktiengesellschaft ausgewiesenen Bilanzgewinn des Geschäftsjahres 2016 in Höhe von EUR 105.918.954,78 wie folgt zu verwenden:; 81 ;2016;Schuler AG;Jahresabschluss;KPMG
"- Ausschüttung einer Dividende in Höhe von EUR 0,11 je Stückaktie WKN A0V9A2 (ISIN DE000A0V9A22) auf 29.911.250
Stückaktien
EUR 3.290.237,50
- Gewinnvortrag EUR 102.628.717,28
Bilanzgewinn EUR 105.918.954,78"; 81 ;2016;Schuler AG;Jahresabschluss;KPMG
Nachtragsbericht;;2016;Schuler AG;Jahresabschluss;KPMG
"Seit dem 01.01.2017 sind keine Vorgänge von besonderer Bedeutung eingetreten, von denen wir einen wesentlichen Einfluss auf die Vermögens-, Finanz- und Ertragslage der Schuler AG erwarten. Der Vorstand
schätzt die Lage des Unternehmens als unverändert gut ein."; 82 ;2016;Schuler AG;Jahresabschluss;KPMG
Göppingen, den 14. Februar 2017;;2016;Schuler AG;Jahresabschluss;KPMG
"Schuler Aktiengesellschaft
Der Vorstand
Stefan Klebert
Dr. Stephan Arnold
Norbert Broger
Dr. Peter Jost";;2016;Schuler AG;Jahresabschluss;KPMG
Entwicklung des Anlagevermögens 31.12.2016;;2016;Schuler AG;Jahresabschluss;KPMG
"Anschaffungs-/Herstellungskosten
01.01.2016.
€
Zugänge.
€
Abgänge.
€
31.12.2016.
€
I. Immaterielle Vermögensgegenstände
1. Gewerbliche Schutzrechte und
ähnliche Rechte und Werte sowie
Lizenzen an solchen Rechten und
Werten
16.040.493,99 1.147.857,09 0,00 17.188.351,08
2. Geleistete Anzahlungen 393.894,61 215.007,52 0,00 608.902,13
16.434.388,60 1.362.864,61 0,00 17.797.253,21
II. Sachanlagen
1. Grundstücke und Bauten einschließlich
der Bauten auf fremden
Grundstücken
13.012.204,12 3.812,50 0,00 13.016.016,62
2. Technische Anlagen und Maschinen
242.505,16 0,00 0,00 242.505,16
3. Andere Anlagen, Betriebs- und
Geschäftsausstattung
6.134.106,93 544.774,45 8.619,00 6.670.262,38
4. Geleistete Anzahlungen und Anlagen
im Bau
8.621.035,72 23.933.029,01 0,00 32.554.064,73
28.009.851,93 24.481.615,96 8.619,00 52.482.848,89
III. Finanzanlagen
1. Anteile an verbundenen Unternehmen
355.701.001,27 46.613.960,02 2.900.000,00 399.414.961,29
2. Beteiligungen 176.129,19 0,00 0,00 176.129,19
355.877.130,46 46.613.960,02 2.900.000,00 399.591.090,48
400.321.370,99 72.458.440,59 2.908.619,00 469.871.192,58"; 15 ;2016;Schuler AG;Jahresabschluss;KPMG
"Abschreibungen (+)
01.01.2016.
€
Zugänge.
€
Zuschreibungen (-).
€
Abgänge.
€
31.12.2016.
€
I. Immaterielle Vermögensgegenstände
1. Gewerbliche Schutzrechte
und ähnliche Rechte und Werte
sowie Lizenzen an solchen
Rechten und Werten
11.654.130,37 1.677.303,09 0,00 0,00 13.331.433,46
2. Geleistete Anzahlungen 0,00 0,00 0,00 0,00 0,00
11.654.130,37 1.677.303,09 0,00 0,00 13.331.433,46
II. Sachanlagen
1. Grundstücke und Bauten
einschließlich der Bauten auf
fremden Grundstücken
6.375.641,26 1.099.940,00 0,00 0,00 7.475.581,26
2. Technische Anlagen und
Maschinen
242.505,16 0,00 0,00 0,00 242.505,16
3. Andere Anlagen, Betriebsund
Geschäftsausstattung
2.794.886,93 835.820,42 0,00 3.111,97 3.627.595,38
4. Geleistete Anzahlungen
und Anlagen im Bau
0,00 0,00 0,00 0,00 0,00
9.413.033,35 1.935.760,42 0,00 3.111,97 11.345.681,80
III. Finanzanlagen
1. Anteile an verbundenen
Unternehmen
23.500.428,31 0,00 10.800.000,00 2.900.000,00 9.800.428,31
2. Beteiligungen 0,00 0,00 0,00 0,00 0,00
23.500.428,31 0,00 10.800.000,00 2.900.000,00 9.800.428,31
44.567.592,03 3.613.063,51 10.800.000,00 2.903.111,97 34.477.543,57"; 15, 16 ;2016;Schuler AG;Jahresabschluss;KPMG
"Buchwert
31.12.2016.
€
31.12.2015.
€
I. Immaterielle Vermögensgegenstände
1. Gewerbliche Schutzrechte und ähnliche Rechte und Werte
sowie Lizenzen an solchen Rechten und Werten
3.856.917,62 4.386.363,62
2. Geleistete Anzahlungen 608.902,13 393.894,61
4.465.819,75 4.780.258,23
II. Sachanlagen
1. Grundstücke und Bauten einschließlich der Bauten auf
fremden Grundstücken
5.540.435,36 6.636.562,86
2. Technische Anlagen und Maschinen 0,00 0,00
3. Andere Anlagen, Betriebs- und Geschäftsausstattung 3.042.667,00 3.339.220,00
4. Geleistete Anzahlungen und Anlagen im Bau 32.554.064,73 8.621.035,72
41.137.167,09 18.596.818,58
III. Finanzanlagen
1. Anteile an verbundenen Unternehmen 389.614.532,98 332.200.572,96
2. Beteiligungen 176.129,19 176.129,19
389.790.662,17 332.376.702,15
435.393.649,01 355.753.778,96"; 15, 16 ;2016;Schuler AG;Jahresabschluss;KPMG
