Anhang für das Geschäftsjahr 2016; Annotierung (Angabe Nummer in Anhangscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
"Zweckgebundenes Deckungskapital zur ausschließlichen Erfüllung von Schulden mit einem Zeitwert von 48 (i.V. 48) Mio. € wurde mit
einem Erfüllungsbetrag für Verbindlichkeiten im Rahmen der sozialen Sicherheit für den Erfüllungsrückstand aus Altersteilzeit von 33
(i.V. 26) Mio. € verrechnet. Daraus ergibt sich ein „Aktiver Unterschiedsbetrag aus der Vermögensverrechnung"" von 15 (i.V. 22) Mio.
€. Die Anschaffungskosten des Deckungsvermögens betragen 45 (i.V. 45) Mio. €."; 4.36, 37 ;2016;GmbH;Jahresabschulss;KPMG
Sonstige finanzielle Verpflichtungen/Haftungsverhältnisse;;2016;GmbH;Jahresabschulss;KPMG
"Aus langfristigen Miet- und Leasingverträgen beläuft sich der Gesamtbetrag der Verpflichtungen für Immobilien und Mobilien auf 498
(i.V. 544) Mio. €. Davon bestehen gegenüber verbundenen Unternehmen Verpflichtungen in Höhe von 316 (i.V. 329) Mio. €."; 67 ;2016;GmbH;Jahresabschulss;KPMG
"Die übrigen finanziellen Verpflichtungen, insbesondere das Bestellobligo für Erweiterungs- und Rationalisierungsinvestitionen,
bewegen sich im geschäftlichen Rahmen."; 67 ;2016;GmbH;Jahresabschulss;KPMG
"Mit einer Patronatserklärung vom 17. Dezember 2007 trägt die Airbus Operations GmbH als alleinige Kommanditistin der AD
Grundstücksgesellschaft mbH & Co. KG dafür Sorge, dass die Gesellschaft ihre finanziellen Verpflichtungen jederzeit erfüllen kann.
Aufgrund der wirtschaftlichen Situation der AD Grundstücksgesellschaft mbH & Co. KG ist mit einer Inanspruchnahme der
ausgestellten Patronatserklärung nicht zu rechnen."; 46 ;2016;GmbH;Jahresabschulss;KPMG
"In 2011 hat die Airbus Operations GmbH eine Patronatserklärung in Höhe von maximal 17 Mio. € für ein Darlehen eines verbundenen
Unternehmens abgegeben. Des Weiteren hat die Airbus Operations GmbH im Jahr 2015 eine Bürgschaft in Höhe von 10 Mio. € zur
Absicherung eines an dasselbe verbundene Unternehmen gewährten Darlehens abgegeben. Mit einer Inanspruchnahme der
ausgestellten Patronatserklärung oder der Bürgschaft ist aufgrund der wirtschaftlichen Situation des Unternehmens nicht zu rechnen."; 46 ;2016;GmbH;Jahresabschulss;KPMG
Erläuterungen zur Gewinn- und Verlustrechnung der Airbus Operations GmbH;;2016;GmbH;Jahresabschulss;KPMG
18 Umsatzerlöse;;2016;GmbH;Jahresabschulss;KPMG
"2016
Mio. €
2015
Mio. €
Nach Regionen
Deutschland 147 44
Europa ohne Deutschland 11.439 10.172
Übrige Regionen 44 4
11.630 10.220"; 4.66, 50 ;2016;GmbH;Jahresabschulss;KPMG
19 Umsatzkosten;;2016;GmbH;Jahresabschulss;KPMG
In den Umsatzkosten sind Aufwendungen für Forschung und Entwicklung in Höhe von 1.131 (i.V. 1.217) Mio. € enthalten.; 4.70, 4.73, 4.77 ;2016;GmbH;Jahresabschulss;KPMG
20 Sonstige betriebliche Erträge;;2016;GmbH;Jahresabschulss;KPMG
"Die sonstigen betrieblichen Erträge beinhalten hauptsächlich Erträge aus der Auflösung von Rückstellungen in Höhe von 55 (i.V. 16)
Mio."; 4.69 ;2016;GmbH;Jahresabschulss;KPMG
21 Sonstige betriebliche Aufwendungen;;2016;GmbH;Jahresabschulss;KPMG
"Die sonstigen betrieblichen Aufwendungen beinhalten im Wesentlichen Verluste aus der Devisenbewertung in Höhe von 40 (i.V.
Sonstige betriebliche Erträge 35) Mio. €."; 4.80 ;2016;GmbH;Jahresabschulss;KPMG
"Das nun nach dem Bilanzrichtlinie-Umsetzungsgesetz (BilRUG) in der Gewinn-und Verlustrechnung in den Sonstigen betrieblichen
Aufwendungen enthaltene außergewöhnliche Ergebnis besteht ausschließlich aus dem gemäß BilMoG-Erstanwendung über 15 Jahre
zuzuführenden Rückstellungsbetrag zu den Pensionsverpflichtungen in Höhe von 4 (i.V. 4) Mio. €."; 4.80, 38 ;2016;GmbH;Jahresabschulss;KPMG
22 Finanzergebnis;;2016;GmbH;Jahresabschulss;KPMG
"2016
Mio. €
2015
Mio. €
Beteiligungsergebnis
Erträge aus Beteiligungen 9 77
davon aus verbundenen Unternehmen 9 76
Aufgrund eines Gewinnabführungsvertrages erhaltene Gewinne 17 11
26 88
Zinsergebnis
Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens 8 9
davon aus verbundenen Unternehmen 6 7
Sonstige Zinsen und ähnliche Erträge 1 2
davon aus verbundenen Unternehmen 0 1
Zinsen und ähnliche Aufwendungen (104) (144)
davon an verbundene Unternehmen (18) (12)
(95) (133)
Übriges Finanzergebnis 0 (1)
Finanzergebnis gesamt (69) (46)"; 4.81, 4.82, 4.83, 4.84, 4.85, 4.86, 4.88, 4.89 ;2016;GmbH;Jahresabschulss;KPMG
"In den Erträgen aus Beteiligungen des Vorjahres ist der Ertrag aus dem Verkauf der Anteile an der Airbus Americas Inc. in Höhe von
68 Mio. € enthalten."; 4.81 ;2016;GmbH;Jahresabschulss;KPMG
"Das Zinsergebnis wird im Wesentlichen durch Zinsaufwendungen für die gewährten Darlehen zur Entwicklung der A380 in Höhe von
33 (i.V. 32) Mio. € und der A350 XWB in Höhe von 32 (i.V. 33) Mio. € sowie den Zinsanteil von -16 (i.V. -58) Mio. € aus der
Entwicklung der Rückstellungen geprägt."; 4.88 ;2016;GmbH;Jahresabschulss;KPMG
23 Steuern vom Einkommen und vom Ertrag;;2016;GmbH;Jahresabschulss;KPMG
"Das Ergebnis der Steuern vom Einkommen und vom Ertrag beinhaltet Aufwendungen aus latenten Steuern in Höhe von 46 (i.V. 43)
Mio. € sowie Aufwendungen aus tatsächlichen Steuern in Höhe von 71 (i.V. 53) Mio. €."; 4.91 ;2016;GmbH;Jahresabschulss;KPMG
24 Verlustvortrag, Bilanzverlust;;2016;GmbH;Jahresabschulss;KPMG
"Für das Geschäftsjahr weist die Airbus Operations GmbH einen Jahresüberschuss von 117 (i.V. 264) Mio. € aus. Unter
Berücksichtigung eines Verlustvortrages in Höhe von 1.106 Mio. € ergibt sich ein Bilanzverlust von 989 Mio. €."; 4.93 ;2016;GmbH;Jahresabschulss;KPMG
Ausschüttungssperre;;2016;GmbH;Jahresabschulss;KPMG
"Zum 31. Dezember 2016 unterliegt nach § 268 Abs. 8 HGB ein Gesamtbetrag von 604 (i.V. 592) Mio. € der Ausschüttungssperre. Der
Betrag resultiert aus der Bewertung des Planvermögens für pensionsähnliche Verpflichtungen zum Zeitwert 19 (i. V. 15) Mio. €, dem
Unterschiedsbetrag zwischen den Wertansätzen von Altersvorsorgeverpflichtungen betreffend § 253 Abs. 6 S.3 HGB n.F. 36 Mio. €,
sowie aus aktivierten latenten Steuern 549 (i.V. 577) Mio. €."; 31 ;2016;GmbH;Jahresabschulss;KPMG
Gesamtperiodenaufwand;;2016;GmbH;Jahresabschulss;KPMG
Materialaufwand;;2016;GmbH;Jahresabschulss;KPMG
"2016
Mio. €
2015
Mio. €
Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und bezogene Waren 7.751 6.474
Aufwendungen für bezogene Leistungen 13 11
7.764 6.485"; 4.71, 4.72 ;2016;GmbH;Jahresabschulss;KPMG
Personalaufwand/Beschäftigte;;2016;GmbH;Jahresabschulss;KPMG
"2016
Mio. €
2015
Mio. €
Entgelte 1.540 1.562
Soziale Abgaben 235 232
Aufwendungen für Altersversorgung 20 18
1.795 1.812"; 4.74, 4.75 ;2016;GmbH;Jahresabschulss;KPMG
"Beschäftigte (Full Time Employees Jahresdurchschnitt): Anzahl Anzahl
Aktive Belegschaft 16.753 16.979
Auszubildende 838 871
17.591 17.850"; 64 ;2016;GmbH;Jahresabschulss;KPMG
Sonstige Angaben/Organe;;2016;GmbH;Jahresabschulss;KPMG
"Die Gesellschaft hat zum Jahresende vier Geschäftsführer. Drei der Geschäftsführer erhalten durch die Airbus Operations GmbH keine
Bezüge."; 84 ;2016;GmbH;Jahresabschulss;KPMG
"Für frühere Geschäftsführer bestehen Pensionsverpflichtungen in Höhe von 10.596.403,00 €. Im Geschäftsjahr 2016 erfolgten
Rentenzahlungen in Höhe von 834.182,00 €."; 88 ;2016;GmbH;Jahresabschulss;KPMG
Für ehemalige Aufsichtsratsmitglieder wurden 1.964.064,00 € zurückgestellt.; 88 ;2016;GmbH;Jahresabschulss;KPMG
Die Bezüge für den Aufsichtsrat betragen im Geschäftsjahr 2016 123.916,67 €.; 84 ;2016;GmbH;Jahresabschulss;KPMG
"Die Airbus Operations GmbH ist von der Angabepflicht der Abschlussprüferhonorare gemäß § 285 Nr. 17 HGB befreit, da diese im
Konzernabschluss der Airbus Group S.E. (zukünftig Airbus S.E.) veröffentlicht werden.";;2016;GmbH;Jahresabschulss;KPMG
Nachtragsbericht;;2016;GmbH;Jahresabschulss;KPMG
"Eine wesentliche Veränderung der Ertrags-, Finanz- und Vermögenslage nach dem 31.12.2016 hat sich nicht ergeben. Vorgänge von
besonderer Bedeutung haben sich nach Abschluss des Geschäftsjahres nicht ergeben."; 69 ;2016;GmbH;Jahresabschulss;KPMG
Mutterunternehmen;;2016;GmbH;Jahresabschulss;KPMG
"Gesellschafterin der Airbus Operations GmbH ist die Airbus Operations S.A.S., Toulouse, die wiederum ist ein Tochterunternehmen
der Airbus S.A.S. Der Abschluss der Airbus S.A.S. einschließlich der vollkonsolidierten Tochtergesellschaften wird in den
Konzernabschluss der Airbus Group SE, Amsterdam, einbezogen, der nach den International Financial Reporting Standards
aufgestellt wird."; 75 ;2016;GmbH;Jahresabschulss;KPMG
"Der Konzernabschluss wird einschließlich des dem Konzernlagebericht entsprechenden „Report of the Board of Directors"" im
elektronischen Bundesanzeiger veröffentlicht und beim Handelsregister München HRB 107 648 in deutscher Sprache hinterlegt. Die
Airbus Operations GmbH macht daher nach § 291 HGB Gebrauch von der Möglichkeit zur Befreiung von der Verpflichtung, einen
Konzernabschluss und einen Konzernlagebericht aufzustellen."; 70 ;2016;GmbH;Jahresabschulss;KPMG
