Anhang; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
"Abschreibungen
Stand 1.8.2015
TEUR Währungs-
differenzen
TEUR Veränderung Konsoli-
dierungs-
kreis
TEUR Zuführung
TEUR Umbu-
chungen
TEUR Auflösung
TEUR Stand 31.7.2016
TEUR
Immaterielle Vermögensgegenstände              
- entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten 26.289 -48 3.913 3.780 1 -741 33.194
- Geschäfts- oder Firmenwert 2.745 1 0 1.681 0 0 4.427
- davon aus der Kapitalkonsolidierung 2.712 0 0 1.644 0 0 4.356
- geleistete Anzahlungen 0 0 0 0 0 0 0
  29.034 -47 3.913 5.461 1 -741 37.621
Sachanlagen              
- Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken 24.051 -93 15.229 4.436 0 -2.873 40.750
- technische Anlagen und Maschinen 55.630 -317 64.691 6.103 105 -1.840 124.372
- andere Anlagen, Betriebs- und Geschäfts- Ausstattung 45.704 -123 1.651 8.332 -106 -9.940 45.518
- geleistete Anzahlungen und Anlagen im Bau 0 0 0 0 0 0 0
  125.385 -533 81.571 18.871 -1 -14.653 210.640
Finanzanlagen              
- Anteile an assoziierten Unternehmen 0 0 0 0 0 0 0
- Beteiligungen 3.859 0 0 0 0 0 3.859
- Ausleihungen an Unternehmen, mit denen ein Beteiligungsverhältnis besteht 17 0 0 0 0 0 17
- sonstige Ausleihungen 200 0 0 179 0 0 379
  4.076 0 0 179 0 0 4.255
  158.495 -580 85.484 24.511 0 -15.394 252.516"; 5.1, 15, 16 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
"Buchwerte
Stand 31.7.2016
TEUR Stand 31.7.2015
TEUR
Immaterielle Vermögensgegenstände    
- entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten 6.953 6.486
- Geschäfts- oder Firmenwert 5.159 5.640
- davon aus der Kapitalkonsolidierung 3.863 5.507
- geleistete Anzahlungen 226 855
  12.338 12.981
Sachanlagen    
- Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden Grundstücken 103.037 66.871
- technische Anlagen und Maschinen 43.880 17.251
- andere Anlagen, Betriebs- und Geschäfts- Ausstattung 26.519 19.586
- geleistete Anzahlungen und Anlagen im Bau 5.358 1.291
  178.794 104.999
Finanzanlagen    
- Anteile an assoziierten Unternehmen 1.410 1.368
- Beteiligungen 300 249
- Ausleihungen an Unternehmen, mit denen ein Beteiligungsverhältnis besteht 0 0
- sonstige Ausleihungen 46.369 50.450
  48.079 52.067
  239.211 170.047"; 5.1, 15 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
2 Anteile an assoziierten Unternehmen; 5.15 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
Die Erträge aus Beteiligungen an assoziierten Unternehmen werden mit 267 TEUR unter den Zugängen gezeigt.; 5.15 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
3 Forderungen gegen Beteiligungsunternehmen; 5.28 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
Die Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht, beinhalten in voller Höhe solche aus Lieferungen und Leistungen.; 5.28, 7 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
"4 Aktive und passive latente Steuern
"; 5.35, 5.64 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
"31.7.2016
TEUR 31.7.2015
TEUR
Aktive latente Steuern    
Verlustvorträge 2.153 2.395
Pensionsrückstellungen 3.936 6.788
Vorratsbewertung 6.291 4.503
übrige 0 167
  12.380 13.853
Passive latente Steuern    
Schuldenkonsolidierung -627 -2.833
übrige -3.811 -2.120
  -4.438 -4.953
  7.942 8.900"; 5.35, 5.64 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
5 Andere Gewinnrücklagen; 5.44 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
Der Ausweis betrifft im Wesentlichen die sich aus der Erstkonsolidierung ergebenden und auf Gewinnthesaurierungen vor dem Erstkonsolidierungszeitpunkt zurückzuführenden passiven Unterschiedsbeträge aus der Kapitalkonsolidierung. Die Veränderungen des laufenden Jahres in Höhe von 13.936 TEUR resultiert im Wesentlichen aus der Erstkonsolidierung der im Rahmen einer Sacheinlage eingebrachten Anteile an der Brüggen Fahrzeugwerk & Service GmbH, Lübtheen.; 5.44 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
6 Eigenkapitaldifferenz aus der Währungsumrechnung; 5.106 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
"TEUR
Stand 1. August 2015 -7.703
Veränderungen -2.281
Stand 31. Juli 2016 -9.984"; 5.106 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
Die Veränderungen resultieren im Wesentlichen aus der Umrechnung des Eigenkapitals der Krone Ticari Araclar San. ve Ticaret A.S., Tire/Türkei und der OOO Krone Rus, Moskau/Russland.; 5.106 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
7 Unterschiedsbetrag aus der Kapitalkonsolidierung; 5.107, 92 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
Der Ausweis in Höhe von 24.482 TEUR betrifft den im Zuge der Erstkonsolidierung der im Rah-men einer Sacheinlage eingebrachten Anteile an der Brüggen Fahrzeugwerk & Service GmbH, Lübtheen, insoweit als er nicht als „technischer Unterschiedsbetrag“ Eigenkapitalcharakter hat. Eine Auflösung des Betrages erfolgt, sobald die dem Betrag zugeordneten Verpflichtungen realisiert werden.; 5.107, 92 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
8 Rückstellungen für Pensionen und ähnliche Verpflichtungen; 5.48 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
Die Rückstellungen für Pensionen wurde mit ihrem Erfüllungsbetrag in Höhe von 58.776 TEUR (Vorjahr: 55.325 TEUR) berücksichtigt, gemäß § 246 Abs. 2 S. 2 HGB saldiert mit dem beizulegenden Zeitwert der insolvenzsicher verpfändeten Rückdeckungsversicherung in Höhe von 267 TEUR (Vorjahr 0 TEUR), so dass sich ein Passivüberhang von 58.509 TEUR ergibt.; 5.48, 35, 38 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
Der beizulegende Zeitwert der Rückdeckungsversicherungen entspricht den fortgeführten Anschaffungskosten. Die versicherungsmathematische Bewertung des Erfüllungsbetrags basiert unter anderem auf einem Abzinsungssatz von 4,17 % (Vorjahr: 4,2 %), einem Rententrend von 1,5 % sowie Lohn- und Gehaltssteigerungen von 2,0 % pro Jahr. Die Sterbewahrscheinlichkeiten basieren auf den „Richttafeln 2005 G“ von Prof. Dr. Klaus Heubeck (Köln 2005).; 5.48, 35, 38 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
Der Unterschiedsbetrag aus der Bewertung der Rückstellungen für Pensionen gemäß § 253 Absatz 6 Satz 1 HGB beträgt 2.228 TEUR.; 5.48, 36 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
9 Verbindlichkeiten; 5.51 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
"Restlaufzeiten
bis 1 Jahr 1 bis 5 Jahre
2015/ 2016
TEUR 2014/ 2015
TEUR 2015/ 2016
TEUR 2014/ 2015
TEUR
Verbindlichkeiten gegenüber Kreditinstituten 65.565 29.010 102.227 187.324
Verbindlichkeiten aus Lieferungen und Leistungen 57.632 36.317 0 144
Verbindlichkeiten gegenüber Gesellschaftern 1.022 829 0 0
Verbindlichkeiten gegenüber Beteiligungsunternehmen 51 0 0 0
sonstige Verbindlichkeiten 47.768 45.618 2.645 3.235
  172.038 111.774 104.872 190.703
Restlaufzeiten
über 5 Jahre gesamt
2015/ 2016
TEUR 2014/ 2015
TEUR 2015/ 2016
TEUR 2014/ 2015
TEUR
Verbindlichkeiten gegenüber Kreditinstituten 72.500 43.750 240.292 260.084
Verbindlichkeiten aus Lieferungen und Leistungen 0 0 57.632 36.461
Verbindlichkeiten gegenüber Gesellschaftern 0 0 1.022 829
Verbindlichkeiten gegenüber Beteiligungsunternehmen 0   51  
sonstige Verbindlichkeiten 0 23 50.413 48.876
  72.500 43.773 349.410 346.250"; 5.51, 19, 43 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
Sämtliche Verbindlichkeiten sind nicht durch Pfandrechte oder ähnliche Rechte besichert.; 5.51, 44 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
Die Verbindlichkeiten aus Lieferungen und Leistungen unterliegen, soweit branchenüblich, dem Eigentumsvorbehalt der Lieferanten.; 5.56 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
Erläuterungen der Konzern-Gewinn- und Verlustrechnung;;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
1 Umsatzerlöse; 5.66 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
"2015/2016
Mio. EUR 2014/2015
Mio. EUR
Aufgliederung nach Tätigkeitsbereichen    
Nutzfahrzeuge 1.218 1.084
Landmaschinen 568 554
  1.786 1.638
2015/2016
% 2014/2015
%
Aufgliederung nach geografisch bestimmten Märkten    
Deutschland 28,2 29,4
Westeuropa 38,3 41,0
Osteuropa 21,5 18,0
Nordamerika 6,5 7,0
übrige 5,5 4,6
  100,0 100,0"; 5.66, 48 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
2 Nicht operatives Ergebnis; 5.69, 5.80 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
"2015/2016
TEUR 2014/2015
TEUR
neutrale Erträge    
Kursgewinne 3.213 577
Erträge aus der Auflösung von Rückstellungen 2.065 495
Erträge aus der Auflösung von Wertberichtigungen zu Forderungen 1.569 1.161
Versicherungserstattungen 666 50
Erträge aus Anlagenabgängen 249 55
periodenfremde Erträge 247 367
Erträge aus handelsrechtlichen BP-Anpassungen 0 1.248
Erträge aus Minderung Pauschalwertberichtigung 0 675
sonstige neutrale Erträge 14 1
  8.023 4.629
neutrale Aufwendungen    
Kursverluste 4.802 6.371
Zuführungen zu Wertberichtigungen zu Forderungen 3.872 1.073
und Forderungsverluste    
Spenden 256 205
periodenfremde Aufwendungen 176 8
Ausgleichszahlungen 108 250
Verluste aus dem Abgang von Anlagevermögen 77 168
außerplanmäßige Abschreibungen 0 3
sonstige 24 0
  9.315 8.078
  -1.292 -3.449"; 5.69, 5.80, 50, 52 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
"3 Auf Anteile anderer Gesellschafter entfallendes Ergebnis
"; 5.93 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
"2015/2016
TEUR 2014/2015
TEUR
Gewinn 279 84
Verlust 0 -90
  279 -6"; 5.93 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
4 Finanzergebnis; 5.81, 5.82, 5.83, 5.84, 5.85, 5.86, 5.87, 5.88, 5.89 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
"2015/2016
TEUR 2014/2015
TEUR
Erträge aus Beteiligungen an assoziierten Unternehmen 266 368
Erträge aus Beteiligungen 3 0
Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens 904 1.150
Sonstige Zinsen und ähnliche Erträge 1.986 2.116
Aufwendungen aus der Verlustübernahme assoziierter Unternehmen 0 -1.948
Abschreibungen auf Finanzanlagen -179 0
Zinsen und ähnliche Aufwendungen -11.675 -11.536
  -8.695 -9.850"; 5.81, 5.82, 5.83, 5.84, 5.85, 5.86, 5.87, 5.88, 5.89, 50 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
"Bei den Abschreibungen auf Finanzanlagen handelt es sich um eine außerplanmäßige Abschreibung einer sonstigen Ausleihung in Höhe von 179 TEUR auf Grund von dauernder Wertminderung.
"; 5.87, 50 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
Unter den Zinsen und ähnlichen Aufwendungen sind Aufwendungen aus der Aufzinsung von langfristigen Rückstellungen in Höhe von 2.292 TEUR (Vorjahr: 2.372 TEUR) enthalten, bei denen es sich im Wesentlichen um Beträge aus der Aufzinsung von Pensionsrückstellungen handelt.; 5.88, 53 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
5 Außerordentliches Ergebnis;;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
Aus der Anwendung der Vorschriften des BilMoG ergeben sich Aufwendungen in Höhe von 670 TEUR (Vorjahr: 670 TEUR) aufgrund der Anpassung der Rückstellungen für Pensionen, die im außerordentlichen Ergebnis gezeigt werden.;;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
Sonstige Angaben;;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
1 Arbeitnehmer;;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
Im Konzern wurden während des Geschäftsjahres 2015/2016 im Durchschnitt 4.281 Arbeitnehmer in folgenden Gruppen beschäftigt :; 58 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
"2015/2016
gewerbliche Arbeitnehmer 2.201
Angestellte 1.759
Aushilfen 60
Auszubildende 261
  4.281"; 58 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
2 Haftungsverhältnisse;;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
"31.7.2016
TEUR 31.7.2015
TEUR
Verbindlichkeiten aus Bürgschaften 26.388 49.448
Verbindlichkeiten aus Gewährleistungsverträgen 86.289 65.948
Gesamtschuldnerische Mithaftung 7.917 9.213
Verbindlichkeiten aus Rückkaufverpflichtungen 914 1.390
Verbindlichkeiten aus Begebung und Übertragung von Wechseln 160 310
  121.668 126.309"; 44 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
Der Konzern geht Haftungsverhältnisse nur nach sorgfältiger Risikoabwägung und grundsätzlich nur im Zusammenhang mit seiner eigenen oder der Geschäftstätigkeit verbundener Unternehmen ein. Auf Basis einer kontinuierlichen Evaluierung der Risikosituation der eingegangenen Haftungsverhältnisse und unter Berücksichtigung der bis zum Aufstellungszeitpunkt gewonnenen Erkenntnisse geht der Konzern derzeit davon aus, dass die den Haftungsverhältnissen zugrunde liegenden Verpflichtungen von den jeweiligen Hauptschuldnern erfüllt werden können. Der Konzern schätzt daher bei allen aufgeführten Haftungsverhältnissen das Risiko einer Inanspruchnahme als gering ein.; 45 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
3 Sonstige finanzielle Verpflichtungen; 62 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
Bei einer dänischen Enkelgesellschaft (Geschäftsbereich: Absatzfinanzierung von Nutzfahrzeugen) bestehen zum Bilanzstichtag zukünftige Verpflichtungen aus Sub-Leasingverträgen mit einer dänischen Finanzierungsbank, die ein Netto-Volumen (ohne Restwert) von rd. 147,7 Mio. EUR umfassen. Diesen stehen jedoch gleichhohe Forderungen aus mit Endkunden abgeschlossenen Leasingverträgen gegenüber.; 62 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
Zum 31. Juli 2016 bestehen sonstige finanzielle Verpflichtungen in folgender Höhe:; 62 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
"TEUR
Verpflichtungen aus Miet-, Pacht-, und Leasingverträgen 18.695
- davon bis zu einem Jahr 7.527
- davon zwei bis fünf Jahre 11.168"; 62 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
4 Nicht in der Konzernbilanz enthaltene Geschäfte; 61 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
Zur Reduzierung unterjähriger Liquiditätsschwankungen besteht seit Dezember 2002 innerhalb des Konzerns ein Asset-Backed-Securities (ABS) Programm, mit dem Forderungen aus Lieferungen und Leistungen an eine konzernfremde Zweckgesellschaft veräußert werden, die sich am Kapitalmarkt refinanziert. Der vereinbarte Gesamtkreditrahmen für das ABS-Programm wird jährlich revolvierend um ein Jahr verlängert, beläuft sich auf 200 Mio EUR und war zum Bilanzstichtag voll ausgeschöpft. Der Vorteil des ABS-Geschäftes liegt in den schnelleren Zuflüssen an liquiden Mitteln. Wesentliche Risiken aus dem ABS-Geschäft werden nicht gesehen.; 61 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
5 Honorare und Dienstleistungen des Abschlussprüfers; 65 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
Die für den Abschlussprüfer des Konzernabschlusses im Geschäftsjahr als Aufwand erfassten Honorare gliedern sich wie folgt:; 65 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
"2015/2016
TEUR
Abschlussprüfungsleistungen 355
Steuerberatungsleistungen 41
sonstige Leistungen 174
  570"; 65 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
6 Konzern-Kapitalflussrechnung;;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
Der Finanzmittelfonds setzt sich danach wie folgt zusammen:;;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
"31.07.2016
TEUR 31.7.2015
TEUR
Kassenbestand, Guthaben bei Kreditinstituten, Schecks 157.644 202.243
kurzfristige Kreditverbindlichkeit i. S. DRS 21 -7.702 -3.270
  149.942 198.973";;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
7 Befreiender Konzernabschluss; 100, 101 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
"Der Konzernabschluss hat hinsichtlich der Pflicht zur Aufstellung, Prüfung und Offenlegung des Jahresabschlusses sowie ggfs. des Lageberichtes befreiende Wirkung nach § 264b HGB bzw. nach § 264 Absatz 3 HGB für folgende Gesellschaften:

- Bernard Krone Holding SE & Co. KG (vormals Bernard Krone Holding GmbH & Co. KG), Spelle

- Maschinenfabrik Bernard Krone GmbH & Co. KG, Spelle

- Fahrzeugwerk Bernard Krone GmbH & Co. KG, Werlte

- Maschinenfabrik Krone Beteiligungs-GmbH (vormals Maschinenfabrik Bernard Krone GmbH), Spelle

- Maschinenfabrik Krone Verwaltungs-GmbH, Spelle

- KRONE Agriculture SE, Spelle

- Fahrzeugwerk Krone Beteiligungs-GmbH (vormals Fahrzeugwerk Bernard Krone GmbH), Spelle

- Fahrzeugwerk Krone Verwaltungs-GmbH, Werlte

- KRONE Commercial Vehicle SE, Werlte

- Krone Used GmbH, Spelle

- Bernard Krone Beteiligungs GmbH, Spelle

- Bernard Krone Vermögensverwaltungs GmbH, Spelle

- Krone International GmbH, Spelle

- Gigant – Trenkamp & Gehle GmbH, Dinklage

- Brüggen Fahrzeugwerk & Service GmbH, Lübtheen

- Brüggen Oberflächen- und Systemlieferant GmbH, Herzlake

- Brüggen SWAP Service GmbH, Herzlake"; 100, 101 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
8 Gesamtbezüge der Geschäftsführung; 77 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
Persönlich haftende Gesellschafterin der Bernard Krone Holding GmbH & Co. KG ist die Bernard Krone SE mit Sitz in Spelle. Diese Gesellschaft weist ein gezeichnetes Kapital in Höhe von 120 TEUR aus.; 77 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
Während des abgelaufenen Geschäftsjahres wurde die Geschäftsführung und Vertretung durch die Bernard Krone SE, vertreten durch Mitglieder des Vorstandes Herrn Dipl.-Kfm. Bernard Krone, Spelle, und Herrn Dipl.-Kfm. Alfons Veer, Haselünne, wahrgenommen.; 77 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
"Auf die Angabe der Geschäftsführerbezüge wird gemäß § 314 Abs. 3 i.V.m. § 286 Abs. 4 HGB verzichtet.
"; 77 ;2015/2016;Bernard Krone Holding SE & Co.KG;Konzernabschluss ;Treuhand Oldenburg GmbH
