Anhang für das Geschäftsjahr 2016; Annotierung (Angabe Nummer in Anhangscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
"Für die Gewährung von Avalkreditlinien wurden ein Bankguthaben in Höhe von 3,0 Mio. EUR und Wertpapiere des Anlagevermögens mit einem Buchwert in Höhe von 27,5 Mio. EUR als Sicherheiten verpfändet.
Der Vorteil der Gewährung dieser Bankgarantien besteht darin, dass neben der zu zahlenden Avalgebühr keine weitere Liquidität aus dem Unternehmen abfließt. Mit einer Inanspruchnahme ist zum Zeitpunkt
der Bilanzerstellung nicht zu rechnen, da die Gesellschaft die zugrundeliegenden Verbindlichkeiten voraussichtlich erfüllen kann.";;2016;Rehau AG+Co;Jahresabschluss;PwC
"Eine öffentlich-rechtliche Schuldbeitrittserklärung (Gesamtschuldnerschaft) der Fränkischen Plastiks GmbH und der REHAU AG + Co besteht gegenüber dem Freistaat Thüringen, vertreten durch die Thüringer
Aufbaubank, 99105 Erfurt, für an die REHAU AG+Co gewährte Zuschüsse aus Mitteln der Gemeinschaftsaufgabe „Verbesserung der regionalen Wirtschaftsstruktur“ über insgesamt TEUR 1.492. Die Haftungsverpflichtung
besteht bis zum 30.06.2018. Die Förderauflage zur Besetzung und Sicherung von Dauerarbeitsplätzen wird derzeit erfüllt. Es ist davon auszugehen, dass die Auflagen auch bis zum Ende des
Überwachungszeitraums eingehalten werden.";;2016;Rehau AG+Co;Jahresabschluss;PwC
IV. Sonstige Angaben;;2016;Rehau AG+Co;Jahresabschluss;PwC
"Angaben zum Abschlussprüferhonorar. Das für das Geschäftsjahr als Aufwand erfasste Honorar für Abschlussprüfungsleistungen beträgt 283 TEUR. Für andere Bestätigungsleistungen sind 3 TEUR aufgewendet
worden. Steuerberatungsleistungen und sonstige Leistungen sind durch den Abschlussprüfer nicht erbracht worden."; 89 ;2016;Rehau AG+Co;Jahresabschluss;PwC
Angaben zu Arbeitnehmern und Angestellten. Im Geschäftsjahr 2016 wurden durchschnittlich beschäftigt:; 80 ;2016;Rehau AG+Co;Jahresabschluss;PwC
"Gewerbliche Arbeitnehmer 4.938
Angestellte 3.352"; 80 ;2016;Rehau AG+Co;Jahresabschluss;PwC
"Mitglieder der Geschäftsführung. Zur Geschäftsführung und Vertretung der Gesellschaft ist die persönlich haftende Gesellschafterin, die HELMUT WAGNER AG mit Sitz in Muri, Schweiz, alleine berechtigt.
Ihr Aktienkapital beträgt zum 31. Dezember 2016 10 Mio. CHF (9,2 Mio. EUR). Die Mitglieder der Geschäftsführung der HELMUT WAGNER AG sind:"; 102 ;2016;Rehau AG+Co;Jahresabschluss;PwC
Herr Helmut Wagner, Präsident Verwaltungsrat; 102 ;2016;Rehau AG+Co;Jahresabschluss;PwC
Herr Jobst Wagner, Mitglied Verwaltungsrat; 102 ;2016;Rehau AG+Co;Jahresabschluss;PwC
Frau Viktoria Wagner Mom, Mitglied Verwaltungsrat; 102 ;2016;Rehau AG+Co;Jahresabschluss;PwC
Herr Dr Veit Wagner, Mitglied Verwaltungsrat; 102 ;2016;Rehau AG+Co;Jahresabschluss;PwC
Frau Clarissa Wagner de Thomas Tewes, Mitglied Verwaltungsrat; 102 ;2016;Rehau AG+Co;Jahresabschluss;PwC
"Gesamtbezüge der geschäftsführenden Organe. Die Gesamtbezüge, die den Vertretern der persönlich haftenden Gesellschafterin für die Geschäftsführung gewährt werden, betrugen im Geschäftsjahr 2016
EUR 102.325."; 103 ;2016;Rehau AG+Co;Jahresabschluss;PwC
V. Nachtragsbericht;;2016;Rehau AG+Co;Jahresabschluss;PwC
Vorgänge von besonderer Bedeutung nach Ende des Geschäftsjahres 2016 mit erheblichem Einfluss auf die dargestellte Vermögens-, Finanz- und Ertragslage sind nicht eingetreten.; 85 ;2016;Rehau AG+Co;Jahresabschluss;PwC
Rehau, den 30. März.2017;;2016;Rehau AG+Co;Jahresabschluss;PwC
Die Geschäftsführung;;2016;Rehau AG+Co;Jahresabschluss;PwC
Die persönlich haftende Gesellschafterin HELMUT WAGNER AG,;;2016;Rehau AG+Co;Jahresabschluss;PwC
vertreten durch den Verwaltungsrat;;2016;Rehau AG+Co;Jahresabschluss;PwC
Helmut Wagner;;2016;Rehau AG+Co;Jahresabschluss;PwC
Jobst Wagner;;2016;Rehau AG+Co;Jahresabschluss;PwC
Viktoria Wagner Mom;;2016;Rehau AG+Co;Jahresabschluss;PwC
Dr Veit Wagner;;2016;Rehau AG+Co;Jahresabschluss;PwC
Clarissa Wagner de Thomas Tewes;;2016;Rehau AG+Co;Jahresabschluss;PwC
Entwicklung des Anlagevermögens für das Geschäftsjahr vom 1. Januar bis 31. Dezember 2016; 15, 16 ;2016;Rehau AG+Co;Jahresabschluss;PwC
"Anschaffungs- und Herstellungskosten
Stand am 01.01.2016.
EUR
Zugänge.
EUR
Abgänge.
EUR
Umbuchungen.
EUR
Invest.zuschuß.
EUR
Stand am 31.12.2016.
EUR
I. Immaterielle Vermögensgegenstände
1. Selbst geschaffene gewerbliche
Schutzrechte
und ähnliche Rechte und
Werte;
8.213.413,65 590.003,54 -306.819,64 329.909,51 0,00 8.826.507,06
2. entgeltlich erworbene
Konzessionen, gewerbliche
Schutzrechte
und ähnliche Rechte und
65.620.815,87 4.848.884,24 -154.422,41 3.149.976,11 0,00 73.465.253,81";;2016;Rehau AG+Co;Jahresabschluss;PwC
"Anschaffungs- und Herstellungskosten
Stand am 01.01.2016.
EUR
Zugänge.
EUR
Abgänge.
EUR
Umbuchungen.
EUR
Invest.zuschuß.
EUR
Stand am 31.12.2016.
EUR
Werte sowie Lizenzen
an solchen Rechten und
Werten;
3. geleistete Anzahlungen
und immaterielle
Vermögenswerte in Entwicklung
8.347.261,61 13.254.139,45 -4.344.486,56 -3.048.094,97 0,00 14.208.819,53
82.181.491,13 18.693.027,23 -4.805.728,61 431.790,65 0,00 96.500.580,40
II. Sachanlagen
1. Grundstücke, grundstücksgleiche
Rechte und
Bauten einschließlich
der Bauten auf fremden
Grundstücken
324.720.811,28 2.408.404,07 -736.583,78 5.613.169,24 -52.325,75 331.953.475,06
2. Technische Anlagen
und Maschinen
720.653.757,15 39.587.175,30 -19.029.305,40 39.281.865,77 -873,89 780.492.618,93
3. andere Anlagen, Betriebs-
und Geschäftsausstattung
176.715.780,77 10.744.011,50 -7.611.933,83 6.507.849,87 -109.661,54 186.246.046,77
4. geleistete Anzahlungen
und Anlagen im Bau
84.141.695,95 99.199.922,13 0,00 -51.834.675,53 -79.000,00 131.427.942,55
1.306.232.045,15 151.939.513,00 -27.377.823,01 -431.790,65 -241.861,18 1.430.120.083,31
III. Finanzanlagen
1. Beteiligungen 56.242,11 0,00 0,00 0,00 0,00 56.242,11
2. Wertpapiere des Anlagevermögens
26.042.475,94 15.545.322,30 -13.695.608,10 0,00 0,00 27.892.190,14
3. sonstige Ausleihungen 111.124,84 125.499,62 -41.034,15 0,00 0,00 195.590,31
26.209.842,89 15.670.821,92 -13.736.642,25 0,00 0,00 28.144.022,56
1.414.623.379,17 186.303.362,15 -45.920.193,87 0,00 -241.861,18 1.554.764.686,27";;2016;Rehau AG+Co;Jahresabschluss;PwC
"Abschreibungen
Vortrag am 01.01.2016.
EUR
Abschreibungen des GJ 2016.
EUR
Abgänge.
EUR
Umbuchungen.
EUR
I. Immaterielle Vermögensgegenstände
1. Selbst geschaffene gewerbliche
Schutzrechte und ähnliche Rechte und
Werte;
-3.202.110,65 -1.952.945,57 306.819,64 13.813,52
2. entgeltlich erworbene Konzessionen,
gewerbliche Schutzrechte und
ähnliche Rechte und Werte sowie Lizenzen
an solchen Rechten und Werten;
-50.284.521,87 -10.831.470,83 154.422,41 -13.813,52
3. geleistete Anzahlungen und immaterielle
Vermögenswerte in Entwicklung
-4.344.486,56 0,00 4.344.486,56 0,00
-57.831.119,08 -12.784.416,40 4.805.728,61 0,00
II. Sachanlagen
1. Grundstücke, grundstücksgleiche
Rechte und Bauten einschließlich der
Bauten auf fremden Grundstücken
-202.296.764,50 -9.119.687,17 675.829,78 0,00
2. Technische Anlagen und Maschinen -602.256.415,11 -45.195.722,36 18.416.815,59 64.956,12
3. andere Anlagen, Betriebs- und Geschäftsausstattung
-99.974.172,22 -14.621.837,92 7.393.389,99 -64.956,12
4. geleistete Anzahlungen und Anlagen
im Bau
0,00 0,00 0,00 0,00
-904.527.351,83 -68.937.247,45 26.486.035,36 0,00
III. Finanzanlagen
1. Beteiligungen -50.909,84 0,00 0,00 0,00
2. Wertpapiere des Anlagevermögens -417.460,92 -77.872,80 0,00 0,00
3. sonstige Ausleihungen 0,00 0,00 0,00 0,00
-468.370,76 -77.872,80 0,00 0,00
-962.826.841,67 -81.799.536,65 31.291.763,97 0,00";;2016;Rehau AG+Co;Jahresabschluss;PwC
"Abschreibungen
Nachaktivierung.
EUR
Zuschreibung.
EUR
Stand am 31.12.2016.
EUR
I. Immaterielle Vermögensgegenstände
1. Selbst geschaffene gewerbliche Schutzrechte
und ähnliche Rechte und Werte;
0,00 0,00 -4.834.423,06
2. entgeltlich erworbene Konzessionen, gewerbliche
Schutzrechte und ähnliche Rechte
und Werte sowie Lizenzen an solchen Rechten
und Werten;
0,00 0,00 -60.975.383,81
3. geleistete Anzahlungen und immaterielle
Vermögenswerte in Entwicklung
0,00 0,00 0,00
0,00 0,00 -65.809.806,87
II. Sachanlagen
1. Grundstücke, grundstücksgleiche Rechte
und Bauten einschließlich der Bauten auf
fremden Grundstücken
0,00 0,00 -210.740.621,89
2. Technische Anlagen und Maschinen 0,00 0,00 -628.970.365,76
3. andere Anlagen, Betriebs- und Geschäftsausstattung
0,00 0,00 -107.267.576,27
4. geleistete Anzahlungen und Anlagen im
Bau
0,00 0,00 0,00
0,00 0,00 -946.978.563,92
III. Finanzanlagen
1. Beteiligungen 0,00 0,00 -50.909,84
2. Wertpapiere des Anlagevermögens 0,00 149.492,37 -345.841,35
3. sonstige Ausleihungen 0,00 0,00 0,00
0,00 149.492,37 -396.751,19
0,00 149.492,37 -1.013.185.121,98
Buchwerte
Stand am 31.12.2016.
EUR
Stand am 31.12.2015.
EUR";;2016;Rehau AG+Co;Jahresabschluss;PwC
I. Immaterielle Vermögensgegenstände;;2016;Rehau AG+Co;Jahresabschluss;PwC
"Buchwerte
Stand am 31.12.2016.
EUR
Stand am 31.12.2015.
EUR
1. Selbst geschaffene gewerbliche Schutzrechte und ähnliche
Rechte und Werte;
3.992.084,00 5.011.303,00
2. entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte
und ähnliche Rechte und Werte sowie Lizenzen an
solchen Rechten und Werten;
12.489.870,00 15.336.294,00
3. geleistete Anzahlungen und immaterielle Vermögenswerte
in Entwicklung
14.208.819,53 4.002.775,05
30.690.773,53 24.350.372,05
II. Sachanlagen
1. Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich
der Bauten auf fremden Grundstücken
121.212.853,17 122.424.046,78
2. Technische Anlagen und Maschinen 151.522.253,17 118.397.342,04
3. andere Anlagen, Betriebs- und Geschäftsausstattung 78.978.470,50 76.741.608,55
4. geleistete Anzahlungen und Anlagen im Bau 131.427.942,55 84.141.695,95
483.141.519,39 401.704.693,32
III. Finanzanlagen
1. Beteiligungen 5.332,27 5.332,27
2. Wertpapiere des Anlagevermögens 27.546.348,79 25.625.015,02
3. sonstige Ausleihungen 195.590,31 111.124,84
27.747.271,37 25.741.472,13
541.579.564,29 451.796.537,50";;2016;Rehau AG+Co;Jahresabschluss;PwC
Steuerlatenzspiegel REHAU AG+Co 2016;;2016;Rehau AG+Co;Jahresabschluss;PwC
"Handelsbilanz.
EUR
Steuerbilanz.
EUR
Differenzen.
EUR
0 Bilanz 0,00 0,00 0,00
1 AKTIVA 1.279.233.788,17 1.272.825.689,79 -6.408.098,38";;2016;Rehau AG+Co;Jahresabschluss;PwC
"Handelsbilanz.
EUR
Steuerbilanz.
EUR
Differenzen.
EUR
A Anlagevermögen 541.579.564,29 539.258.560,59 -2.321.003,70
A.I. Immaterielle Vermögensgegenstände 30.690.773,53 23.616.929,35 -7.073.844,18
A.II. Sachanlagen 483.141.519,39 485.756.279,66 2.614.760,27
A.III. Finanzanlagen 27.747.271,37 29.885.351,58 2.138.080,21
B Umlaufvermögen 721.553.870,65 728.332.471,78 6.778.601,13
B.I. Vorräte 458.387.345,34 458.387.345,34 0,00
B.II. Forderungen und sonstige Vermögensgegenstände 253.172.079,81 259.950.691,41 6.778.611,60
B.III. Wertpapiere 0,00 0,00 0,00
B.IV. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks 9.994.445,50 9.994.435,03 -10,47
C Rechnungsabgrenzungsposten 5.234.657,42 5.234.657,42 0,00
D Aktive latente Steuern 10.865.695,81 0,00 -10.865.695,81
E Aktiver Unterschiedsbetrag aus der Vermögensverrechnung 0,00 0,00 0,00
2 PASSIVA -1.279.233.788,17 -1.272.825.689,79 6.408.098,38
F Eigenkapital -74.804.141,51 -137.636.704,38 -62.832.562,87
G Rückstellungen -274.658.600,00 -207.418.428,74 67.240.171,26
G.1. Rückstellungen für Pensionen und ähnliche Rückstellungen -77.785.300,00 -70.565.514,00 7.219.786,00
G.2. Steuerrückstellungen -12.543.700,00 -12.543.700,00 0,00
G.3. sonstige Rückstellungen -184.329.600,00 -124.309.214,74 60.020.385,26
H Verbindlichkeiten -927.695.878,60 -927.770.556,67 -74.678,07
H.1. Anleihen, davon konvertibel 0,00 0,00 0,00
H.2. Verbindlichkeiten gegenüber Kreditinstituten 0,00 0,00 0,00
H.3. erhaltene Anzahlungen auf Bestellungen -208.416.320,35 -208.417.500,41 -1.180,06
H.4. Verbindlichkeiten aus Lieferungen und Leistungen -184.039.106,03 -184.072.859,11 -33.753,08
H.5. Verbindlichkeiten aus der Annahme gezogener Wechsel und der Ausstellung eigener Wechsel 0,00 0,00 0,00
H.6. Verbindlichkeiten gegenüber verbundenen Unternehmen 0,00 0,00 0,00
H.7. Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht 0,00 0,00 0,00
H.8. sonstige Verbindlichkeiten -47.693.889,13 -47.704.869,13 -10.980,00
H.9. Verbindlichkeiten gegenüber Gesellschaftern -95.296.563,09 -95.325.328,02 -28.764,93
H.9.1. Verbindlichkeiten Gruppenunternehmen HWAG -392.250.000,00 -392.250.000,00 0,00";;2016;Rehau AG+Co;Jahresabschluss;PwC
"Handelsbilanz.
EUR
Steuerbilanz.
EUR
Differenzen.
EUR
I Rechnungsabgrenzungsposten 0,00 0,00 0,00
J Passive latente Steuern -2.075.168,06 0,00 2.075.168,06";;2016;Rehau AG+Co;Jahresabschluss;PwC
"Stand 31.12.2015
Steuersatz .
%
Aktive latente Steuern.
EUR
Passive latente Steuern.
EUR
0 Bilanz 12,01% 10.083.035,74 -2.026.102,24
1 AKTIVA 12,01% 1.328.124,05 -1.478.501,36
A Anlagevermögen 12,01% 792.698,71 -1.477.021,74
A.I. Immaterielle Vermögensgegenstände 12,01% 27.210,10 -929.741,93
A.II. Sachanlagen 12,01% 506.589,72 -547.279,81
A.III. Finanzanlagen 12,01% 258.898,89 0,00
B Umlaufvermögen 12,01% 535.425,34 -1.479,62
B.I. Vorräte 12,01% 0,00 0,00
B.II. Forderungen und sonstige Vermögensgegenstände 12,01% 535.425,34 -1.479,62
B.III. Wertpapiere 12,01% 0,00 0,00
B.IV. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks 12,01% 0,00 0,00
C Rechnungsabgrenzungsposten 12,01% 0,00 0,00
D Aktive latente Steuern 12,01% 0,00 0,00
E Aktiver Unterschiedsbetrag aus der Vermögensverrechnung 12,01% 0,00 0,00
2 PASSIVA 12,01% 8.754.911,69 -547.600,88
F Eigenkapital 12,01% 0,00 0,00
G Rückstellungen 12,01% 8.754.911,69 -535.425,35
G.1. Rückstellungen für Pensionen und ähnliche Rückstellungen 12,01% 829.698,84 0,00
G.2. Steuerrückstellungen 12,01% 0,00 0,00
G.3. sonstige Rückstellungen 12,01% 7.925.212,85 -535.425,35
H Verbindlichkeiten 12,01% 0,00 -12.175,53
H.1. Anleihen, davon konvertibel 12,01% 0,00 0,00
H.2. Verbindlichkeiten gegenüber Kreditinstituten 12,01% 0,00 0,00
H.3. erhaltene Anzahlungen auf Bestellungen 12,01% 0,00 0,00";;2016;Rehau AG+Co;Jahresabschluss;PwC
"Stand 31.12.2015
Steuersatz .
%
Aktive latente Steuern.
EUR
Passive latente Steuern.
EUR
H.4. Verbindlichkeiten aus Lieferungen und Leistungen 12,01% 0,00 -12.175,53
H.5. Verbindlichkeiten aus der Annahme gezogener Wechsel und der Ausstellung eigener Wechsel 12,01% 0,00 0,00
H.6. Verbindlichkeiten gegenüber verbundenen Unternehmen 12,01% 0,00 0,00
H.7. Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht 12,01% 0,00 0,00
H.8. sonstige Verbindlichkeiten 12,01% 0,00 0,00
H.9. Verbindlichkeiten gegenüber Gesellschaftern 12,01% 0,00 0,00
H.9.1. Verbindlichkeiten Gruppenunternehmen HWAG 12,01% 0,00 0,00
I Rechnungsabgrenzungsposten 12,01% 0,00 0,00
J Passive latente Steuern 12,01% 0,00 0,00";;2016;Rehau AG+Co;Jahresabschluss;PwC
"Stand 31.12.2016
Steuersatz .
%
Aktive latente Steuern.
EUR
Passive latente Steuern.
EUR
0 Bilanz 12,25% 10.865.695,81 -2.075.168,06
1 AKTIVA 12,25% 1.785.187,93 -1.239.173,20
A Anlagevermögen 12,25% 953.472,37 -1.237.836,28
A.I. Immaterielle Vermögensgegenstände 12,25% 39.157,37 -905.703,29
A.II. Sachanlagen 12,25% 652.441,12 -332.132,99
A.III. Finanzanlagen 12,25% 261.873,88 0,00
B Umlaufvermögen 12,25% 831.715,56 -1.336,92
B.I. Vorräte 12,25% 0,00 0,00
B.II. Forderungen und sonstige Vermögensgegenstände 12,25% 831.715,56 -1.335,64
B.III. Wertpapiere 12,25% 0,00 0,00
B.IV. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks 12,25% 0,00 -1,28
C Rechnungsabgrenzungsposten 12,25% 0,00 0,00
D Aktive latente Steuern 12,25% 0,00 0,00
E Aktiver Unterschiedsbetrag aus der Vermögensverrechnung 12,25% 0,00 0,00
2 PASSIVA 12,25% 9.080.507,88 -835.994,86
F Eigenkapital 12,25% 0,00 0,00";;2016;Rehau AG+Co;Jahresabschluss;PwC
"Stand 31.12.2016
Steuersatz .
%
Aktive latente Steuern.
EUR
Passive latente Steuern.
EUR
G Rückstellungen 12,25% 9.080.507,88 -831.715,55
G.1. Rückstellungen für Pensionen und ähnliche Rückstellungen 12,25% 884.423,79 0,00
G.2. Steuerrückstellungen 12,25% 0,00 0,00
G.3. sonstige Rückstellungen 12,25% 8.196.084,09 -831.715,55
H Verbindlichkeiten 12,25% 0,00 -4.279,31
H.1. Anleihen, davon konvertibel 12,25% 0,00 0,00
H.2. Verbindlichkeiten gegenüber Kreditinstituten 12,25% 0,00 0,00
H.3. erhaltene Anzahlungen auf Bestellungen 12,25% 0,00 -144,56
H.4. Verbindlichkeiten aus Lieferungen und Leistungen 12,25% 0,00 -4.134,75
H.5. Verbindlichkeiten aus der Annahme gezogener Wechsel und der Ausstellung eigener Wechsel 12,25% 0,00 0,00
H.6. Verbindlichkeiten gegenüber verbundenen Unternehmen 12,25% 0,00 0,00
H.7. Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht 12,25% 0,00 0,00
H.8. sonstige Verbindlichkeiten 12,25% 0,00 0,00
H.9. Verbindlichkeiten gegenüber Gesellschaftern 12,25% 0,00 0,00
H.9.1. Verbindlichkeiten Gruppenunternehmen HWAG 12,25% 0,00 0,00
I Rechnungsabgrenzungsposten 12,25% 0,00 0,00
J Passive latente Steuern 12,25% 0,00 0,00";;2016;Rehau AG+Co;Jahresabschluss;PwC
"Änderung der Steuersalden im Geschäftsjahr 2016
Aktive latente Steuern.
EUR
Passive latente Steuern.
EUR
0 Bilanz 782.660,07 -49.065,82
1 AKTIVA
A Anlagevermögen
A.I. Immaterielle Vermögensgegenstände
A.II. Sachanlagen
A.III. Finanzanlagen
B Umlaufvermögen
B.I. Vorräte";;2016;Rehau AG+Co;Jahresabschluss;PwC
"Änderung der Steuersalden im Geschäftsjahr 2016
Aktive latente Steuern.
EUR
Passive latente Steuern.
EUR
B.II. Forderungen und sonstige Vermögensgegenstände
B.III. Wertpapiere
B.IV. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks
C Rechnungsabgrenzungsposten
D Aktive latente Steuern
E Aktiver Unterschiedsbetrag aus der Vermögensverrechnung
2 PASSIVA
F Eigenkapital
G Rückstellungen
G.1. Rückstellungen für Pensionen und ähnliche Rückstellungen
G.2. Steuerrückstellungen
G.3. sonstige Rückstellungen
H Verbindlichkeiten
H.1. Anleihen, davon konvertibel
H.2. Verbindlichkeiten gegenüber Kreditinstituten
H.3. erhaltene Anzahlungen auf Bestellungen
H.4. Verbindlichkeiten aus Lieferungen und Leistungen
H.5. Verbindlichkeiten aus der Annahme gezogener Wechsel und der Ausstellung eigener Wechsel
H.6. Verbindlichkeiten gegenüber verbundenen Unternehmen
H.7. Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht
H.8. sonstige Verbindlichkeiten
H.9. Verbindlichkeiten gegenüber Gesellschaftern
H.9.1. Verbindlichkeiten Gruppenunternehmen HWAG
I Rechnungsabgrenzungsposten
J Passive latente Steuern";;2016;Rehau AG+Co;Jahresabschluss;PwC
