; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
"davon mit einer Restlaufzeit von
31.12.2016 bis 1 Jahr über 1 Jahr davon über 5 Jahre
T€ T€ T€ T€
Verbindlichkeiten gegenüber Kreditinstituten 515.351 79.814 435.537 177.496
Vorjahr 540.594 28.564 512.030 124.938
Namensgewinnschuldverschreibungen 447 447 - -
Vorjahr 1.104 1.104 - -
Verbindlichkeiten aus Lieferungen und Leistungen 187.854 187.854 - -
Vorjahr 184.855 184.855 - -
Verbindlichkeiten gegenüber verbundenen Unternehmen 141.408 71.224 70.184 70.000
Vorjahr 139.054 68.778 70.276 70.000
Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis
besteht
33.512 33.512 - -
Vorjahr 36.481 36.481 - -
Sonstige Verbindlichkeiten 116.013 88.389 27.624 27.624
Vorjahr 86.551 59.369 27.182 27.182
davon aus Steuern 55.344 55.344 -"; 5.51, 41 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"davon mit einer Restlaufzeit von
31.12.2016 bis 1 Jahr über 1 Jahr davon über 5 Jahre
T€ T€ T€ T€
Vorjahr 32.114 32.114 - -
Gesamt 994.585 461.240 533.345 275.120
Vorjahr 988.639 379.151 609.488 222.120"; 5.51, 41 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die überwiegend von Mitarbeitern gezeichneten Namensgewinnschuldverschreibungen haben eine vereinbarte Höchstlaufzeit von 25 Jahren, können aber durch die Gläubiger kurzfristig gekündigt werden. Es bestehen zum 31. Dezember 2016 241 Einzelverträge, die ein Recht auf Verzinsung, die Teilnahme am Erfolg des Unternehmens sowie die Rückzahlung des eingezahlten Kapitals verbriefen.; 5.51, 60 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"Die Verbindlichkeiten gegenüber verbundenen Unternehmen beinhalten in Höhe von 914 T€ (Vorjahr 976 T€) Verbindlichkeiten aus Lieferungen und Leistungen sowie sonstige Verbindlichkeiten in Höhe von 140.494 (Vorjahr 138.078). Darin enthalten sind gegenüber der Gesellschafterin StWN Verbindlichkeiten in Höhe von 141.212 T€ (Vorjahr 138.548 T€). Bei den Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht, handelt es sich um die Ausgleichszahlung in Höhe von 29.612 T€ (Vorjahr 29.661 T€) sowie Verbindlichkeiten aus Lieferungen und Leistungen in Höhe von 372 T€ (Vorjahr 345 T€) an die Gesellschafterin Thüga. Weiterhin enthält die Position Verbindlichkeiten aus Lieferungen und Leistungen in Höhe von 1.867 T€ (Vorjahr 1.769 T€) und sonstige Verbindlichkeiten
in Höhe von 1.660 T€ (Vorjahr 5.051 T€)."; 5.58, 5.59, 7 ;2016;N-ERGIE AG;Konzernabschluss;PwC
E.9 Passiver Rechnungsabgrenzungsposten; 5.64 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Der Posten enthält insbesondere Erträge aus Preisabsicherungen und Abgrenzungen von Wasserbezugsrechten sowie Zuschüsse zur Absatzförderung.; 5.64 ;2016;N-ERGIE AG;Konzernabschluss;PwC
F Erläuterungen zur Gewinn- und Verlustrechnung;;2016;N-ERGIE AG;Konzernabschluss;PwC
F.1 Umsatzerlöse; 5.66 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Umsatzerlöse wurden entsprechend der Neudefinition des § 277 Abs. 1 HGB in der Fassung des BilRUG erfasst.; 5.66 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Umsatzerlöse gliedern sich wie folgt nach Sparten:; 5.66, 47 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"2016 2015
T€ T€
Strom 2.225.711 2.307.547
- Stromsteuer 119.736 121.964
Strom (ohne Stromsteuer) 2.105.975 2.185.583
Erdgas 515.649 504.722
- Energiesteuer 35.466 32.874
Erdgas (ohne Energiesteuer) 480.183 471.848
Fernwärme 89.714 96.600
Wasser 61.748 64.142
Sonstige 85.639 66.323"; 5.66, 47 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"2016 2015
T€ T€
2.823.259 2.884.496"; 5.66, 47 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Umsatzerlöse 2015 ergeben nach BilRUG (unter Anwendung des § 277 Abs. 1 HGB in Verbindung mit Art. 75 des EGHGB) 2.908.478 T€.; 5.66, 48 ;2016;N-ERGIE AG;Konzernabschluss;PwC
In dieser Position sind periodenfremde Umsätze von 6.874 T€ (Vorjahr 25.365 T€) enthalten. Die Umsatzerlöse entstanden überwiegend im Inland.; 5.66, 47, 51 ;2016;N-ERGIE AG;Konzernabschluss;PwC
F.2 Sonstige betriebliche Erträge; 5.69 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Aufgrund der Neudefinition der Umsatzerlöse gemäß § 277 Abs. 1 HGB in der Fassung des BilRUG ergeben sich die Abweichungen zu großen Teilen durch den erforderlichen Umgliederungen.; 5.69, 2, 48 ;2016;N-ERGIE AG;Konzernabschluss;PwC
In dieser Position sind periodenfremde Erträge in Höhe von 10.135 T€ (Vorjahr 23.302 T€) enthalten, die im Wesentlichen Erträge aus der Auflösung von Rückstellungen, Erträge aus abgeschriebenen Forderungen sowie Erträge aus dem Abgang von Sachanlagen berücksichtigen.; 5.69, 51 ;2016;N-ERGIE AG;Konzernabschluss;PwC
F.3 Materialaufwand; 5.70 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Dem Materialaufwand wurden spiegelbildlich zu den Umsatzerlösen entsprechend der Neudefinition des § 277 Abs. 1 HGB in der Fassung des BilRUG Aufwendungen aus den sonstigen betrieblichen Aufwendungen zugeordnet.; 5.70, 48 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"2016 2015
T€ T€
Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren 2.073.334 2.178.272
Aufwendungen für bezogene Leistungen 339.607 315.886
2.412.941 2.494.158"; 5.70 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Diese Position enthält 24.872 T€ (Vorjahr 24.503 T€) periodenfremde Aufwendungen. Darin enthalten ist die Zuführung zur Drohverlustrückstellung Speicher Peckensen in Höhe von 15.421 T€.; 5.70, 71 ;2016;N-ERGIE AG;Konzernabschluss;PwC
F.4 Personalaufwand; 5.73 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"2016 2015
T€ T€
Löhne und Gehälter 154.388 152.223
Soziale Abgaben und Aufwendungen für Altersversorgung und für Unterstützung 34.826 54.583
davon für Altersversorgung 7.693 27.347
189.214 206.806"; 5.73, 59 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Der Personalaufwand ist durch die Zinssatzänderung zur Pensionsrückstellung beeinflusst.; 5.73 ;2016;N-ERGIE AG;Konzernabschluss;PwC
F.5 Sonstige betriebliche Aufwendungen; 5.80 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Infolge der Umsetzung des BilRUG entsprechend der Neudefinition des § 277 Abs. 1 HGB ergeben sich in dieser Position Abweichungen aus der Umgliederung diverser Positionen, die dem Materialaufwand zugeordnet wurden.; 5.80, 2, 48 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Den periodenfremden sonstigen betrieblichen Aufwendungen sind 7.885 T€ (Vorjahr 9.963 T€) zuzuordnen. Sie enthalten in der Hauptsache Wertberichtigungen auf Forderungen, Verluste aus Anlagenabgängen sowie Aufwendungen zu Förderprogrammen.; 5.80, 51 ;2016;N-ERGIE AG;Konzernabschluss;PwC
F.6 Finanzergebnis;;2016;N-ERGIE AG;Konzernabschluss;PwC
"2016 2015
T€ T€
Erträge aus Beteiligungen 1.640 1.089
Erträge aus Beteiligungen an assoziierten Unternehmen 51.315 46.007
Zuschreibungen auf Finanzanlagen 0 956
Abschreibungen auf Finanzanlagen -8.773 -7.930
Beteiligungsergebnis 44.182 40.122
Erträge aus anderen Wertpapieren und
Ausleihungen des Finanzanlagevermögens 1.164 1.356
Sonstige Zinsen und ähnliche Erträge 879 1.006
davon aus verbundenen Unternehmen 13 16
Abschreibungen auf Finanzanlagen 0 -4.335
Zinsen und ähnliche Aufwendungen -35.693 -38.533
davon an verbundene Unternehmen -2.150 -162
davon aus der Aufzinsung langfristiger Rückstellungen
gemäß § 277 Abs. 5 HGB -12.605 -16.514
Zinsergebnis -33.650 -40.506
Finanzergebnis 10.532 -384"; 52 ;2016;N-ERGIE AG;Konzernabschluss;PwC
F.7 Ausgleichszahlung nach § 304 AktG;;2016;N-ERGIE AG;Konzernabschluss;PwC
Nach dem bestehenden Gewinnabführungsvertrag mit der StWN ist an die Thüga als außenstehende Aktionärin eine Ausgleichszahlung zu leisten. Die Ausgleichszahlung enthält eine feste und eine variable Komponente.;;2016;N-ERGIE AG;Konzernabschluss;PwC
G Ergänzende Angaben;;2016;N-ERGIE AG;Konzernabschluss;PwC
G.1 Haftungsverhältnisse und sonstige finanzielle Verpflichtungen; 43 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Haftungsverhältnisse setzen sich wie folgt zusammen:; 43 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"T€
Bürgschaften 30.473
davon gegenüber verbundenen Unternehmen 30
gegenüber assoziierten Unternehmen 30.443
Verpfändungen 26
davon gegenüber verbundenen Unternehmen 26
Patronatserklärungen 2.068
davon: gegenüber assoziierten Unternehmen 2.068
32.567"; 43 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Bürgschaften bestehen im Wesentlichen zur Absicherung der Finanzierung der Gemeinschaftskraft Irsching GmbH, Vohburg, und für die Lieferung von Windkraftanlagen.; 43 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Mit einer Inanspruchnahme ist derzeit aufgrund der finanziellen Situation der Gesellschaften nicht zu rechnen.; 44 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die sonstigen finanziellen Verpflichtungen resultieren im Wesentlichen aus Miet-, Service- und Wartungsverträgen.; 62 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Verpflichtungen aus Miet-, Leasing und Pachtverträgen; 62 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"davon gegenüber verbundenen
Unternehmen
T€ T€
fällig 2017 10.022 400
fällig 2018 bis 2021 17.206 400
fällig nach 2021 3.184 0
30.412 800
Bestellobligo für Investitionen des Sachanlagevermögens 727
31.139"; 62 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Darüber hinaus liegen im branchenüblichen Umfang Verpflichtungen aus Energie- und Was-serbezugsverträgen vor.; 62 ;2016;N-ERGIE AG;Konzernabschluss;PwC
G.2 Honorare des Abschlussprüfers; 66 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die bisher geleisteten Vorauszahlungen und gebildeten Rückstellungen für Abschlussprüfungsleistungen für die Prüfungsgesellschaft des Geschäftsjahres 2016 summieren sich auf 357 T€. Weiterhin wurden in 2016 für andere Bestätigungsleistungen des Abschlussprüfers 30 T€ sowie für sonstige Leistungen 291T€ verrechnet.; 66 ;2016;N-ERGIE AG;Konzernabschluss;PwC
G.3 Bewertungseinheiten; 30 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Zinsderivate; 30, 46 ;2016;N-ERGIE AG;Konzernabschluss;PwC
In den Jahren 2008 und 2011 wurden zur Absicherung des Zinsrisikos im Zusammenhang mit Kreditfinanzierungen mit einer maximalen Laufzeit bis zum 31. Dezember 2031 kongruente Zinsswaps abgeschlossen. Diese Swaps bilden mit den aufgenommenen Darlehen auf variabler Zinsbasis Bewertungseinheiten in Form von Mikro-Hedges. Der Marktwert dieser Zinsswaps wurde zum 31. Dezember 2016 mit -9.912 T € (Vorjahr -15.586 T€) errechnet. Die Ermittlung des Marktwerts erfolgt auf Basis einer Mark-to-market-Bewertung unter Berücksichtigung der Zinskurve am Bilanzstichtag und einer Abzinsung der künftigen Zahlungsströme.; 30, 31, 46 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Wirksamkeit der Sicherungsbeziehung ist durch die Gegenüberstellung der wesentlichen Vertragsparameter gewährleistet. Zum Bilanzstichtag sind Darlehen in Höhe von 76.277 T€ (Vorjahr 171.890 T€) abgesichert. Bilanziell werden diese Bewertungseinheiten nach der Einfrierungsmethode abgebildet.; 30, 31, 46 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Rohstoff-Derivate; 30, 46 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die N-ERGIE bildet für Bezugs- und -absatzgeschäfte sowie ggf. derivative Finanzinstrument für Fernwärme, Kohle Longterm und Biogas Bewertungseinheiten.; 30, 46 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die schwebenden Bezugs- und Absatzgeschäfte werden mit den beizulegenden Zeitwerten und den folgenden Nominalen in Portfolien in Portfolio-Bewertungseinheiten einbezogen:; 30, 31, 46 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"Nominal in MWh 2017 2018 2019 2020 2021
Kohle Longterm 709.550
GuD Sandreuth 1.587.510 774.965
Biogas 40.134 36.296 26.592 24.384 23.610"; 30, 31, 46 ;2016;N-ERGIE AG;Konzernabschluss;PwC
In den Bewertungseinheiten wurden derivative Finanzinstrumente mit einem Fair Value von -5.439 TEUR und einem Nominal von 4.223 GWh (Vorjahr -33.091 T€ und 8.734 GWh) berücksichtigt.; 30, 31, 46 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Höhe der Risiken, die im Rahmen der verschiedenen Bewertungseinheiten abgesichert wurden, entspricht den beizulegenden Zeitwerten der schwebenden Absatzgeschäfte pro Lieferjahr. Die gegenläufigen Wertänderungen der Grund- und Sicherungsgeschäfte werden sich in Zukunft für das gesicherte Risiko (Marktpreisänderungsrisiko) voraussichtlich in voller Höhe ausgleichen. Die Wertänderungen der Grundgeschäfte in den Strom- und Gasportfolien sind über die in den Tabellen ersichtlichen Jahresscheiben gesichert. Die Beurteilung der Wirksamkeit wird mit Hilfe der Dollar-Offset-Methode in kumulierter Form ermittelt. Eine Ineffektivität ist zu erfassen, wenn sich ein Überhang der negativen Marktwertänderungen über die positiven Marktwertänderungen ergibt. In diesem Fall ist die Höhe des Nettoverlustes aufwandswirksam in eine Rückstellung für Bewertungseinheiten einzustellen. Ein nicht realisierter Nettogewinn bleibt unberücksichtigt. In 2016 mussten aufgrund der Ineffektivität 2 T€ als Drohverlustrückstellung angesetzt werden.; 30, 46 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Für die Commodity-Derivate, die nicht zum beizulegenden Zeitwert bilanziert werden und die nicht in IDW RS ÖFA 3 einbezogen werden können, ergeben sich zum Abschlussstichtag lediglich unwesentliche Nominalwerte, beizulegenden Zeitwerte und Buchwerte.; 30, 46 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Vereinzelt resultieren aus Bewertungseinheiten freistehende finanzielle Commodity-Derivate bzw. physische Gas- bzw. Stromabsatz- oder -beschaffungsgeschäfte aus mengenmäßigen Über- oder Untersicherungen. Für Derivate und Bezugsverträge mit negativem Marktwert, die nicht Bestandteil einer Bewertungseinheit sind, wurde zum Bilanzstichtag eine Drohver-lustrückstellung in Höhe von -617 T€ gebildet.; 30, 46 ;2016;N-ERGIE AG;Konzernabschluss;PwC
ÖFA 3; 30 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die N-ERGIE fasst physische Strom- bzw. Gasbezugs- und -absatzgeschäfte sowie ggf. finanzielle Derivate unter Anwendung des IDW RS ÖFA 3 in verschiedenen Portfolien zusammen. Hierbei werden folgende Portfolien gebildet:; 30, 46 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Strombezugs- und Stromabsatzgeschäfte je Lieferjahr und Kundensegment Gasbezugs-, Gasabsatzgeschäfte und Gastermingeschäfte je Lieferjahr und Kundensegment.; 30 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Um die Anforderungen hinsichtlich der zeitlichen und sachlichen Homogenität des IDW RS ÖFA 3 zu entsprechen, wurden Grund- und Sicherungsinstrumente mit demselben Rohstoff-Risiko und derselben Laufzeit zusammengefasst und gesteuert. Es erfolgt eine stetige Überwachung der offenen Position hinsichtlich der Mengengleichheit von Grundgeschäft und Sicherungsinstrument.; 30 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die in den Portfolien enthaltenen Bezugs- und Absatzgeschäfte spiegeln teilweise auch Planmengen wider. Diese sind Bestandteil der Wirtschaftsplanung der N-ERGIE, deren Eintritt überwacht und eine hohe Eintrittswahrscheinlichkeit der Transaktionen unterstellt wird.; 30 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Zur Bewertung der verschiedenen Portfolien bei Strom und Gas, die die Voraussetzungen des IDW RS ÖFA 3 erfüllen, erfolgt die Aufstellung einer Ergebnisbeitragsrechnung für alle bewirtschafteten Jahre unter Berücksichtigung aller direkt zuordenbaren Kosten. Die Basis der Ergebnisbeitragsrechnung bilden die preislich fixierten Bestellmengen des Vertriebs und die zum Abschlussstichtag dafür durchgeführten Beschaffungsgeschäfte. Bei der Ergebnis-beitragsrechnung werden pro Portfolio und Jahresscheibe die offenen Positionen durch die Saldierung der unrealisierten Verluste und Gewinne bewertet und eine Drohverlustrückstellung in Höhe von 393 T€ (Vorjahr 246 T€) erfasst.; 30 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"G.4 Beteiligungsunternehmen und Unternehmensverbindungen
Aufstellung des Anteilsbesitzes zum 31. Dezember 2016
(gemäß § 313 Abs. 2 HGB)"; 69 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"Name und Sitz der Gesellschaft Anteil am Kapital
%
A) In den Konzernabschluss einbezogene verbundene Unternehmen
AquaOpta Gesellschaft mit beschränkter Haftung, Nürnberg 100,00
MDN Main-Donau Netzgesellschaft mbH, Nürnberg 100,00
N-ERGIE Effizienz GmbH, Nürnberg 100,00
N-ERGIE IT GmbH, Nürnberg (vormals itecPlus Gesellschaft mit beschränkter Haftung, Nürnberg) 100,00
N-ERGIE Kraftwerke GmbH, Nürnberg 100,00
N-ERGIE Kundenservice GmbH, Nürnberg (vormals CentraPlus Gesellschaft mit beschränkter Haftung, Nürnberg) 100,00
N-ERGIE Regenerativ GmbH, Nürnberg 100,00
N-ERGIE Service Gesellschaft mit beschränkter Haftung, Nürnberg 100,00
N-ERGIE Solarstrom GmbH & Co. KG, Nürnberg 100,00
N-ERGIE Sonne und Wind GmbH & Co. KG, Martinsheim 100,00
Überlandwerk Schäftersheim GmbH & Co. KG, Weikersheim 100,00
Überlandwerk Schäftersheim Verwaltungs GmbH, Weikersheim (persönlich haftende Gesellschafterin der Überlandwerk Schäftersheim GmbH & Co. KG) 100,00
N-ERGIE Immobilien GmbH, Nürnberg (vormals impleaPlus Gesellschaft mit beschränkter Haftung, Nürnberg) 74,90
Photovoltaikkraftwerk Weißenbronn GmbH & Co. KG, Heilsbronn 67,10
Photovoltaikkraftwerk Bonnhof GmbH & Co. KG, Heilsbronn 62,40
B) Auf die Einbeziehung der folgenden verbundenen Unternehmen wurde gemäß § 296 Abs 2 HGB verzichtet, da sie sowohl einzeln als auch insgesamt von untergeordneter
Bedeutung für die Beurteilung der Vermögens-, Finanz- und Ertragslage des Konzerns sind.
N-ERGIE Biomasse GmbH, Nürnberg 100,00
N-ERGIE Solarstrom Verwaltungs-GmbH, Nürnberg 100,00"; 69, 74, 94 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"Name und Sitz der Gesellschaft Anteil am Kapital
%
N-ERGIE Sonne und Wind Verwaltungs-GmbH, Martinsheim 100,00
Photovoltaikkraftwerk Bonnhof Verwaltungs-GmbH, Heilsbronn 100,00
Photovoltaikkraftwerk Leutershausen Verwaltungs-GmbH, Nürnberg 100,00
Photovoltaikkraftwerk Schweinfurt Verwaltungs-GmbH, Nürnberg 100,00
Photovoltaikkraftwerk Seitendorf Verwaltungs-GmbH, Heilsbronn 100,00
PVG Gnötzheim II Verwaltungs GmbH, Martinsheim 100,00
Sandarak Grundstücksverwaltungsgesellschaft mbH & Co. Vermietungs KG, Mainz 100,00
Windenergie Hochstätten Verwaltungs GmbH, Nürnberg 100,00
Windpark Schauenstein-Selbitz Verwaltungs-GmbH, Nürnberg 100,00
Windpark Stadelhofen-Titting Verwaltungs GmbH, Nürnberg 100,00
Kommunale Frankengas Beteiligungsgesellschaft mbH i. L., Ansbach 90,07
Nahwärme Neuendettelsau GmbH, Neuendettelsau 70,00
solid GmbH, Fürth 50,70
C) Assoziierte Unternehmen, die nach der Equity-Methode einbezogen sind
Photovoltaikkraftwerk Leutershausen GmbH & Co. KG, Leutershausen 68,90
BELUK GmbH Betriebseinrichtungen für Licht- und Kraftanlagen, Schongau 50,00
Bioerdgas Eggolsheim GmbH, Nürnberg 50,00
ENTRO GmbH Schnelldorf, Schnelldorf 50,00
Erdgas Burgbernheim GmbH, Burgbernheim 50,00
Erdgas Uffenheim GmbH & Co. KG, Uffenheim 50,00
Erdgas Uffenheim Verwaltungs GmbH, Uffenheim 50,00
GOLLIPP Bioerdgas GmbH & Co. KG, Gollhofen 50,00
GOLLIPP Bioerdgas Verwaltungs GmbH, Gollhofen 50,00
GVI. Gasversorgung Lauf a. d. Pegnitz GmbH, Lauf a. d. Pegnitz 50,00
Service4EVU GmbH, Coburg 50,00
Windenergie Burgsalach GmbH, Burgsalach 50,00
Windenergie FLEMMA / N-ERGIE Verwaltungs GmbH, Nürnberg 50,00
Windpark Eismannsberg-Kainsbach GmbH & Co. KG, Neumarkt i.d. OPf. 50,00
Photovoltaikkraftwerk Schweinfurt GmbH & Co. KG, Nürnberg 49,90"; 69, 70 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"Name und Sitz der Gesellschaft Anteil am Kapital
%
Bürgerkraftwerke Schwabach GmbH, Schwabach 49,00
Bürgerkraftwerke Stein GmbH, Stein 49,00
Stadtwerke Neustadt a. d. Aisch GmbH, Neustadt a. d. Aisch 49,00
Stadtwerke Röthenbach a. d. Pegnitz GmbH, Röthenbach a. d Pegnitz 49,00
Stadtwerke Stein GmbH & Co. KG, Stein 49,00
Gemeindewerke Wendelstein Bürgerkraftwerk GmbH, Wendelstein 45,00
Stadtwerke Altdorf GmbH, Altdorf 40,00
Windpark Schauenstein GmbH & Co. KG, Nürnberg 39.183
EFR Europäische Funk-Rundsteuerung GmbH, München 35,00
FLEMMA W.1 Energie GmbH & Co. KG, Neumarkt i.d. OPf. 33,68
ENTRO GmbH Marktbergel, Marktbergel 33,33
WEO GmbH & Co. KG, Berlin 33,33
Zweckverband Wasserversorgung Fränkischer Wirtschaftsraum, Nürnberg 33,33
Nahwärme Schnelldorf GmbH, Schnelldorf 30,00
Bürgersolar Ermetzhofen GmbH & Co. KG, Ergersheim 25,70
Gemeinschaftskraftwerk Irsching GmbH, Vohburg 25,20
Bürgerwindpark Denkendorf GmbH & Co. KG, Denkendorf 25,10
Gemeindewerke Wendelstein Gasversorgung GmbH, Wendelstein 25,10
Stadtwerke Schwabach GmbH, Schwabach 25,10
Thüga Holding GmbH & Co. KGaA, München 20,53"; 69 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"D) Auf die Einbeziehung der folgenden assoziierten Unternehmen wurde gemäß § 311 Abs. 2 HGB verzichtet, da sie sowohl einzeln als auch insgesamt von untergeordneter
Bedeutung für die Beurteilung der Vermögens-, Finanz- und Ertragslage des Konzerns sind.
Windpark Stadelhofen-Titting GmbH & Co. KG, Nürnberg 100,00
SYNECO Verwaltungs GmbH i. L., München 74,90
N-ERGIE- Belectric Entwicklungs GmbH, Nürnberg 50,00
IPSt Infrastruktur- und Projektgesellschaft Stein mbH i. L., Stein 49,00
Gewerbepark Nürnberg-Feucht Versorgungs- und Abwasserentsorgungsgesellschaft mit beschränkter Haftung, Feucht 40,00"; 101 ;2016;N-ERGIE AG;Konzernabschluss;PwC
E) Übrige Beteiligungen; 72 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"Anteil am Kapital Eigenkapital Jahres-ergebnis 2015
% T€ T€
8 KU GmbH, Berlin 12,50 287 6
SYNECO GmbH & Co. KG i. L., München 13,93 41.393 2.136
Bürgerwindrad Alfeld GmbH & Co. KG, Alfeld 5,77 - -
M-net Telekommunikations GmbH, München 4,58 100.477 -449
Energie-Projektagentur Nürnberger Land GmbH, Lauf a. d. Pegnitz 3,23 148 -7"; 72 ;2016;N-ERGIE AG;Konzernabschluss;PwC
G.5 Personalstand; 57 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Während des Berichtsjahres war im Jahresdurchschnitt die folgende Anzahl an Arbeitnehmern beschäftigt:; 57 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"2016 2015
Arbeitnehmer 2.439 2.424
Auszubildende 165 162
2.604 2.586"; 57 ;2016;N-ERGIE AG;Konzernabschluss;PwC
G.6 Nachtragsbericht; 64 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Nach dem Ende des Geschäftsjahres bis zur Unterzeichnung dieses Lageberichts wurden keine Risiken oder Vorgänge von besonderer Bedeutung identifiziert, die den Fortbestand des Unternehmens gefährden oder die Vermögens-, Finanz- und Ertragslage wesentlich beeinträchtigen.; 64 ;2016;N-ERGIE AG;Konzernabschluss;PwC
G.7 Organe und Aufwendungen für Organe der Gesellschaft;;2016;N-ERGIE AG;Konzernabschluss;PwC
Aufsichtsrat;;2016;N-ERGIE AG;Konzernabschluss;PwC
"Dr. Ulrich Maly, Oberbürgermeister der Stadt Nürnberg, Vorsitzender des Aufsichtsrats;
Karlheinz Kratzer, Betriebsratsvorsitzender, stellvertretender Vorsitzender des Aufsichtsrats;
Michael Riechel, Vorsitzender des Vorstands der Thüga Aktiengesellschaft, weiterer stellvertretender Vorsitzender des Aufsichtsrats;
Gabriele Aplenz, Leiterin Hauptabteilung Gesellschaftsrecht der Thüga Aktiengesellschaft, ab 15.04.2016;
Claudia Arabackyj, Stadträtin und Werbekauffrau;
Dr. Matthias Cord, stellvertretender Vorsitzender des Vorstands der Thüga Aktiengesellschaft;
Dr. Klemens Gsell, Bürgermeister der Stadt Nürnberg;
Tanja Haas, Betriebsratsmitglied, Netzkundenmanagerin;
Michael Kittelberger, Leiter Hauptabteilung Controlling und Beteiligungen der Thüga Aktiengesellschaft;
Rainer Kleedörfer, Bereichsleiter Unternehmensentwicklung/Beteiligungen;
Dr. Reinhard Klopfleisch, Gewerkschaftssekretär ver.di Bundesverwaltung;
Ludwig Kränzlein, freigestelltes Betriebsratsmitglied;
Jörg Opitz, freigestelltes Betriebsratsmitglied, ab 15.04.2016;
Dr. Peter Pluschke, berufsmäßiger Stadtrat, Umweltreferat;
Gisela Prummer, freigestelltes Betriebsratsmitglied;
Gerald Raschke, Stadtrat und Lehrer;
Thomas Ries, Leiter Wassermanagement, bis 15.04.2016;
Wolfgang Scharnagl, stellvertretender Betriebsratsvorsitzender;
Irena Schauer, Rechtssekretärin ver.di Mittelfranken, bis 31.12.2015;
Dr. Christof Schulte, Vorstandsmitglied der Thüga Aktiengesellschaft, bis 15.04.2016;
Stefanie Schulze, Gewerkschaftssekretär ver.di Mittelfranken, ab 15.04.2016;
Kilian Sendner, Stadtrat und Kaufmann i. R.;
Klaus Steger, Gewerkschaftssekretär ver.di Mittelfranken.";;2016;N-ERGIE AG;Konzernabschluss;PwC
Vorstand;;2016;N-ERGIE AG;Konzernabschluss;PwC
