Erwarteter Steuersatz / effektiver Steuersatz Werte in Mio. €; 5.90, 28 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Ergebnis BJ Steuern
Ergebnis vor Ertragssteuern (Handelsbilanz) 264,94
Erwarteter Ertragssteueraufwand 79,48
Erwarteter Ertragssteuersatz Konzern 30%
Überleitung zum effektiven Steueraufwand:
Abweichende ausländische Steuerbelastung -1,48
Abweichende inländische Steuerbelastung -7,50
davon aus Abweichung tats. Teilsteuersatz 2012 zu 30%: - 5,92
Ergebnis BJ Steuern
davon Sonstiges: - 1,58
Abweichende Steuerbelastung bei Gesellschaften mit Verlust 8,30
Periodenfremde Steuerbelastung 1,25
Sonstige Abweichungen 1,18
Ausgewiesener Ertragssteueraufwand 81,23
Ausgewiesener Ertragssteuersatz vor Konsolidierung 31%
Konzernverrechnung
AfA Goodwill -1,66 0,00
Schuldenkonsolidierung -3,81 0,00
Zwischengewinne -17,62 -5,29
Storno aktive lat. Steuern 2,53
Ergebnis vor Ertragssteuern Konzern 241,85 78,47
Effektiver Ertragssteuersatz Konzern 32%"; 5.90, 28, 56 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Abweichend vom DRS 18 wurde im Berichtsjahr auf die Vorjahresangaben verzichtet.; 5.90, 28 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
II. Sonstige Anhangsangaben;;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
A. Gesamtbetrag der sonstigen finanziellen Verpflichtungen; 62 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Es bestehen sonstige finanzielle Verpflichtungen im Konzern aus Leasingverträgen in Höhe von TEUR 15.430 und aus Sonstigem in Höhe von TEUR 8.229.; 62 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
B. Angabe gemäß § 314 Nr. 9 HGB; 65 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Gesamthonorar
TEUR
1. Abschlussprüfungsleistungen 306.233,40
2. Andere Bestätigungsleistungen 6.690,13
3. Sonstige Leistungen 32.091,71
345.015,24"; 65 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
C. Organe;;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Geschäftsführer der Wirtgen Group GmbH & Co. KG, Windhagen, war im Berichtsjahr die Wirtgen Komplementär GmbH. Die Geschäftsführung bei der Wirtgen Komplementär GmbH wurde von Herrn Jürgen Wirtgen, Herrn Stefan Wirtgen und Frau Gisela Wirtgen ausgeübt.;;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Persönlich haftende Gesellschafterin ist die Wirtgen Komplementär GmbH, Windhagen. Das gezeichnete Kapital betrug zum 31. Dezember 2012 EUR 30.000,00.;;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
D. Durchschnittliche Zahl der während des Geschäftsjahres beschäftigten Arbeitnehmer; 58 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Der Konzern zählt im Geschäftsjahr 2012 durchschnittlich 5.619 Beschäftigte (davon 204 Auszubildende), davon 4.303 in Europa, 517 in Amerika, 673 in Asien/Australien sowie 126 Mitarbeiter in Afrika/Naher Osten.; 58 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Windhagen, 12. Juli 2013
gez. die Geschäftsführung";;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Angaben zum Konsolidierungskreis und zum Konzernanteilsbesitz; 68 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Nr. Name Sitz Anteil am Kapital Halter
031 Wirtgen Group GmbH &
Co.KG
Windhagen, Deutschland 100,00% Konzernmutter
030 Wirtgen Beteiligungsgesellschaft
mbH
Windhagen, Deutschland 100,00% 031
010 Wirtgen GmbH* Windhagen, Deutschland 100,00% 300
013 Wirtgen North Africa
GmbH
Windhagen. Deutschland 100,00% 300
014 Wirtgen Libya J.C. Tripoli, Libyen 100.00% 013
018 Wirtgen Qeshm Ltd, Qeshm, Iran 100,00% 300
019 Wirtgen Ankara Makine
Sanayi Ve Ticaret Ltd. Sti.
Ankara, Türkei 99,875%.
0,125%
300.
040
022 Wirtgen International
GmbH'
Windhagen, Deutschland 100,00% 300
023 Wirtgen Hamburg Vertriebs-
und Service
GmbH*
Bad Faliingbostel,
Deutschland
100,00% 300
024 Wirtgen Zwicket! Vertriebs-
und Service
GmbH*
Meerane, Deutschland 100,00% 300
025 Wirtgen Augsburg Vertriebs-
und Service GmbH""
Augsburg, Deutschland 100,00% 300
Nr. Name Sitz Anteil am Kapital Halter
026 Wirtgen Windhagen Vertriebs-
und Service GmbH'
Windhagen, Deutschland 100,00% 300
028 Wirtgen Grund und Boden
GmbH
Windhagen, Deutschland 100,00% 010
032 Wirtgen Used Equipment
GmbH
Windhagen, Deutschland 100,00% 300
040 ERSEG GmbH Windhagen, Deutschland 100,00% 300
042 Wirtgen America, Inc. Nashville, Tennessee, USA 100,00% 085
043 Wirtgen Australia Pty. Ltd. Emu Plains, NSW, Australien
100,00% 300
044 Wirtgen Japan Co. Ltd. Tokyo, Japan 100,00% 300
045 Wirtgen Nederland B.V. Werkendam, Niederlande 100,00% 300
046 Wirtgen South Africa (Pty)
Ltd.
Edenglen, Transvaal, Südafrika
100,00% 300
048 Wirtgen India Pvt. Ltd. Pune, Indien 99,99%.
0,01%
300.
040
050 Wirtgen Belgiurn B.V.B.A. Puurs, Belgien 99,60%.
0,40%
300.
040
058 Wirtgen Ltd. Lincoln, England 100,00% 300
059 Wirtgen Macchine S.r.l. Noviglio, Italien 100,00% 300
062 Wirtgen Hong Kong Ltd. Hong Kong, China 100,00% 300
064 Wirtgen Philippines Inc. Lapu-Lapu City, Cebu,
Philippinen
100,00% 065
065 Wirtgen Singapore Pte.
Ltd.
Singapore, Singapur 100,00% 300
067 Wirtgen Hong Kong Ltd.
Taiwan Branch
Taoyuan County, Taiwan 100,00% 062
069 Wirtgen (M) SDN BHD Kuala Lumpur, Malaysia 100,00% 065
071 Ciber Equlipamentos Rodoviários
Ltda.
Porto Alegre, Brasilien 100,00% 070
073 Wirtgen (Thailand) Co.
Ltd.
Samutprakarn, Thailand 100,00% 065
Nr. Name Sitz Anteil am Kapital Halter
077 Wirtgen (China) Machinery
Co., Ltd
Hebei, China 100,00% 062
080 Joseph Vögele AG* Ludwigshafen, Deutschland
100,00% 300
083 Wirtgen France S.A.S. Goussainville, Frankreich 100.00% 300
084 Belek Japan Co., Ltd. Kobe, Japan 100,00% 044
085 Wirtgen Inc. Nashville, Tennessee, USA 100,00% 300
087 Wirtgen Österreich GmbH Steyrermühl, Österreich 100.00% 300
088 Wirtgen Ireland Ltd., Dublin, Irland 100,00% 300
095 Delta Group Overseas
Holding GmbH
Windhagen, Deutschland 100,00% 300
097 Kele GmbH Windhagen, Deutschland 100,00% 096
100 Wirtgen Denmark A/S Fredericia, Dänemark 100,00% 300
101 Wirtgen Finland Oy Tuusula, Finnland 100,00% 100
102 Wirtgen Norway A/S Sande i Vesfold, Norwegen
100,0% 100
103 Wirtgen Sweden AB Alvesta, Schweden 100,00% 100
120 Hamm AG"" Tirschenreuth, Deutschland
100,00% 300
130 WIG Verwaltung GmbH Wien, Österreich 100,00% 300
131 V & H Verwaltung GmbH Wien, Österreich 100,00% 300
132 KLG Verwaltung GmbH Wien, Österreich 100,00% 300
140 Kleemann GmbH Göppingen, Deutschland 100,00% 300
145 Kleemann Immobilien
GmbH & Co. KG
Göppingen, Deutschland 100,00% 300
172 Wirtgen (Guangzhou) Machinery
Co. Ltd.
Guangzhou, China 100,00% 077
202 OAO Bakra Moskau, Russland 99,52%.
0,48%
022.
Dritte
205 TOO Wirtgen Kazakhstan Almaty, Kasachstan 100,00% 022
209 Wirtgen ?R s.r.o Prag, Tschechien 75%.
25%
022.
Dritte
Nr. Name Sitz Anteil am Kapital Halter
210 Wirtgen Bulgaria EOOD Sofia, Bulgarien 100,00% 022
212 Wirtgen-Srbija d.o.o. Beograd, Serbien 100,00% 022
214 Wirtgen Romania S.R.L. Bucuresti, Rumänien 100,00% 022
215 OOO Wirtgen International
Service
Moskau, Russland 100,00% 022
218 UAB Wirtgen Lietuva Vilnius, Litauen 100,00% 022
219 SIA Wirtgen Latvija Riga, Lettland 100,00% 022
220 00 Wirtgen Eesti Tallinn, Estland 100,00% 022
221 PIK Wirtgen Ukraine Kiew, Ukraine 100,00% 022
222 Wirtgen Polska Sp.z.o.o. Pozna n. Polen 100,00% 022
225 OP Wirtgen Tashkent Tashkent, Republik Usbekistan
100,00% 022
261 Wirtgen Slovensko s.r.o. Bratislava, Slowakei 100,00% 209
228 Wirtgen Budapest Kft, Felsöpakony, Ungarn 100,00% 022
2. Nicht einbezogene Tochterunternehmen
054 baukema Handel GmbH Windhagen, Deutschland
(i.L.)
100,00% 010
055 OOO Wirbak Moskau, Russland (i.L.) 80,00% 022
224 OOO Wirtgen Int. Moskau, Russland (i.L.) 100,00% 022
227 OOO Wirtgen Service Moskau, Russland 100,00% 022
229 Wirtgen Kosova LLC Prishtina, Kosovo 100,00% 022
231 OOO Wirtgen Trade Tashkent, Uzbekistan 100,00% 225
3. Andere Unternehmen, von denen Mutter- und Tochterunternehmen mindestens 20% der Anteile besitzen
203 OOO Wirtgenintermaschservice
Surgut, Russland (i.L.) 40,00% 022"; 68, 71 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
*  Folgende Gesellschaften nehmen die Befreiungsvorschriften gemäß § 264 Abs. 3 HGB in Anspruch.; 100 ;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kapitalflussrechnung für 2012;;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Über die Liquiditätssituation und die finanzielle Entwicklung gibt folgende Finanzierungsrechnung Aufschluss:;;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2012 2011
TEUR TEUR
1. Jahresergebnis vor außerordentlichen
Posten
163.372 181.600
2. +/- Abschreibungen/Zuschreibungen
auf Gegenstände
des Anlagevermögens
49.697 46.622
3. +/- Zunahme/Abnahme der
Rückstellungen
-27.635 16.721
4. -/+ Zunahme/Abnahme der
Vorräte, der Forderungen
aus Lieferungen und Leistungen
sowie anderer Aktiva,
die nicht der Investitions-
oder Finanzierungstätigkeit
zuzuordnen sind
-21.608 -150.042
5. +/- Zunahme/Abnahme der
Verbindlichkeiten aus Lieferungen
und Leistungen
sowie anderer Passiva, die
nicht der Investitions- oder
Finanzierungstätigkeit zuzuordnen
sind
-19.872 -22.226
6. = Cash-flow aus der laufenden
Geschäftstätigkeit
143.954 72.675
7. Einzahlungen aus Abgängen
von Gegenständen des
Sachanlagevermögens/immateriellen
Anlagevermögens
15.389 15.065
8. - Auszahlungen für Investitionen
in das Sachanlagevermögen/
immaterielle
Anlagevermögen
-106.276 -87.758
9. = Cash-flow aus der Investitionstätigkeit
-90.887 -72.693
2012 2011
TEUR TEUR
10. Sonstige Veränderung Kapital
-3.236 -1.234
11. - Auszahlungen an Unternehmenseigner
und Minderheitsgesellschafter
(Dividenden,
Erwerb eigener
Anteile, Eigenkapitalrückzahlungen,
andere Ausschüttungen)
-68.212 -50.322
12. + Einzahlungen aus der Begehung
von Anleihen
und der Aufnahme von
(Finanz-)Krediten
37.685 48.742
13. = Cash-flow aus der Finanzierungstätigkeit
-33.763 -2.814
14. Zahlungswirksame Veränderungen
des Finanzmittelbestands
(Summe aus Zf.
6, 9, 13)
19.304 -2.832
15. +/- Wechselkurs-, konzernkreis-
und bewertungsbedingte
Änderungen des Finanzmittelbestandes
-7.444 5.413
16. + Finanzmittelbestand am
Anfang der Periode
47.148 44.567
17. = Finanzmittelbestand am
Ende der Periode
59.008 47.148";;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eigenkapitalspiegel zum 31. Dezember 2012;;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Mutterunternehmen
Kumuliertes übriges Konzernergebnis
in TEUR Kapitalanteile Kapitalrücklage Erwirtschaftetes.
Konzern-.
eigenkapital
Ausgleichsposten.
aus der Fremd-.
währungsumrechnung
Andere neutrale.
Tansaktionen
Eigenkapital
Stand am
31.12.2010
1.320 5.080 775.940 3.683 766.023
Änderungen des
Konsolidierungskreises
- -
Übrige Veränderungen
- - -50.320 2.303 -48.017
Konzern-Jahresüberschuss
- - 181.600 181.600
Übriges Konzernergebnis
- -
Konzerngesamtergebnis
- - 131.280 2.303 0 133.583
Stand am 31. Dezember
2011
1.320 5.080 907.220 5.986 0 919.606
Änderungen des
Konsolidierungskreises
- -
Übrige Veränderungen
- - -67.809 -7.079 -74.888
Konzern-Jahresüberschuss
- - 162.968 162.968
Übriges Konzernergebnis
- -
Konzerngesamtergebnis
- - 95.159 -7.079 0 88.080
Stand am 31. Dezember
2012
1.320 5.080 1.002.379 -1.093 0 1.007.686
Minderheitsgesellschafter
Kumuliertes übriges Konzernergebnis
in TEUR Minderheitenkapital Ausgleichsposten.
aus der Fremd-.
währungsumrechnung
Eigenkapital Konzern-.
eigenkapital
Stand am 31.12.2010 5.235 83 5.318 791.341
Änderungen des Konsolidierungskreises 0 0
Übrige Veränderungen -631 -50 -681 -48.698
Konzern-Jahresüberschuss 337 337 181.937
Übriges Konzernergebnis -
Konzerngesamtergebnis -294 -50 -344 133.239
Stand am 31. Dezember 2011 4.941 33 4.974 924.580
Änderungen des Konsolidierungskreises 0 0
Übrige Veränderungen -3.639 36 -3.603 -78.491
Konzern-Jahresüberschuss 404 404 163.372
Übriges Konzernergebnis
Konzerngesamtergebnis -3.235 36 -3.199 84.881
Stand am 31. Dezember 2012 1.706 69 1.775 1.009.461";;2012;WIRTGEN GROUP GmbH;Konzernabschluss;Dornbach GmbH;;;;;;;;;;;;;;;;;;;;;;;;;;;
