; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
"Dr. Rolf Gerlach Präsident und Vorsitzender des Vorstands, Sparkassenverband Westfalen-Lippe, Münster
Vorsitzender
(bis 31.03.2017)
Thomas Mang Präsident und Verbandsvorsteher, Sparkassenverband Niedersachsen, Hannover
Mitglied
(bis 31.03.2017)
Vorsitzender
(ab 01.04.2017)
Prof. Dr. Liane Buchholz Präsidentin und Vorsitzende des Vorstands, Sparkassenverband Westfalen-Lippe, Münster
Stv. Vorsitzende
(ab 01.04.2017)
Dr. Michael Ermrich Geschäftsführender Präsident, Ostdeutscher Sparkassenverband, Berlin
Stv. Vorsitzender
Gerhard Grandke Geschäftsführender Präsident, Sparkassen- und Giroverband Hessen-Thüringen, Frankfurt
Stv. Vorsitzender
(bis 31.03.2017)
Mitglied
(ab 01.04.2017)
Volker Alt Mitglied des Vorstands, Berliner Sparkasse, Berlin, Niederlassung der Landesbank Berlin
AG
Reinhard Boll Präsident und Verbandsvorsteher, Sparkassen- und Giroverband für Schleswig-Holstein,
Kiel
Ralf Fleischer Vorsitzender des Vorstands, Stadtsparkasse München, München
Volker Goldmann Vorsitzender des Vorstands, Sparkasse Bochum, Bochum
Wilfried Groos Vorsitzender des Vorstands, Sparkasse Siegen, Siegen
Johannes Hartig Vorsitzender des Vorstands, Sparkasse Osnabrück, Osnabrück
(ab 17.02.2016)
Bernd Haußels Stv. Vorsitzender des Vorstands, Kreissparkasse Esslingen-Nürtingen, Esslingen
Dr. Joachim Herrmann Verbandsgeschäftsführer, Sparkassenverband Baden-Württemberg, Stuttgart
Joachim Hoof Vorsitzender des Vorstands, Ostsächsische Sparkasse Dresden, Dresden
Dr. Heinrich Jagau Vorsitzender des Vorstands, Sparkasse Hannover, Hannover
Axel Kodlin Mitglied des Vorstands, Hamburger Sparkasse AG, Hamburg
Beate Läsch-Weber Präsidentin und Verbandsvorsteherin, Sparkassenverband Rheinland-Pfalz, Budenheim
Franz-Xaver Lindl Vorsitzender des Vorstands, Sparkasse Regensburg, Regensburg
Dr. Ewald Maier Vorsitzender des Vorstands, Sparkasse Forchheim, Forchheim
Thomas Munding Vorsitzender des Vorstands, Sparkasse Memmingen-Lindau-Mindelheim, Memmingen
Dr. Ulrich Netzer Präsident, Sparkassenverband Bayern, München
Manfred Oster Vorsitzender des Vorstands, Sparkasse Ulm, Ulm
Helmut Schiffer Verbandsgeschäftsführer, Rheinischer Sparkassen- und Giroverband, Düsseldorf
Helmut Schleweis Vorsitzender des Vorstands, Sparkasse Heidelberg, Heidelberg
Dr. Joachim Schmalzl Mitglied des Vorstands, Sparkasse KölnBonn, Köln
Mitglied
(bis 29.02.2016)
Ständiger Gast Geschäftsführendes Mitglied des Vorstands, Deutscher Sparkassen- und Giroverband e.V.,
Berlin
(ab 24.05.2016)
Helmut Schmidt Vorsitzender des Vorstands, Kreissparkasse Saale-Orla, Schleiz
Peter Siebken Vorsitzender des Vorstands, Sparkasse Neubrandenburg-Demmin, Neubrandenburg
Marcel Thimm Vorsitzender des Vorstands, Sparkasse Freiburg - Nördlicher Breisgau, Freiburg
Dr. Klaus Tiedeken Mitglied des Vorstands, Kreissparkasse Köln, Köln
Ulrich Voigt (ab 02.05.2016) Mitglied des Vorstands, Sparkasse KölnBonn, Köln
Martin Weck (ab 02.05.2016) Vorsitzender des Vorstands, Sparkasse Mülheim an der Ruhr, Mülheim
Dr. Ingo Wiedemeier Vorsitzender des Vorstands, Sparkasse Hanau, Hanau
Ständige Vertreter:
Dr. Jürgen Thiele Verbandsgeschäftsführer, Hanseatischer Sparkassen- und Giroverband, Hamburg
Thomas Wagner Verbandsgeschäftsführer, Sparkassen- und Giroverband Hessen-Thüringen, Erfurt
Jürgen Wannhoff Vizepräsident und Mitglied des Vorstands, Sparkassenverband Westfalen-Lippe, Münster
Wolfgang Zender Verbandsgeschäftsführer, Ostdeutscher Sparkassenverband, Berlin
Ständiger Gast:
Michael Breuer Präsident und Verbandsvorsteher, Rheinischer Sparkassen- und Giroverband, Düsseldorf
Peter Schneider Präsident und Verbandsvorsteher, Sparkassenverband Baden-Württemberg, Stuttgart
Arbeitnehmervertreter/-in:
Doris Bacci Hannover
Jürgen Bekemeier Hannover
Ringo Bischoff Bereichsleiter, ver.di Bundesverwaltung, Berlin
Manfred Boertz Münster
Gisela Buchholz Hannover
Angela Falk Frankfurt
Ludger Föller Münster
Ulrike Schräder-Kleikamp Münster
Stefan Senkowski Hannover
Heike Stiels Münster
Hans-Jörg Theis Frankfurt
Günter Distelrath Verbandsgeschäftsführer, Sparkassenverband Niedersachsen, Hannover
Roman Frank Verbandsgeschäftsführer, Sparkassenverband Rheinland-Pfalz, Budenheim
Hans-Werner Sander Vorsitzender des Vorstands, Sparkasse Saarbrücken, Saarbrücken
Roland Schmautz Vizepräsident, Sparkassenverband Bayern, München"; 83 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Die Gesamtbezüge der Mitglieder des Aufsichtsrates beliefen sich im Geschäftsjahr 2016 auf insgesamt 490 TEUR.; 84 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Gesellschafterversammlung; 83 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"Thomas Mang Präsident und Verbandsvorsteher, Sparkassenverband Niedersachsen, Hannover
Vorsitzender
(bis 31.03.2017)
Mitglied
(ab 01.04.2017)
Michael Breuer Präsident und Verbandsvorsteher, Rheinischer Sparkassen- und Giroverband, Düsseldorf
Stv. Vorsitzender
(bis 31.03.2017)
Vorsitzender
(ab 01.04.2017)
Gerhard Grandke Geschäftsführender Präsident, Sparkassen- und Giroverband Hessen-Thüringen, Frankfurt
Mitglied
(bis 31.03.2017)
Stv. Vorsitzender
(ab 01.04.2017)
Peter Schneider Präsident und Verbandsvorsteher, Sparkassenverband Baden-Württemberg, Stuttgart
Stv. Vorsitzender
Reinhard Boll Präsident und Verbandsvorsteher, Sparkassen- und Giroverband für Schleswig-Holstein,
Kiel
Franz-Theo Brockhoff Vorsitzender der Geschäftsführung, Finanz Informatik GmbH & Co. KG, Frankfurt
Prof. Dr. Liane Buchholz Präsidentin und Vorsitzende des Vorstands, Sparkassenverband Westfalen-Lippe, Münster
(seit 01.04.2017)
Dr. Michael Ermrich Geschäftsführender Präsident, Ostdeutscher Sparkassenverband, Berlin
Ralf Finke Vorsitzender des Vorstands, Kreissparkasse Grafschaft Diepholz, Diepholz
Dr. Christoph Gögler Vorsitzender des Vorstands, Kreissparkasse Tübingen, Tübingen
Artur Grzesiek Vorsitzender des Vorstands, Sparkasse KölnBonn, Köln
Cornelia Hoffmann-Bethscheider Präsidentin, Sparkassenverband Saar, Saarbrücken
Rainer Jahnke Vorsitzender des Vorstands, Stadtsparkasse Wermelskirchen, Wermelskirchen
Dr. Christoph Krämer Vorsitzender des Vorstands, Sparkasse der Stadt Iserlohn, Iserlohn
(bis 31.03.2017)
Ludger Kreyerhoff Vorsitzender des Vorstands, Sparkasse Gladbeck, Gladbeck
Hans Jürgen Kulartz Mitglied des Vorstands, Berliner Sparkasse, Berlin, Niederlassung der Landesbank Berlin
AG
Beate Läsch-Weber Präsidentin und Verbandsvorsteherin, Sparkassenverband Rheinland-Pfalz, Budenheim
Dr. Harald Langenfeld Vorsitzender des Vorstands, Stadt- und Kreissparkasse Leipzig, Leipzig
Dr. Ewald Maier Vorsitzender des Vorstands, Sparkasse Forchheim, Forchheim
Lothar Müller Vorsitzender des Vorstands, Sparkasse Schopfheim-Zell, Schopfheim
Thomas Munding Vorsitzender des Vorstands, Sparkasse Memmingen-Lindau-Mindelheim, Memmingen
Dr. Ulrich Netzer Präsident, Sparkassenverband Bayern, München
Walter Pache Vorsitzender des Vorstands, Sparkasse Günzburg-Krumbach, Günzburg
Georg Sellner Vorsitzender des Vorstands, Sparkasse Darmstadt, Darmstadt
Gerhard Stock Vorsitzender des Vorstands, Sparkasse Neckartal-Odenwald, Mosbach
Dr. Harald Vogelsang Präsident und Verbandsvorsteher, Hanseatischer Sparkassen- und Giroverband, Hamburg"; 83 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Den Mitgliedern der Gesellschafterversammlung wurden im Geschäftsjahr 2016 Gesamtbezüge von insgesamt 160 TEUR gewährt.; 84 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Geschäftsführung; 83 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Komplementärin der KG ist die Finanz Informatik Verwaltungsgesellschaft mbH mit Sitz in Frankfurt am Main mit einem gezeichneten Kapital von 81.600 EUR.; 83 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Sie führt die Geschäfte der KG derzeit mit fünf Geschäftsführern.; 83 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Der Geschäftsführung der Komplementär-GmbH gehörten im Geschäftsjahr 2016 an:; 83 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"Franz-Theo Brockhoff, Vorsitzender
Willi Bär
Detlev Klage
Andreas Schelling
Michael Schürmann"; 83 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Die Gesamtbezüge der Geschäftsführung betrugen in 2016 3.993 TEUR.; 84 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Ehemalige Geschäftsführer; 88 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"An frühere Geschäftsführer wurden in 2016 3.535 TEUR gezahlt; die Pensionsrückstellungen für frühere Geschäftsführer und deren Hinterbliebenen belaufen sich auf 52.623 TEUR."; 88 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Geschäfte mit nahe stehenden Unternehmen und Personen; 81 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Geschäfte zu nicht üblichen Marktkonditionen mit nahestehenden Unternehmen und Personen gemäß § 285 Nr. 21 HGB wurden nicht getätigt.; 81 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Gesamthonorar des Abschlussprüfers; 71 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Bezüglich der Angabe der Wirtschaftsprüferhonorare gemäß § 285 Nr. 17 HGB verweisen wir auf den Anhang im Konzernabschluss.; 71 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Außerbilanzielle Geschäfte; 65 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Die Gesellschaft hat Grundstücke und Gebäude am Standort Hannover sowie die dazugehörige Finanzierung in fünf Zweckgesellschaften ausgegliedert. Die Restbuchwerte dieser Grundstücke und Gebäude belaufen sich am 31.12.2016 auf insgesamt 81,6 Mio. EUR.; 65 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Haftungsverhältnisse; 45 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"Die Finanz Informatik hat Garantieerklärungen gegenüber der Nord/LB Norddeutsche Landesbank - Girozentrale - und der Nord/Lux Norddeutsche Landesbank Luxembourg S.A.; Luxemburg, bezüglich eines Objektfinanzierungsmodells bis zu einer Höhe von 11.888 TEUR (i. Vj. 13.386 TEUR) abgegeben. Darüber hinaus hat die Gesellschaft aus Garantieverträgen mit der NordLB und der Nord LB Luxemburg die uneingeschränkte, betraglich unbegrenzte, unbefristete und unwiderrufliche Garantie gegenüber der NordLB und Nord LB Luxemburg aus Vertragsverhältnissen im Zusammenhang mit zwei Zweckgesellschaften übernommen. Zum Bilanzstichtag und darüber hinaus ist bis zum Zeitpunkt der Aufstellung der Bilanz hieraus keine Inanspruchnahme erkennbar."; 45, 46 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Sonstige finanzielle Verpflichtungen; 66 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Der Gesamtbetrag der sonstigen finanziellen Verpflichtungen gemäß § 285 Nr. 3a HGB beläuft sich auf 1.757,2 Mio. EUR, davon entfallen 342,7 Mio. EUR auf verbundene Unternehmen und 65,9 Mio. EUR auf Unternehmen, mit denen ein Beteiligungsverhältnis besteht. Es handelt sich dabei im Wesentlichen um Verpflichtungen aus Miet-, Leasing- und Wartungsverträgen für Hard- und Software sowie Büroräume.; 66 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Die Finanz Informatik GmbH & Co. KG ist Mitglied der Zusatzversorgungskasse für die Gemeinden und Gemeindeverbände in Wiesbaden (ZVK Wiesbaden) bzw. in Emden (Emder ZVK) und hat einen großen Teil ihrer Mitarbeiter entsprechend der Satzung bzw. des Statuts der beiden ZVK'n versichert.; 66 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
ZVK Wiesbaden:; 66 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Der Gesamt-Umlagesatz teilt sich in eine Umlage und einen Sanierungsbeitrag des Arbeitgebers zur Deckung der Altlasten auf. Im Jahr 2016 belief sich die Summe der umlagefähigen Gehälter auf 132,8 Mio. EUR. Vom 01.01. bis 30.06.2016 betrug der Gesamt-Umlagesatz 6,2 % zuzüglich 2,3% Sanierungsbeitrag. Ab 01.07.2016 erhöhte sich der Gesamt-Umlagesatz auf 6,6 % zuzüglich 2,3 % Sanierungsbeitrag. Über die Beibehaltung/den Wegfall des Sanierungsbeitrages entscheiden die Kassen und ihre Mitglieder satzungsgemäß je nach Finanzlage in der Zukunft.; 66 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Seit 2003 sind auch Mitarbeiter im kapitalgedeckten Abrechnungsverband der ZVK Wiesbaden versichert. Der Beitragssatz beträgt 4,8 %. Im Jahr 2016 belief sich die Summe der beitragsfähigen Gehälter auf 13,2 Mio. EUR. ; 66 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Emder ZVK:; 66 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Seit 2012 beträgt der Beitragssatz 5,0 % im Rahmen eines kapitalgedeckten Systems. Zusätzlich wird eine Rentenumlage von 2,2 % entrichtet. Im Jahr 2016 betrug das beitragspflichtige Entgelt 107,8 Mio. EUR. Zusätzlich war für Mitarbeiter, die im Rahmen des Tarifsozialplans Strukturverbesserung an den Standort Hannover gewechselt sind, ein beitragspflichtiges Entgelt in Höhe von 3,2 Mio. EUR zur berücksichtigen. Hier war ausschließlich der Beitragssatz in Höhe von 5,0 % zu berücksichtigen.; 66 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Belegschaft; 63 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"Die durchschnittliche Anzahl Mitarbeiter betrug 3.727 (Vorjahr: 3.809); am Jahresende waren 3.721 Mitarbeiter (Vorjahr: 3.770) sowie 141 Auszubildende (Vorjahr: 126) beschäftigt."; 63 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Die Anzahl der Mitarbeiterkapazitäten betrug durchschnittlich 3.279 (Vorjahr: 3.314), am Jahresende 3.290 (Vorjahr: 3.304) sowie 141 Auszubildende (Vorjahr: 126).; 63 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Nachtragsbericht; 68 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Nach Abschluss des Geschäftsjahres 2016 sind keine Vorgänge von besonderer Bedeutung eingetreten.; 68 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Ergebnisverwendung; 67 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Das Geschäftsjahr 2016 schließt mit einem Jahresüberschuss in Höhe von 59.016.938,57 € ab. Die Geschäftsführung schlägt vor, den Jahresüberschuss gemäß § 20 des Gesellschaftsvertrags auf die Konten derKommanditisten zu verteilen.; 67 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
Entwicklung des Anlagevermögens; 15 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"Anschaffungs- und Herstellungskosten
Stand 01.01.2016.
Euro
Zugänge.
Euro
Abgänge.
Euro
Umbuchungen/ Umgliederungen
.
Euro
Stand 31.12.2016.
Euro
Immaterielle Vermögensgegenstände
Entgeltlich erworbene gewerbliche
Schutzrechte und
ähnliche Rechte
692.584.843,15 82.868.845,07 105.567.337,23 3.284.244,58 673.170.595,57
geleistete Anzahlungen auf
Software
7.033.556,10 31.485.819,35 79.960,00 -3.281.768,70 35.157.646,75
699.618.399,25 114.354.664,42 105.647.297,23 2.475,88 708.328.242,32"; 15 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"Anschaffungs- und Herstellungskosten
Stand 01.01.2016.
Euro
Zugänge.
Euro
Abgänge.
Euro
Umbuchungen/ Umgliederungen
.
Euro
Stand 31.12.2016.
Euro
Grundstücke und Bauten einschließlich
den Bauten auf
fremden Grundstücken
201.301.511,49 1.798.402,96 1.222.369,23 -12.011.824,95 189.865.720,27
technische Anlagen und Maschinen
622.632.909,61 81.990.281,26 47.738.951,38 31.378.262,24 688.262.501,73
andere Anlagen, Betriebsund
Geschäftsausstattung
38.163.706,46 2.964.069,65 4.373.635,11 0,00 36.754.141,00
geleistete Anzahlungen und
Anlagen im Bau
19.368.913,17 738.196,74 0,00 -19.368.913,17 738.196,74
881.467.040,73 87.490.950,61 53.334.955,72 -2.475,88 915.620.559,74
Finanzanlagen
Anteile an verbundenen Unternehmen
49.797.899,16 12.507.108,02 0,00 0,00 62.305.007,18
Ausleihungen an verbundene
Unternehmen
64.078.472,02 25.000.000,00 25.881.583,14 0,00 63.196.888,88
Beteiligungen 961.143,52 0,00 77.155,72 0,00 883.987,80
Ausleihungen an Unternehmen,
mit denen ein Beteiligungsverhältnis
besteht
29.628,91 510.964,00 19.100,04 0,00 521.492,87
sonstige Ausleihungen 4.672.601,18 0,00 4.348.874,48 0,00 323.726,70
119.539.744,79 38.018.072,02 30.326.713,38 0,00 127.231.103,43
1.700.625.184,77 239.863.687,05 189.308.966,33 0,00 1.751.179.905,49"; 15 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"Entwicklung der Abschreibungen
Stand 01.01.2016.
Euro
Zugänge.
Euro
Zuschreibungen.
Euro
Abgänge.
Euro
Umbuchungen/ Umgliederungen
.
Euro
Stand 31.12.2016.
Euro
Immaterielle Vermögensgegenstände"; 15, 16 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"Entwicklung der Abschreibungen
Stand 01.01.2016.
Euro
Zugänge.
Euro
Zuschreibungen.
Euro
Abgänge.
Euro
Umbuchungen/ Umgliederungen
.
Euro
Stand 31.12.2016.
Euro
Entgeltlich erworbene gewerbliche
Schutzrechte
und ähnliche Rechte
621.693.675,65 60.731.752,65 0,00 105.567.337,23 0,00 576.858.091,07
geleistete Anzahlungen
auf Software
0,00 0,00 0,00 0,00 0,00 0,00
621.693.675,65 60.731.752,65 0,00 105.567.337,23 0,00 576.858.091,07
Sachanlagen
Grundstücke und Bauten
einschließlich den Bauten
auf fremden Grundstücken
100.927.559,56 5.272.482,86 0,00 824.289,23 0,00 105.375.753,19
technische Anlagen und
Maschinen
429.713.099,61 82.724.484,50 0,00 47.703.198,38 0,00 464.734.385,73
andere Anlagen, Betriebs-
und Geschäftsausstattung
26.949.297,87 2.980.122,65 0,00 4.160.862,11 0,00 25.768.558,41
geleistete Anzahlungen
und Anlagen im Bau
0,00 0,00 0,00 0,00 0,00 0,00
557.589.957,04 90.977.090,01 0,00 52.688.349,72 0,00 595.878.697,33
Finanzanlagen
Anteile an verbundenen
Unternehmen
0,00 0,00 0,00 0,00 0,00 0,00
Ausleihungen an verbundene
Unternehmen
11.071.400,00 0,00 0,00 0,00 0,00 11.071.400,00
Beteiligungen 0,00 0,00 0,00 0,00 0,00 0,00
Ausleihungen an Unternehmen,
mit denen ein
Beteiligungsverhältnis
besteht
0,00 0,00 0,00 0,00 0,00 0,00
sonstige Ausleihungen 78.221,03 0,00 21.891,88 0,00 0,00 56.329,15"; 15, 16 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"Entwicklung der Abschreibungen
Stand 01.01.2016.
Euro
Zugänge.
Euro
Zuschreibungen.
Euro
Abgänge.
Euro
Umbuchungen/ Umgliederungen
.
Euro
Stand 31.12.2016.
Euro
11.149.621,03 0,00 21.891,88 0,00 0,00 11.127.729,15
1.190.433.253,72 151.708.842,661) 21.891,88 158.255.686,95 0,00 1.183.864.517,55"; 15, 16 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
"Buchwert
31.12.2016.
Euro
31.12.2015.
Euro
Immaterielle Vermögensgegenstände
Entgeltlich erworbene gewerbliche Schutzrechte und ähnliche
Rechte
96.312.504,50 70.891.167,50
geleistete Anzahlungen auf Software 35.157.646,75 7.033.556,10
131.470.151,25 77.924.723,60
Sachanlagen
Grundstücke und Bauten einschließlich den Bauten auf fremden
Grundstücken
84.489.967,08 100.373.951,93
technische Anlagen und Maschinen 223.528.116,00 192.919.810,00
andere Anlagen, Betriebs- und Geschäftsausstattung 10.985.582,59 11.214.408,59
geleistete Anzahlungen und Anlagen im Bau 738.196,74 19.368.913,17
319.741.862,41 323.877.083,69
Finanzanlagen
Anteile an verbundenen Unternehmen 62.305.007,18 49.797.899,16
Ausleihungen an verbundene Unternehmen 52.125.488,88 53.007.072,02
Beteiligungen 883.987,80 961.143,52
Ausleihungen an Unternehmen, mit denen ein Beteiligungsverhältnis
besteht
521.492,87 29.628,91
sonstige Ausleihungen 267.397,55 4.594.380,15
116.103.374,28 108.390.123,76
567.315.387,94 510.191.931,05
1) ohne Abschreibungen auf Vermögensgegenstände des Umlaufvermögens"; 15 ;2016;Finanz Informatik GmbH & Co. KG;Jahresabschluss;WIBERA
