Anhang; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
Abschreibungen auf immaterielle Vermögensgegenstände und Sachanlagen; 5.78 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Die Abschreibungen auf immaterielle Vermögensgegenstände des Anlagevermögens und Sachanlagen betragen im abgelaufenen
Geschäftsjahr TEUR 80.452 (Vorjahr: TEUR 84.636) und enthalten außerplanmäßige Abschreibungen aufgrund dauerhafter
Wertminderung in Höhe von TEUR 307 (TEUR 2.709)."; 5.78 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Sonstige betriebliche Aufwendungen; 5.80 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"In den sonstigen betrieblichen Aufwendungen sind periodenfremde Aufwendungen von TEUR 185 (Vorjahr: TEUR 25), Aufwendungen
für Verluste aus Abgang von Anlagevermögen in Höhe von TEUR 3.243 (Vorjahr: TEUR 2.671) und Aufwendungen aus der
Währungsumrechnung in Höhe von TEUR 10.953 (Vorjahr: TEUR 10.804) enthalten."; 5.80, 52, 54 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Erträge aus nach der at Equity Methode bewerteten Anteilen an Gemeinschaftsunternehmen; 5.80 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"In den Erträgen aus nach der at Equity Methode bewerteten Anteilen an Gemeinschaftsunternehmen sind Ausschüttungen in Höhe
von TEUR 2.182 verrechnet."; 5.80 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Zinsen und ähnliche Aufwendungen; 5.88 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"In den Zinsen und ähnlichen Aufwendungen sind Aufwendungen aus der Aufzinsung von Rückstellungen in Höhe von TEUR 2
(Vorjahr: TEUR 2) enthalten."; 5.88, 53 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Steuern vom Einkommen und Ertrag; 5.90 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Die Steuern vom Einkommen und Ertrag enthalten periodenfremde Aufwendungen von TEUR 68 (Vorjahr Erträge: TEUR 115).
Weiterhin sind Aufwendungen aus der Veränderung bilanzierter latenter Steuern in Höhe von TEUR 4.016 (Vorjahr Erträge: TEUR
7.443) enthalten."; 5.90, 52, 56 ;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
II Sonstige Angaben;;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
A Sonstige finanzielle Verpflichtungen;62;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Am 31. Dezember 2016 bestanden Verpflichtungen aus Miet- und Leasingverträgen. Die Mittelabflüsse für die folgenden
Geschäftsjahre betragen voraussichtlich TEUR 42.511. Hiervon entfallen TEUR 32.130 auf Grundstücks- und Gebäudemieten sowie
TEUR 10.381 auf Leasing von Maschinen und sonstigen Mobilien.";62;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"In allen Leasingfällen handelt es sich um sogenannte Operating-Lease Verträge, die zu keiner Bilanzierung der Objekte bei der
Gesellschaft führen. Der Vorteil dieser Verträge liegt in der geringeren Kapitalbindung im Vergleich zum Erwerb und im Wegfall des
Verwertungsrisikos. Risiken können sich aus der Vertragslaufzeit ergeben, sofern die Objekte nicht mehr vollständig genutzt werden
können, wozu es derzeit keine Anzeichen gibt.";62;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
B Transaktionen mit nahestehenden Personen;;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Die Mietaufwendungen für das Verwaltungsgebäude, das die Schütz GmbH & Co. KGaA von der Schütz Immobilien GmbH & Co. KG
gemietet hat, betragen ab 2016 voraussichtlich insgesamt TEUR 6.942. Der Vertrag ist mit einer Frist von 24 Monaten zum 30. Juni
2023 kündbar.";75;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
C Honorar des Abschlussprüfers;;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Das Gesamthonorar des Abschlussprüfers für das abgeschlossene Geschäftsjahr teilt sich wie folgt auf: TEUR 141 für Jahres- und
Konzernabschlussprüfungen sowie TEUR 37 für sonstige Beratungs- und Bestätigungsleistungen.";65;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
D Beschäftigte Personen;;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Im Geschäftsjahr waren durchschnittlich 3.146 gewerbliche Arbeitnehmer und 1.044 Angestellte, insgesamt also 4.190 (Vorjahr:
3.953) Mitarbeiter beschäftigt.";58;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
E Nachtragsbericht;;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Vorgänge von besonderer Bedeutung, die nach dem Schluss des Geschäftsjahres eingetreten und weder in der Gewinn- und
Verlustrechnung noch in der Bilanz berücksichtigt sind, liegen nicht vor.";64;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
F Geschäftsführung;;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
"Die Gesamtbezüge der Mitglieder des Geschäftsführungsorgans des Mutterunternehmens für die Wahrnehmung ihrer Aufgaben im
Mutterunternehmen und den Tochterunternehmen beliefen sich im Geschäftsjahr auf TEUR 5.436 (Vorjahr: TEUR 4.102) welche in
den sonstigen betrieblichen Aufwendungen erhalten sind. In den Bezügen sind Tantiemevorauszahlungen in Höhe von TEUR 1.563
enthalten.";77;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Der Geschäftsführung der Schütz-Werke GmbH & Co. KG gehören an:;;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Udo Schütz, Geschäftsführender Gesellschafter der Schütz Verwaltungs GmbH;;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Else Schütz, Geschäftsführende Gesellschafterin der Schütz Verwaltungs GmbH (bis 4. November 2016);;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Roland Straßburger, Vorsitzender der Geschäftsführung der Schütz Verwaltungs GmbH, Vertrieb Packaging Systems, Technischer Kundenservice, Qualitätsmanagement, Personal und EDV;;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Holger Gelhard, Geschäftsführer Arbeitssicherheit und Umweltschutz sowie Investitionsmanagement der Schütz Verwaltungs GmbH;;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Winfried Heibel, Geschäftsführer Energy Systems und Immobilien der Schütz Verwaltungs GmbH;;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Dr. J. Christian Meier, Geschäftsführer Finanz- und Rechnungswesen sowie Controlling der Schütz Verwaltungs GmbH;;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Johannes Nonn, Geschäftsführer Produktion Packaging Systems, Maschinen- und Werkzeugbau, Cormaster, Rotorblätter,;;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Einkauf und Logistik der Schütz Verwaltungs GmbH (bis 10. Januar 2017);;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Thomas Schwarz, Geschäftsführer EDV und Logistik der Schütz Verwaltungs GmbH (bis 22. Juli 2016);;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
Selters, 24. April 2017;;2016;Schütz-Werke GmbH & Co. KG;Konzernabschluss;PwC
