; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
Herr Walter Müller, München, Dipl.-Kaufmann, war bis zum 1. November 2016 einzelvertretungsberechtigter Geschäftsführer der Pampus Industriebeteiligungen Verwaltungsgesellschaft mbH. Die Niederlegung der Geschäftsführung von Herrn Walter Müller und die Bestellung von Herrn Wolfgang Berberich vom 13. Januar 2017 zum Geschäftsführer waren zum Aufstellungszeitpunkt noch nicht im Handelsregister eingetragen;;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Auf die Angaben im Sinne des § 314 Abs. 1 Nr. 6 lit. a HGB wird unter Berufung auf §314 Abs. 3 i.V.m. § 286 Abs. 4 HGB verzichtet.; 77 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Angaben zu Mitarbeitern; 58 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
In 2015/2016 wurden durchschnittlich 1.398 Mitarbeiter beschäftigt. Diese gliedern sich nach Gruppen wie folgt:; 58 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
"2015/16 2014/15
Angestellte 275 286
gewerbliche Arbeitnehmer 1.123 1.101
Gesamt 1.398 1.387"; 58 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Iserlohn, den 24. Februar 2017;;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
Entwicklung des Konzernanlagevermögens zum 30. September 2016; 15 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
"Anschaffungs- oder Herstellungskosten
Vortrag 1.10.2015 Zugänge Abgänge Kursanpassungen Umbuchungen Stand 30.9.2016
EUR EUR EUR EUR EUR EUR
I. Immaterielle Vermögensgegenstände
1. Entgeltlich erworbene
Rechte
1.574.004,81 56.701,54 266.769,23 0.00 0,00 1.363.937,12
2. Geschäfts- oder Firmenwert
25.812.737,52 0,00 0,00 0,00 0,00 25.812.737,52
27.386.742,33 56.701,54 266.769,23 0,00 0,00 27.176.674,64
II. Sachanlagen
1. Grundstücke, grundstücksgleiche
Rechte und
Bauten einschließlich
der Bauten auf fremden
Grundstücken
104.897.251,85 822.967,73 1.694.778,55 4.639,14 466.156,00 104.496.236,17
2. Technische Anlagen
und Maschinen
260.555.382,53 3.094.858,05 9.342.250,26 49.797,51 1.292.694,24 255.650.482,07
3. Andere Anlagen, Betriebs-
und Geschäftsausstattung
29.403.195,81 427.904,96 5.142.614,93 17.577,96 0,00 24.706.063,80
4. Geleistete Anzahlungen
und Anlagen
im Bau 1.843.561,79 668.691,60 0,00 0,00 -1.758.850,24 753.403,15
396.699.391,98 5.014.422,34 16.179.643,74 72.014,61 0,00 385.606.185,19
III. Finanzanlagen
Sonstige Ausleihungen 6.172.565,20 0,00 0,00 0,00 0,00 6.172.565,20
430.258.699,51 5.071.123,88 16.446.412,97 72.014,61 0,00 418.955.425,03"; 15 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
"Kumulierte Abschreibungen
Vortrag 1.102015 Zugänge Abginge Kursanpassungen Zuschreibungen Stand 30.92016
EUR EUR EUR EUR EUR EUR
I. Immaterielle Vermögensgegenstände"; 15, 16 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
"Kumulierte Abschreibungen
Vortrag 1.102015 Zugänge Abginge Kursanpassungen Zuschreibungen Stand 30.92016
EUR EUR EUR EUR EUR EUR
1. Entgeltlich erworbene
Rechte
1.445.019,81 86.931,54 266.769.23 0,00 0,00 1.265.182,12
2. Geschäfts- oder Firmenwert
25.526.901,52 93.647,00 0,00 0.00 0,00 25.620.548,52
26.971.921,33 180.578,54 288.769,23 0,00 0,00 26.885.730,64
II. Sachanlagen
1. Grundstücke, grundstücksgleiche
Rechte und
Bauten einschließlich
der Bauten auf fremden
Grundstücken
56.352.574,92 2.192.270,20 1.526.116,11 2.969,80 0,10 57.021.698,91
2. Technische Anlagen
und Maschinen
237.281.684,44 6.148.938,23 9.248.343,11 42.798,55 -0,25 234.225.077,86
3. Andere Anlagen, Betriebs-
und Geschäftsausstattung
25.369.223,84 863.494,19 5.138.852,93 15.124,27 -0,16 21.108.989,16
4. Geleistete Anzahlungen
und Anlagen
im Bau 0,00 0,00 0,00 0,00 0,10 0.10
319.003.483,20 9.204.702,62 15.913.312,15 60.892,57 -0,21 312.355.766,03
III. Finanzanlagen
Sonstige Ausleihungen 6.172.565,20 0,00 0,00 0,00 0,00 6.172.565,20
352.147.969,73 9.385.281,16 16.180.081,38 60.892,57 -0,21 345.414.061,87"; 15, 16 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
"Buchwerte
30.9.2016 30.92015
EUR EUR
I. Immaterielle Vermögensgegenstände
1. Entgeltlich erworbene Rechte 98.755,00 128.985,00
2. Geschäfts- oder Firmenwert 192.189,00 285.836,00
290.944,00 414.821,00"; 15 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
"Buchwerte
30.9.2016 30.92015
EUR EUR
II. Sachanlagen
1. Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich
der Bauten auf fremden Grundstücken
47.474.537,26 48.544.676,93
2. Technische Anlagen und Maschinen 21.425.404,21 23.273.698,09
3. Andere Anlagen, Betriebs- und Geschäftsausstattung 3.597.074,64 4.033.971,97
4. Geleistete Anzahlungen und Anlagen
im Bau 753.403,05 1.843.561,19
73.250.419,16 77.695.908,78
III. Finanzanlagen
Sonstige Ausleihungen 0,00 0,00
73.541.363,16 78.110.729,78"; 15 ;2015/2016;Pampus Industriebeteiligungen GmbH & Co. Kommanditgesellschaft;Konzernabschluss;KPMG
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
