Anhang; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
2. Die in der Konzernbilanz ausgewiesenen Geschäfts- oder Firmenwerte aus Erstkonsolidierung zum 1. Januar 2008 werden planmäßig linear über ihre Nutzungsdauer abgeschrieben. Auf den Geschäfts- oder Firmenwert der Kelly fallen seit dem Geschäftsjahr 2014 keine Amortisationen mehr an, für die übrigen Geschäfts- oder Firmenwerte fallen pro Jahr EUR 0,7 Mio. über eine Nutzungsdauer von 15 Jahren an.; 5.5 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Der aus dem Erwerb des KP Snack-Geschäfts zum 25. Januar 2013 resultierende Geschäfts- oder Firmenwert wird im Geschäftsjahr 2016 in Höhe von EUR 18,9 Mio. (Vorjahr: EUR 21,4 Mio.) abgeschrieben.; 5.5 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
"Für die im Jahre 2012 erworbene Salt & Pepper Gruppe fallen im Geschäftsjahr 2016 EUR 4,0 Mio. (Vorjahr: EUR 4,0 Mio.) für die Amortisation des Geschäfts- oder Firmenwertes an. Für die auch in 2012 und in 2014 erworbene Gesellschaft Largo UK fallen erstmalig keine Amortisationen mehr an (Vorjahr: EUR 0,1 Mio.). Weiterhin fallen für die in 2011 erworbene Largo Food-Gruppe pro Jahr EUR 2,3 Mio. für Amortisationen des Geschäfts- oder Firmenwertes über einen Zeitraum von 15 Jahren an. Für die in 2014 erworbenen Anteile an der Estrella Maarud-Gruppe werden EUR 3,9 Mio. (Vorjahr: EUR 4,0 Mio.) als Amortisationen auf den Geschäfts- oder Firmenwert erfasst. Für die in 2014 erworbenen Anteile an der Largo Food-Gruppe fallen EUR 1,6 Mio. (Vorjahr: EUR 1,6 Mio.). für die Amortisation des Geschäfts oder
Firmenwertes an und für die in 2015 erworbenen Anteile EUR 0,8 Mio. (Vorjahr: EUR 0,4 Mio. anteilig für 6 Monate). Für die im Jahr 2016 erworbene Menken Orlando Gruppe fielen EUR 1,2 Mio. anteilig für 8 Monate an."; 5.5 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
3. Die Forderungen gegen Gesellschaftern bestanden im Vorjahr ausschließlich aus Steuererstattungsansprüchen.; 5.27, 24 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
4. Die Forderungen gegen verbundene Unternehmen enthalten Forderungen aus Lieferungen und Leistungen in Höhe von TEUR 9 (Vorjahr: TEUR 3).; 5.27, 7 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
5. Zum Stichtag bestehen sonstige Vermögensgegenstände mit einer Restlaufzeit von über einem Jahr in Höhe von EUR 1,3 Mio. (Vorjahr: TEUR 17). Die Forderungen aus Lieferungen und Leistungen haben unverändert zum Vorjahr ausschließlich eine Restlaufzeit von unter einem Jahr.; 5.29 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
6. Das Komplementärkapital und das Kommanditkapital entsprechen den bei der Muttergesellschaft ausgewiesenen Bilanzposten.; 5.37 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Die Rücklagen umfassen neben denen der Muttergesellschaft die Rücklagen und Bilanzergebnisse der in den Konzern einbezogenen verbundenen Unternehmen. Darüber hinaus enthält das Eigenkapital Beträge aus der Verrechnung sonstiger Konsolidierungsmaßnahmen.; 5.37 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
7. Die sonstigen Rückstellungen enthalten im Wesentlichen Rückstellungen für Umsatzvergütungen und Rabatte, ausstehende Rechnungen, Personalrückstellungen, Restrukturierungsrückstellungen und Rückstellungen für drohende Verluste aus schwebenden Geschäften.; 5.50 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
8. Angaben zur Verrechnung nach § 298 Abs. 1 i.V.m. § 246 Abs. 2 Satz 2 HGB:; 5.36 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
"TEUR
Erfüllungsbetrag der verrechneten Schulden 9.072
Anschaffungskosten der Vermögensgegenstände 9.072
Beizulegender Zeitwert der Vermögensgegenstände 9.072
Verrechnete Aufwendungen 1.073
Verrechnete Erträge -"; 5.36 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Die ausgewiesenen Vermögensgegenstände bestehen bei der Kelly, Österreich.; 5.36 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
9. Die Restlaufzeiten der Verbindlichkeiten (TEUR) stellen sich wie folgt dar:; 5.51, 47 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
"< 1 Jahr 1 - 5 Jahre
2016 2015 2016 2015
Verbindlichkeiten gegenüber Kreditinstituten 119.037 10.880 250.469 462.284
< 1 Jahr 1 - 5 Jahre
2016 2015 2016 2015
Verbindlichkeiten aus Namensschuldverschreibungen 0 0 0 0
Erhaltene Anzahlungen auf Bestellungen 24 8 0 0
Verbindlichkeiten aus Lieferungen und Leistungen 255.841 243.823 0 0
Verbindlichkeiten gegenüber Gesellschaftern 20.457 476 0 0
Verbindlichkeiten gegenüber verbundenen Unternehmen 944 912 0 0
Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis
besteht
4.583 1.555 0 0
Sonstige Verbindlichkeiten 81.361 83.055 2.186 5.011
482.246 340.708 252.655 467.295"; 5.51, 24, 47 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
">5 Jahre Insgesamt
2016 2015 2016 2015
Verbindlichkeiten gegenüber Kreditinstituten 22.967 20.315 392.473 493.479
Verbindlichkeiten aus Namensschuldverschreibungen 200.000 200.000 200.000 200.000
Erhaltene Anzahlungen auf Bestellungen 0 0 24 8
Verbindlichkeiten aus Lieferungen und Leistungen 0 0 255.841 243.823
Verbindlichkeiten gegenüber Gesellschaftern 0 0 20.457 476
Verbindlichkeiten gegenüber verbundenen Unternehmen 0 0 944 912
Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis
besteht
0 0 4.583 1.555
Sonstige Verbindlichkeiten 2.321 1.555 85.867 89.621
225.287 221.870 960.189 1.029.874"; 5.51, 24, 47 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Die Verbindlichkeiten gegenüber Kreditinstituten sind bei einigen Gesellschaften, an denen die Intersnack-Gruppe beteiligt ist, in geringem Maße besichert durch:; 5.54, 48 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
"· Sicherungsübereignung wesentlicher Lagerbestände, Globalzession der Forderungen aus Lieferungen und Leistungen sowie
· erstrangige Grundschulden"; 5.54, 48 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Daneben bestehen weiterhin übliche Eigentumsvorbehalte für Lieferantenverbindlichkeiten.; 5.56, 48 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Zum Berichtsstichtag bestehen zwischen verschiedenen Lieferanten der Intersnack-Gruppe und Factoring-Gesellschaften Supply Chain Financing-Verträge. Die Supply Chain-Financing-Verträge führen aufgrund der vertraglichen Ausgestaltung weder zivilrechtlich noch handelsrechtlich zu einer Umqualifizierung der Verbindlichkeiten aus Lieferungen und Leistungen in eine andere Bilanzposition der Verbindlichkeiten. Somit enthalten die Verbindlichkeiten aus Lieferungen und Leistungen zum 31. Dezember 2016 Verbindlichkeiten gegenüber Kreditinstituten in Höhe von TEUR 32.564 (Vorjahr: TEUR 31.063).; 5.56, 7 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Die Verbindlichkeiten gegenüber Gesellschaftern betreffen mit TEUR 457 (Vorjahr: TEUR 476) Verbindlichkeiten aus Lieferungen und Leistungen und mit EUR 20 Mio. (Vorjahr: TEUR 0) die Gesellschafterverrechnungskonten. Die Verbindlichkeiten gegenüber Gesellschaftern gehören auch zu den Verbindlichkeiten gegenüber verbundenen Unternehmen.; 5.58, 7, 24 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
10. Die latenten Steuern resultieren aus folgenden Sachverhalten:; 5.35, 5.64, 30 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
"31.12.2016.
TEUR
31.12.2015.
TEUR
Latente Steuerschulden auf Differenzen
bilanzieller Wertansätze für
. Stille Reserven aus der Kapitalkonsolidierung 39.539 42.016
. Sachanlagevermögen 9.810 10.023
. Vorräte 276 456
. Forderungen und sonstige Vermögensgegenstände 36 33
.Passive Rechnungsabgrenzungsposten 0 0
. Sonstiges 554 272
Latente Steueransprüche auf Differenzen
bilanzieller Wertansätze für
. Steuerliche Verlustvorträge 3.768 4.840
. Immaterielle Vermögensgegenstände 3.893 4.917
. Sachanlagevermögen 456 502
. Finanzanlagevermögen 781 198
. Vorräte 146 245
. Forderungen und sonstige Vermögensgegenstände 220 328
. Rückstellungen für Pensionen 2.026 2.167
. Sonstige Rückstellungen 4.091 2.709
. Sonstiges 1.004 1.760
Latente Steuerschulden netto 33.830 35.134"; 5.35, 5.64, 30 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Für die Berechnung der Steuern wurden jeweils die landesspezifischen Steuersätze zugrunde gelegt. Für Deutschland wurden bei Personengesellschaften nur Gewerbesteuer in Höhe von 14,9% und bei Kapitalgesellschaften Gewerbe- und Körperschaftsteuer in Höhe von 32,8% berücksichtigt. Für Frankreich betrug der Steuersatz 33,33%, Bulgarien 10,0%, Österreich und Niederlande 25,0%, Tschechien und Polen 19,0%, Irland 12,5%, Norwegen 24,0%, Schweden 22,0% und für Großbritannien 17,0% und 20,0%. Es bestehen gewerbesteuerliche Verlustvorträge in Höhe von EUR 46,7 Mio. (Vorjahr: EUR 43,3 Mio.) und Verlustvorträge für mit Gewerbe- und Körperschaftsteuer vergleichbare ausländische Steuern in Höhe von EUR 35,3 Mio. (Vorjahr: EUR 59,7 Mio.), für die eine Steuerentlastung innerhalb von fünf Jahren nicht erwartet wird. Es wurden aktive latente Steuern für Verlustvorträge aus mit Gewerbe- und Körperschaftsteuer vergleichbaren ausländische Steuern in Höhe von EUR 3,8 Mio. (Vorjahr: EUR 4,8) angesetzt.; 5.35, 5.64, 30 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
VIII. Erläuterungen zur Konzerngewinn- und Verlustrechnung;;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Hierzu wird auf die Anlage zur Konzernbilanz mit den Angaben nach § 5 Abs. 5 Satz 3 PublG verwiesen.;;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
IX. Sonstige Angaben;;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
1. Haftungsverhältnisse im Sinne von § 298 Abs.1 i.V.m. § 268 Abs. 7 i.V.m. § 251 HGB bestehen nicht.;49;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
2. Zum Stichtag bestanden Devisentermingeschäfte, im Zusammenhang mit erwarteten Rohwareneinkäufen, zum Kauf von USD mit Verpflichtungen im Euro-Gegenwert von TEUR 458.346 (Vorjahr: TEUR 504.517). Bei den abgeschlossenen Devisentermingeschäften handelt es sich um derivative Finanzinstrumente. Der positive Zeitwert, ermittelt nach der „mark to market“ Methode, dieser derivativen Finanzinstrumente beträgt zum 31. Dezember 2016 TEUR 26.296 (Vorjahr: TEUR 11.485).;52;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
"Diese Devisentermingeschäfte werden zur Minimierung von Preisrisiken auf der Absatzseite abgeschlossen. Aus dem Abschluss von Verkaufskontrakten auf der Absatzseite ergeben sich Bedarfe für in USD gehandelte Rohnüsse und damit auch für Finanzmittel in USD. Im Anschluss an den Abschluss der Verkaufskontrakte wird der erwartete Bedarf an USD vollständig über Devisentermingeschäfte abgesichert. Die Intersnack Gruppe ist für den Fall, dass die eingegangenen Verpflichtungen zum Kauf von USD die tatsächlichen USD Bedarfe übersteigen (‚Long Position‘), Risiken und Chancen aus Wechselkursschwankungen auf diesen Überhang (nicht effektiven Teil der Sicherungsbeziehung) ausgesetzt. Zum 31. Dezember 2016 besteht eine erwartete Long Position mit einem Euro-Gegenwert von EUR 4,5 Mio. (Vorjahr: Short
Position: EUR 4,5 Mio.) Zum 31. Dezember 2016 wurde für diesen Überhang keine Rückstellung für drohende Verluste gebildet, da sich aufgrund der positiven Zeitwerte kein drohender Verlust aus diesem Überhang für die Intersnack-Gruppe ergibt. Im Vorjahr wurde für die Unterdeckung (‚Short Position‘) eine Rückstellung in Höhe von TEUR 206 gebildet.";;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Daneben bestehen folgende weitere derivative Finanzinstrumente, insbesondere bei Unternehmen der Intersnack Gruppe, die ihren Sitz außerhalb des Euro-Raums haben:;;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Eine britische Tochtergesellschaft hat im Zusammenhang mit erwarteten Rohwareneinkäufen Devisentermingeschäfte zum Kauf von EUR mit Verpflichtungen im Euro-Gegenwert von TEUR 63.197 (Vorjahr: TEUR 58.165) abgeschlossen. Bei den abgeschlossenen Devisentermingeschäften handelt es sich um derivative Finanzinstrumente. Die Zeitwerte, ermittelt nach der „mark to market“ Methode, dieser derivativen Finanzinstrumente enthalten zum 31. Dezember 2016 keine negative Zeitwerte (Vorjahr: TEUR 363). Infolge der gebildeten Bewertungseinheiten wurden die negativen Zeitwerte für den effektiven Teil der Sicherungsbeziehung im Vorjahr nicht in der Bilanz berücksichtigt.; 36, 37, 52 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Diese Devisentermingeschäfte werden zur Minimierung von Preisrisiken auf der Absatzseite abgeschlossen. Aus dem Abschluss von Verkaufskontrakten auf der Absatzseite ergeben sich Bedarfe für in EUR gehandelte Rohnüsse und andere Rohwaren. Im Anschluss an den Abschluss der Verkaufskontrakte wird der erwartete Bedarf an EUR nahezu vollständig über Devisentermingeschäfte abgesichert. Die Intersnack Gruppe ist für den Fall, dass die eingegangenen Verpflichtungen zum Kauf von EUR die tatsächlichen EUR Bedarfe nicht abdecken (‚Short Position‘), Risiken und Chancen aus Wechselkursschwankungen auf diese Unterdeckung (nicht effektiven Teil der Sicherungsbeziehung) ausgesetzt. Zum 31. Dezember 2016 wurde für diese Unterdeckung wie im Vorjahr keine Rückstellung für drohende Verluste gebildet, da sich aufgrund der Kurse zum Stichtag kein drohender Verlust aus dieser Unterdeckung für die Intersnack Gruppe ergibt.;;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Darüber hinaus hat erstmalig eine niederländische Tochtergesellschaft im Zusammenhang mit erwarteten Rohwareneinkäufen Devisentermingeschäfte zum Kauf von USD mit Verpflichtungen im Euro-Gegenwert von TEUR 15.122 abgeschlossen. Bei den abgeschlossenen Devisentermingeschäften handelt es sich um derivative Finanzinstrumente. Die Zeitwerte, ermittelt nach der „mark to market“ Methode, dieser derivativen Finanzinstrumente enthalten zum 31. Dezember 2016 negative Zeitwerte in Höhe von TEUR 330. Infolge der gebildeten Bewertungseinheiten wurden die negativen Zeitwerte für den effektiven Teil der Sicherungsbeziehung nicht in der Bilanz berücksichtigt.; 36, 37, 52 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Diese Devisentermingeschäfte werden zur Minimierung von Preisrisiken auf der Absatzseite abgeschlossen. Aus dem Abschluss von Verkaufskontrakten auf der Absatzseite ergeben sich Bedarfe für in USD gehandelte Rohwaren. Im Anschluss an den Abschluss der Verkaufskontrakte wird der erwartete Bedarf an USD nahezu vollständig über Devisentermingeschäfte abgesichert. Die Intersnack Gruppe ist für den Fall, dass die eingegangenen Verpflichtungen zum Kauf von USD die tatsächlichen EUR Bedarfe nicht abdecken (‚Short Position‘) bzw. übersteigen (‚Long Position), Risiken und Chancen aus Wechselkurs schwankungen auf diese Unterdeckung bzw. Überhang (nicht effektiven Teil der Sicherungsbeziehung) ausgesetzt. Zum 31. Dezember 2016 wurde für den nicht effektiven Teil der Sicherungsbeziehung keine Rückstellung für drohende Verluste gebildet, da sich aufgrund der Kurse zum Stichtag kein drohender Verlust für die Intersnack-Gruppe daraus ergibt;;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
"Des Weiteren sind Devisentermingeschäfte in GBP abgeschlossen worden. Für Devisentermingeschäfte (Verpflichtungen im Euro-Gegenwert von TEUR 4.603, Vorjahr: TEUR 13.846) wurden zum einen Bewertungseinheiten mit den zugrundeliegenden Grundgeschäften (Forderungen aus Lieferung und Leistung) gebildet. Die Zeitwerte, ermittelt nach der „mark to market“ Methode, dieser derivativen Finanzinstrumente enthalten zum 31. Dezember 2016 negative Zeitwerte in Höhe von TEUR 42 (Vorjahr: TEUR 165). Infolge der gebildeten Bewertungseinheiten wurden die negativen Zeitwerte für den effektiven Teil der Sicherungsbeziehung nicht in der Bilanz berücksichtigt. Zum anderen wurden erstmalig Devisentermingeschäfte (Verpflichtungen im Euro-Gegenwert von TEUR 1.405) für geplante Umsätze des laufenden
Geschäftsjahres, die in GBP fakturiert werden, abgeschlossen. Für diese wurden angesichts des zuverlässig planbaren Umfangs und zeitlichen Anfalls antizipative Bewertungseinheiten gebildet. Der negative Zeitwert beträgt zum 31. Dezember 2016 TEUR 70."; 36, 37, 52 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Für übrige Positionen, für die keine bilanzielle Bewertungseinheit gebildet wurde, im Euro-Gegenwert von TEUR 15.083 (Vorjahr: EUR 0) wurden in Höhe der negativen Zeitwerte (TEUR 32) eine Rückstellung für drohende Verluste berücksichtigt.;52;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Die Ermittlung der Marktwerte erfolgte durch die depotführenden Kreditinstitute aufgrund anerkannter finanzmathematischer Verfahren. Die Intersnack Gruppe ist dem Risiko des Ausfalls eines Vertragspartners ausgesetzt. Vertragspartner bei Abschluss der Devisentermingeschäfte sind daher ausschließlich große Geschäftsbanken.;52;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Die Gesellschaft hat wie im Vorjahr zur Optimierung ihrer Zinsbelastungen Währungsswaps abgeschlossen. Dabei werden Euro und auch US-Dollar gegen britisches Pfund „umgetauscht“. Zum 31. Dezember 2016 beträgt das Volumen derivativer Sicherungen im Währungsbereich EUR 74,5 Mio. (Vorjahr: EUR 56,7), während sich die negativen Marktwerte auf insgesamt EUR 0,7 Mio. (Vorjahr: EUR 0,3 Mio.) belaufen. Aufgrund der gebildeten Bewertungseinheit erfolgt kein Ansatz einer Rückstellung für drohende Verluste. Die Ermittlung des Marktwertes erfolgte durch das depotführende Kreditinstitut aufgrund anerkannter finanzmathematischer Verfahren.; 36, 37, 52 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Die Gesellschaft hat in der Vergangenheit im Rahmen der Akquisitionsfinanzierung Zinsswaps abgeschlossen. Bei den Zinsswaps wird die variable Seite der Darlehensverträge gegen einen Festzinssatz „umgetauscht“. Zum 31. Dezember 2016 beträgt das Volumen derivativer Sicherungen im Zinsbereich EUR 23,5 Mio. (Vorjahr: EUR 24,8 Mio.) bei negativen Marktwerten von EUR 3,6 Mio. (Vorjahr: EUR 3,4 Mio.). Aufgrund der gebildeten Bewertungseinheit erfolgte unverändert zum Vorjahr kein Ansatz einer Rückstellung für drohende Verluste.; 36, 37, 52 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
3. Langfristige Einkaufsverträge zum Kauf von Rohstoffen bestehen in einem Euro-Gegenwert von TEUR 647.323 (Vorjahr: 618.666 TEUR).;84;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Gemäß § 314 Abs. 1 Nr. 2 HGB bestehen weiterhin folgende Verpflichtungen aus mehrjährigen Miet- und Leasingverträgen (in TEUR):;84;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
"2017 2018 - 2021 nach 2021
14.597 27.147 20.688
4. Außerbilanzielle Geschäfte:
Factoring Zweck Zur Beschaffung liquider Mittel zur Finanzierung der operativen
Geschäftstätigkeit werden laufend Forderungen aus
Lieferungen und Leistungen verkauft; zum Stichtag war
ein Forderungsbestand im Nominalwert von TEUR 98.030
(Vorjahr: TEUR 94.648) verkauft.
Risiken keine
Vorteile Liquiditätszufluss
Commodity
Financing Zweck Zur Sicherung der Lieferfähigkeit kauft die Intersnack Gruppe
teilweise Vorräte bei der Rabobank ein. Die Vorräte werden
durch die Rabobank in Abstimmung mit der Intersnack
Gruppe direkt vom Nussproduzenten im Ursprungsland eingekauft
und physisch sofort an die Rabobank geliefert. Zum
Stichtag bestehen Verträge zwischen der Rabobank und der
Intersnack Gruppe über die sukzessive Lieferung der Vorräte
an die Intersnack Gruppe in einem Volumen von EUR 0
(Vorjahr: TEUR 6.627).
Risiken keine
Vorteile Erhöhung der Beschaffungssicherheit";84;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
5. Es bestehen Abnahmeverpflichtungen aus Investitionsvorhaben und Reparatur- und Instandhaltungsaufwand (Bestellobligo) in Höhe von EUR 10,5 Mio.;84;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Daneben bestehen weitere Verpflichtungen aus bereits abgeschlossenen Verträge u.a. für Marketing und Verwaltung in Höhe von EUR 67,3 Mio.;84;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
6. Im Geschäftsjahr betrug die durchschnittliche Zahl der Arbeitnehmer:;81;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
"Angestellte 3.713
Arbeiter 4.040
Gesamt 7.753";81;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
7. Die Abschlussprüferhonorare im Sinne von § 314 Abs. 1 Nr. 9 HGB gliedern sich wie folgt:;99;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
"· Abschlussprüferleistungen : 375 TEUR
· Andere Bestätigungsleistungen:10 TEUR
· Steuerberatungsleistungen : 443 TEUR
· Sonstige Leistungen: 396 TEUR";99;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
8. Hinsichtlich der ‚Aufstellung der Konzernunternehmen und sonstigen Beteiligungsunternehmen‘ verweisen wir auf Anlage B zu diesem Anhang.; 102, 105 ;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
9. Die in den Konzernabschluss einbezogene Intersnack Knabber-Gebäck GmbH & Co. KG, Köln, nimmt die Befreiung von der Offenlegungsverpflichtung des Jahresabschlusses nach § 5 Abs. 6 PublG i. V. m. § 264 Abs. 3 HGB wahr.;;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
10. Mit Wirkung zum 31. Januar 2017 nahm die Intersnack Gruppe mit einer Einlage von USD 30 Mio. (Gegenwert in EUR 28 Mio.) an einer Kapitalerhöhung bei der Intersnack Rajkumar Cashew Company, Singapur teil. Es sind keine weiteren Ereignisse von besonderer Bedeutung nach dem Bilanzstichtag bekannt.;87;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Die Geschäftsführung obliegt ausschließlich der Intersnack Holding GmbH, Düsseldorf.;;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
Düsseldorf, 23. März 2017;;2016;"Intersnack Group GmbH & Co. KG
";Konzernabschluss ;EY
