Anhang für das Geschäftsjahr 2016; Annotierung (Angabe Nummer in Anhangscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
(17) Sonstige betriebliche Aufwendungen;;2016;GmbH;Jahresabschluss;BDO AG
"01.01.-
31.12.2016
01.01.-
31.12.2015
Dienstleistungen -34,1 -32,2
Verluste aus Anlageabgängen -9,1 -5,5
Wertminderungen oder Verluste aus dem Abgang von Gegenständen des Umlaufvermögens -0,3 -0,6
Übrige -50,7 -42,5
-94,2 -80,8"; 4.80, 54 ;2016;GmbH;Jahresabschluss;BDO AG
"Die sonstigen betrieblichen Aufwendungen beinhalten periodenfremde Aufwendungen in Höhe von 9,4 Mio. € (Vorjahr: 6,1 Mio. €)
und sonstige Steuern in Höhe von 2,2 Mio. € (Vorjahr: 2,1 Mio. €). Im Geschäftsjahr sind Verluste aus der Währungsumrechnung in
Höhe von 1,6 T€ (Vorjahr: 4,7 T€) angefallen."; 4.80, 57, 59 ;2016;GmbH;Jahresabschluss;BDO AG
Die Aufwendungen für Dienstleistungen betreffen zum größten Teil die Informationsverarbeitung und das Immobilienmanagement.; 4.80 ;2016;GmbH;Jahresabschluss;BDO AG
"Die übrigen sonstigen betrieblichen Aufwendungen beinhalten im Wesentlichen Aufwendungen für Gebühren und Beratung sowie aus
Altersteilzeitverpflichtungen."; 4.80 ;2016;GmbH;Jahresabschluss;BDO AG
(18) Finanzergebnis;;2016;GmbH;Jahresabschluss;BDO AG
"in Mio. €
01.01.-
31.12.2016
01.01.-
31.12.2015
Erträge aus Beteiligungen 0,5 -
Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens . .
Sonstige Zinsen und ähnliche Erträge 8,4 4,3
Zinsen und ähnliche Aufwendungen -31,8 -28,8
davon aus Aufzinsung -16,4 -6,6
davon aus Vergütung für Genussrechtskapital -0,5 -0,3
-22,9 -24,5
.) Betrag in geringer Höhe"; 4.81, 4.83, 4.85 ;2016;GmbH;Jahresabschluss;BDO AG
"Die Aufwendungen und Erträge aus dem Deckungsvermögen wurden mit den Aufwendungen aus der Aufzinsung gemäß § 246 Abs. 2
Satz 2 HGB saldiert. Der sich ergebende Saldo ist in dem Posten „Zinsen und ähnliche Aufwendungen"" enthalten."; 58 ;2016;GmbH;Jahresabschluss;BDO AG
"in Mio. €
Verrechnete Erträge Sonstige betriebliche Erträge 2,3
Sonstige Zinsen und ähnliche Erträge .
2,3
Verrechnete Aufwendungen Zinsen und ähnliche Aufwendungen -13,2
-13,2
Unterschiedsbetrag aus der Verrechnung -10,9
.) Betrag in geringer Höhe"; 4.69, 4.85, 4.88 ;2016;GmbH;Jahresabschluss;BDO AG
(19) Steuern vom Einkommen und vom Ertrag;;2016;GmbH;Jahresabschluss;BDO AG
"Der Aufwand aus Steuern vom Einkommen und vom Ertrag entfällt in Höhe von 56,0 Mio. € auf das aktuelle Geschäftsjahr sowie in
Höhe von 14,1 Mio. € auf latente Steuern. Gegenläufig wirken periodenfremde Steuererträge."; 4.90 ;2016;GmbH;Jahresabschluss;BDO AG
Sonstige Angaben;;2016;GmbH;Jahresabschluss;BDO AG
Organe;;2016;GmbH;Jahresabschluss;BDO AG
"Auf die Angabe der im Geschäftsjahr an die Geschäftsführung gezahlten Gesamtbezüge nach § 285 Nr. 9a HGB wurde in Ausübung
des Wahlrechts nach § 286 Abs. 4 HGB verzichtet."; 84 ;2016;GmbH;Jahresabschluss;BDO AG
Die Aufsichtsratsmitglieder erhielten im Geschäftsjahr eine Vergütung in Höhe von 281,7 T€.; 84 ;2016;GmbH;Jahresabschluss;BDO AG
Die Mitglieder des Aufsichtsrats werden nachfolgend aufgeführt.;;2016;GmbH;Jahresabschluss;BDO AG
"Prof. Heinz-Werner Ufer
Lehrbeauftragter des Lehrstuhls Unternehmensrechnung und Controlling der Technischen Universität Dortmund
Vorsitzender
Dr. Andreas Kretschmer
Hauptgeschäftsführer der Ärzteversorgung Westfalen-Lippe
1. stellvertretender Vorsitzender
Josef Frankemölle*
Gesamtbetriebsratsvorsitzender der Amprion GmbH und Betriebsratsvorsitzender der Amprion GmbH am Standort
Dortmund
2. stellvertretender Vorsitzender
Frank Amberg
Head of Private Equity & Infrastructure der MEAG MUNICH ERGO AssetManagement GmbH
Detlef Börger-Reichert*
Stellvertretender Betriebsratsvorsitzender der Amprion GmbH am Standort Dortmund
Christian Fuhrmann
Vorstandsmitglied der Evangelischen Zusatzversorgungskasse; Ressort Finanzen
• bis 11. Mai 2016
Malte Glasneck*
Betriebsratsvorsitzender der Amprion GmbH am Standort Hoheneck
Natalie Kornowski*
Betriebsratsvorsitzende der Amprion GmbH am Standort Brauweiler
Dr. Thomas Mann
Sprecher der Geschäftsführung der Ampega Investment GmbH
Christoph Manser
Head of Infrastructure Investments der Swiss Life Asset Management AG
Fred Riedel
Wirtschaftsprüfer, Steuerberater
Manfred Rupps
Leiter Hauptabteilung Kapitalanlagen Immobilien und Alternative Investments der SV SparkassenVersicherung Holding
AG
• seit 11. Mai 2016
Uwe Tigges
Vorstandsmitglied der RWE AG, Ressort Personal
* Arbeitnehmervertreter"; 83 ;2016;GmbH;Jahresabschluss;BDO AG
Die Mitglieder der Geschäftsführung werden nachfolgend aufgeführt.; 83 ;2016;GmbH;Jahresabschluss;BDO AG
"Dr. Hans-Jürgen Brick Chief Commercial Officer und Chief Financial
Officer
Dr. Klaus Kleinekorte Chief Technical Officer"; 83 ;2016;GmbH;Jahresabschluss;BDO AG
Honorar des Abschlussprüfers;;2016;GmbH;Jahresabschluss;BDO AG
Das Gesamthonorar des Abschlussprüfers verteilt sich wie folgt.; 72 ;2016;GmbH;Jahresabschluss;BDO AG
"in T€
davon für
Vorjahre
Abschlussprüfungsleistungen 154,2 -
Andere Bestätigungsleistungen 272,7 1,3
Sonstige Leistungen 1,5 -
428,4 1,3"; 72 ;2016;GmbH;Jahresabschluss;BDO AG
Ergebnisverwendung;;2016;GmbH;Jahresabschluss;BDO AG
"Der Jahresüberschuss des Geschäftsjahres beträgt 158,1 Mio. €. Die Geschäftsführung schlägt dem Aufsichtsrat gemäß § 16 Abs. 1
des Gesellschaftsvertrages einen Betrag in Höhe von 100,0 Mio. € zur Ausschüttung vor. Ferner schlägt die Geschäftsführung vor, den
übersteigenden Betrag in Höhe von 58,1 Mio. € in die anderen Gewinnrücklagen gemäß § 266 Abs. 3 III. Nr. 4 HGB einzustellen, um
entsprechende Rücklagen für künftige Investitionen zu bilden."; 68 ;2016;GmbH;Jahresabschluss;BDO AG
Ereignisse nach dem Abschlussstichtag;;2016;GmbH;Jahresabschluss;BDO AG
Im Zeitraum bis zur Aufstellung des Jahresabschlusses der Gesellschaft sind keine Vorgänge von besonderer Bedeutung angefallen.; 69 ;2016;GmbH;Jahresabschluss;BDO AG
Angaben nach EnWG;;2016;GmbH;Jahresabschluss;BDO AG
"Die Geschäftstätigkeit der Gesellschaft bezieht sich ausschließlich auf den Tätigkeitsbereich „Elektrizitätsübertragung"". Somit
entspricht der nach § 6b Abs. 3 EnWG zu erstellende Tätigkeitsabschluss dem Jahresabschluss.";;2016;GmbH;Jahresabschluss;BDO AG
Entwicklung des Anlagevermögens vom 1. Januar bis 31. Dezember 2016;;2016;GmbH;Jahresabschluss;BDO AG
"Anschaffungs- bzw. Herstellungskosten
in Mio. €
Stand
01.01.2016 Zugänge Umbuchungen Abgänge
Stand
31.12.2016
Anschaffungs- bzw. Herstellungskosten
in Mio. €
Stand
01.01.2016 Zugänge Umbuchungen Abgänge
Stand
31.12.2016
Immaterielle
Vermögensgegenstände
Entgeltlich erworbene
Konzessionen, gewerbliche
Schutzrechte und ähnliche
Rechte und Werte sowie
Lizenzen an solchen Rechten
und Werten
27,1 6,4 0,4 0,2 33,7
Geleistete Anzahlungen 0,3 0,8 -0,3 0,8
27,4 7,2 0,1 0,2 34,5
Sachanlagen
Grundstücke,
grundstücksgleiche Rechte und
Bauten einschließlich der
Bauten auf fremden
Grundstücken
387,7 61,3 37,8 7,0 479,8
Technische Anlagen und
Maschinen
6.168,4 333,9 68,3 31,8 6.538,8
Andere Anlagen, Betriebs- und
Geschäftsausstattung
44,4 5,3 0,3 1,3 48,7
Geleistete Anzahlungen und
Anlagen im Bau
150,1 159,3 -106,5 4,8 198,1
6.750,6 559,8 -0,1 44,9 7.265,4
Finanzanlagen
Beteiligungen 5,2 5,2
Sonstige Ausleihungen 1,4 0,3 1,1
6,6 0,3 6,3
6.784,6 567,0 45,4 7.306,2"; 4.1, 15 ;2016;GmbH;Jahresabschluss;BDO AG
"Kumulierte Abschreibungen
in Mio. €
Stand
01.01.2016
Abschreibungen
des
Berichtszeitraums Abgänge
Stand
31.12.2016
Immaterielle Vermögensgegenstände
Kumulierte Abschreibungen
in Mio. €
Stand
01.01.2016
Abschreibungen
des
Berichtszeitraums Abgänge
Stand
31.12.2016
Entgeltlich erworbene Konzessionen, gewerbliche
Schutzrechte und ähnliche Rechte und Werte sowie
Lizenzen an solchen Rechten und Werten
22,5 2,7 0,1 25,1
Geleistete Anzahlungen
22,5 2,7 0,1 25,1
Sachanlagen
Grundstücke, grundstücksgleiche Rechte und
Bauten einschließlich der Bauten auf fremden
Grundstücken
173,1 5,7 2,8 176,0
Technische Anlagen und Maschinen 4.065,6 115,7 26,5 4.154,8
Andere Anlagen, Betriebs- und
Geschäftsausstattung
28,7 4,0 1,4 31,3
Geleistete Anzahlungen und Anlagen im Bau
4.267,4 125,4 30,7 4.362,1
Finanzanlagen
Beteiligungen
Sonstige Ausleihungen
4.290,0 128,1 30,8 4.387,2"; 4.1, 15, 16 ;2016;GmbH;Jahresabschluss;BDO AG
"Buchwerte
in Mio. €
Stand
31.12.2016
Stand
31.12.2015
Immaterielle Vermögensgegenstände
Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und
Werte sowie Lizenzen an solchen Rechten und Werten
8,6 4,6
Geleistete Anzahlungen 0,8 0,3
9,4 4,9
Sachanlagen
Grundstücke, grundstücksgleiche Rechte und Bauten einschließlich der Bauten auf fremden
Grundstücken
303,8 214,5
Technische Anlagen und Maschinen 2.384,0 2.102,8
Andere Anlagen, Betriebs- und Geschäftsausstattung 17,4 15,7
Geleistete Anzahlungen und Anlagen im Bau 198,1 150,1
2.903,3 2.483,1
Finanzanlagen
Beteiligungen 5,2 5,2
Sonstige Ausleihungen 1,1 1,4
6,3 6,6
2.919,0 2.494,6"; 4.1, 15 ;2016;GmbH;Jahresabschluss;BDO AG
